landmark_id;clan;year;month;date;session;hyenas;utme;utmn
Grits_Den;serenan;2013;07;2013-07-11;s10058;strm;724180;9846138
Grits_Den;serenan;2013;07;2013-07-11;s10058;tnsl;724180;9846138
Grits_Den;serenan;2013;07;2013-07-11;s10059;jude;724180;9846138
Grits_Den;serenan;2013;07;2013-07-11;s10059;mchl;724180;9846138
Schiphol_Den;serenan;2013;07;2013-07-12;s10060;fuzz;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-12;s10060;hndy;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-12;s10060;spud;723441;9844921
Grits_Den;serenan;2013;07;2013-07-13;s10061;arro;724180;9846138
Grits_Den;serenan;2013;07;2013-07-13;s10061;cstz;724180;9846138
Grits_Den;serenan;2013;07;2013-07-13;s10061;ele;724180;9846138
Grits_Den;serenan;2013;07;2013-07-13;s10061;jude;724180;9846138
Grits_Den;serenan;2013;07;2013-07-13;s10061;logc;724180;9846138
Grits_Den;serenan;2013;07;2013-07-13;s10061;mchl;724180;9846138
Schiphol_Den;serenan;2013;07;2013-07-13;s10064;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-13;s10064;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-13;s10064;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-13;s10065;hndy;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-13;s10065;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10066;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10066;mchl;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10066;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10066;spud;723441;9844921
Grits_Den;serenan;2013;07;2013-07-14;s10069;ams;724180;9846138
Rocky_Point_Den;happyzebra;2010;03;2010-03-16;s1007;boom;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-16;s1007;kata;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-16;s1007;koi;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-16;s1007;pike;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-16;s1007;snap;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-16;s1007;spb;716191;9842646
Schiphol_Den;serenan;2013;07;2013-07-16;s1007.1;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s1007.1;ink;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s1007.1;jude;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s1007.1;mchl;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s1007.1;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s1007.1;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10070;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10070;ele;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10070;jude;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10070;mchl;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10070;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-14;s10070;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-15;s10071;jude;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-15;s10071;mchl;723441;9844921
Grits_Den;serenan;2013;07;2013-07-16;s10072;cstz;724180;9846138
Grits_Den;serenan;2013;07;2013-07-16;s10072;ema;724180;9846138
Grits_Den;serenan;2013;07;2013-07-16;s10072;logc;724180;9846138
Grits_Den;serenan;2013;07;2013-07-16;s10072;rama;724180;9846138
Grits_Den;serenan;2013;07;2013-07-16;s10072;tnsl;724180;9846138
Schiphol_Den;serenan;2013;07;2013-07-16;s10075;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10076;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10076;jude;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10076;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10076;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10077;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10077;jude;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10077;mchl;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10077;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-16;s10077;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-17;s10081;dalt;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-17;s10081;hndy;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-17;s10081;jude;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-17;s10081;mchl;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-17;s10081;slim;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-17;s10081;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-18;s10082;spud;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-18;s10083;dalt;723441;9844921
Grits_Den;serenan;2013;07;2013-07-19;s10085;cstz;724180;9846138
Grits_Den;serenan;2013;07;2013-07-19;s10085;logc;724180;9846138
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;ana;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;dalt;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;ema;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;hucn;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;ink;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;rama;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;shrm;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;slim;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;tero;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10087.1;tnsl;721485;9847576
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;boom;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;ctop;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;kata;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;koi;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;pike;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;ring;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;spb;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-17;s1009;stee;716191;9842646
Bordello_Den;serenan;2013;07;2013-07-19;s10090;dalt;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10090;ink;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10090;ston;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10090;tero;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10090;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10090;ypsi;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10091;ema;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-19;s10092;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10094;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10096;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10096;ink;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10096;pol;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10096;tnsl;721485;9847576
Rocky_Point_Den;happyzebra;2010;03;2010-03-19;s1010;saw;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-19;s1010;spb;716191;9842646
Rocky_Point_Den;happyzebra;2010;03;2010-03-19;s1010;stee;716191;9842646
Bordello_Den;serenan;2013;07;2013-07-20;s10100;angi;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10100;lpr;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10100;strm;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10101;angi;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10101;hucn;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10101;pol;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10101;shrm;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-20;s10101;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-21;s10105;koal;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-21;s10105;pnda;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-21;s10105;toro;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-21;s10105;trot;721485;9847576
Flapjack_Den;serenan;2013;07;2013-07-21;s10106;cstz;724252;9846273
Flapjack_Den;serenan;2013;07;2013-07-21;s10106;logc;724252;9846273
Flapjack_Den;serenan;2013;07;2013-07-21;s10106;tero;724252;9846273
Schiphol_Den;serenan;2013;07;2013-07-21;s10107;hndy;723441;9844921
Schiphol_Den;serenan;2013;07;2013-07-21;s10107;spud;723441;9844921
Bordello_Den;serenan;2013;07;2013-07-23;s10108;ams;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;dalt;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;digs;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;ema;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;hndy;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;koal;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;rama;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;shrm;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;slim;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;spud;721485;9847576
Bordello_Den;serenan;2013;07;2013-07-23;s10108;tnsl;721485;9847576
