clan;year;session;location;landmark_id;utme;utmn
talek;2005;t53803;o;Maji_Fisi;745183;9838413
talek;2005;t53805;o;Maji_Fisi;745183;9838413
talek;2005;t53806;o;Maji_Fisi;745183;9838413
talek;2005;t53807;o;Maji_Fisi;745183;9838413
talek;2005;t53808;o;Maji_Fisi;745018;9838428
talek;2005;t53809;o;Maji_Fisi;745101;9838476
talek;2005;t53810;o;Maji_Fisi;745018;9838398
talek;2005;t53811;o;Talek_Lugga_Crossing;744927;9840172
talek;2005;t53813;d;No_See_Em_Den;744984;9840806
talek;2005;t53816;d;No_See_Em_Den;744984;9840806
talek;2005;t53818;o;Saga_L_X;746223;9838428
talek;2005;t53819;k;Leopard_Crossing;752586;9837295
talek;2005;t53821;o;Middle_Sunrise_Lugga_Crossing;752501;9836760
talek;2005;t53823;k;FF;752345;9835976
talek;2005;t53825;d;No_See_Em_Den;744984;9840806
talek;2005;t53826;o;Maji_Fisi;744925;9838392
talek;2005;t53828;o;Hat_Tree;745760;9838106
talek;2005;t53829;o;Maji_Fisi;745155;9838282
talek;2005;t53830;k;Hat_Tree;745571;9838054
talek;2005;t53831;o;Middle_SRL_X;752375;9836904
talek;2005;t53832;o;Leopard_Crossing;752162;9837212
talek;2005;t53832.1;o;Leopard_Crossing;752162;9837212
talek;2005;t53833;d;Over_the_River_Den;753542;9837535
talek;2005;t53834;o;Leopard_Crossing;752112;9837143
talek;2005;t53835;o;Border_Tree;745310;9838738
talek;2005;t53836;o;Border_Tree;745310;9838738
talek;2005;t53841;o;FT_L_X;743783;9840609
talek;2005;t53844;o;Saga_L_X;745846;9838603
talek;2005;t53845;o;Cow_T;750652;9837807
talek;2005;t53846;o;Croton_Isl;750073;9837669
talek;2005;t53848;o;Saga_L_X;746128;9838218
talek;2005;t53849;o;Saga_L_X;746112;9838144
talek;2005;t53850;c;Hat_Tree;746002;9838069
talek;2005;t53851;o;Hat_Tree;746002;9838069
talek;2005;t53852;o;Hat_Tree;746002;9838069
talek;2005;t53853;o;Hat_Tree;746002;9838069
talek;2005;t53854;o;Border_Tree;745591;9838734
talek;2005;t53855;o;Border_Tree;744964;9838864
talek;2005;t53857;d;No_See_Em_Den;744984;9840806
talek;2005;t53859;c;Hat_Tree;746002;9838069
talek;2005;t53861;m;Croton_Island-East_Edge;749854;9837324
talek;2005;t53862;o;Middle_SRL_X;752351;9836884
talek;2005;t53863;o;Middle_SRL_X;752395;9836937
talek;2005;t53866;k;Baboon_T;752016;9837117
talek;2005;t53868;k;Baboon_T;752016;9837117
talek;2005;t53873;o;15_yr_X;746975;9838101
talek;2005;t53874;o;Border_Tree;745730;9838557
talek;2005;t53875;o;Border_Tree;745752;9838903
talek;2005;t53877;o;Hat_Tree;745823;9838005
talek;2005;t53878;o;Hat_Tree;745818;9838107
talek;2005;t53879;o;Hat_Tree;745968;9837884
talek;2005;t53880;o;Hat_Tree;746015;9837763
talek;2005;t53882;o;Leopard_Crossing;752160;9837190
talek;2005;t53883;o;Middle_SRL_X;752625;9836779
talek;2005;t53884;o;Dave's_L_X;753285;9836585
talek;2005;t53885;d;Over_the_River_Den;753542;9837535
talek;2005;t53887;o;Hday_CD;746527;9837367
talek;2005;t53889;d;No_See_Em_Den;744984;9840806
talek;2005;t53890;c;Saga_L_X;746084;9838873
talek;2005;t53891;o;Saga_L_X;745994;9838599
talek;2005;t53892;o;Saga_L_X;745958;9838325
talek;2005;t53893;o;Saga_L_X;745798;9838556
talek;2005;t53894;o;Saga_L_X;745798;9838556
talek;2005;t53895;o;Saga_L_X;745798;9838556
talek;2005;t53896;o;Middle_SRL_X;752620;9837007
talek;2005;t53897;o;Middle_SRL_X;752698;9836851
talek;2005;t53898;o;Dave's_L_X;753681;9836601
talek;2005;t53901;k;Middle_SRL_X;752444;9836948
talek;2005;t53902;d;Fig_Tree_Lugga_-_Top;744134;9839907
talek;2005;t53903;o;Talek_Lugga_Crossing;744926;9839960
talek;2005;t53904;o;FT_L_X;743931;9840712
talek;2005;t53905;o;FT_L_X;743865;9840559
talek;2005;t53906;o;FT_L_X;744286;9841008
talek;2005;t53907;o;Leopard_Crossing;752247;9836945
talek;2005;t53908;o;Baboon_T;751853;9837061
talek;2005;t53909;o;Shooting_T;751679;9837000
talek;2005;t53911;o;Talek_Lugga_Crossing;744992;9839909
talek;2005;t53911.1;o;Talek_Lugga_Crossing;744992;9839909
talek;2005;t53912;o;Talek_Lugga_Crossing;744883;9840335
talek;2005;t53916;o;Talek_Lugga_Crossing;745094;9840186
talek;2005;t53917;o;Fig_Tree_Lugga_-_Top;743670;9840445
talek;2005;t53919;o;Saga_Lugga_Crossing;745875;9838344
talek;2005;t53920;o;Hat_Tree;745554;9838103
talek;2005;t53921;o;Border_Tree;745526;9838337
talek;2005;t53922;o;Border_Tree;745675;9838486
talek;2005;t53923;o;T_Stop;745108;9837897
talek;2005;t53924;o;T_Stop;745369;9837707
talek;2005;t53925;o;Hat_Tree;745681;9837393
talek;2005;t53926;o;T_Stop;745239;9837819
talek;2005;t53927;d;No_See_Em_Den;744984;9840806
talek;2005;t53930;o;Paul's_T;751276;9837716
talek;2005;t53932;k;Shooting_T;751815;9836891
talek;2005;t53936;o;T_Stop;744373;9837851
talek;2005;t53937;c;T_Stop;744889;9837419
talek;2005;t53938;k;T_Stop;744419;9836478
talek;2005;t53939;o;Choo;745170;9836175
talek;2005;t53940;o;T_Stop;744138;9836784
talek;2005;t53941;d;No_See_Em_Den;744984;9840806
talek;2005;t53943;o;Middle_SRL_X;752322;9836866
talek;2005;t53944;o;Rocky_Pl;752871;9835931
talek;2005;t53945;o;Leopard_Crossing;752171;9837127
talek;2005;t53946;d;Over_the_River_Den;753542;9837535
talek;2005;t53947;o;Middle_SRL_X;752327;9836868
talek;2005;t53948;o;Leopard_Crossing;752162;9837131
talek;2005;t53949;o;Middle_Sunrise_Lugga_Crossing;752430;9836689
talek;2005;t53950;o;Guard_X;744421;9836831
talek;2005;t53951;o;Guard_X;744251;9836703
talek;2005;t53952;o;Guard_X;744459;9836685
talek;2005;t53953;o;Leopard_Crossing;744163;9837166
talek;2005;t53954;d;No_See_Em_Den;744984;9840806
talek;2005;t53956;o;Middle_SRL_X;752904;9837214
talek;2005;t53957;o;Paul's_T;751660;9837411
talek;2005;t53958;o;Baboon_T;752056;9837052
talek;2005;t53959;o;Hi_Step_X;753567;9835644
talek;2005;t53960;o;Hi_Step_X;752695;9835354
talek;2005;t53963;o;Border_Tree;744831;9839156
talek;2005;t53964;o;Fig_Tree_Lugga_-_Top;744756;9839303
talek;2005;t53965;o;Talek_Lugga_Crossing;745247;9840214
talek;2005;t53967;o;Talek_Lugga_Crossing;745105;9839868
talek;2005;t53968;k;Leopard_Crossing;752408;9837422
talek;2005;t53970;o;Middle_SRL_X;752679;9836859
talek;2005;t53971;o;Leopard_Crossing;752179;9837124
talek;2005;t53972;o;Leopard_Crossing;752082;9837150
talek;2005;t53973;c;Shooting_T;751816;9836886
talek;2005;t53974;o;Baboon_T;751946;9837082
talek;2005;t53975;o;Middle_SRL_X;752701;9836993
talek;2005;t53976;c;Leopard_Crossing;752443;9836990
talek;2005;t53979;o;Eleanor_T;752541;9835331
talek;2005;t53980;o;Talek_Lugga_Crossing;744998;9839901
talek;2005;t53981;o;Talek_Lugga_Crossing;744998;9839901
talek;2005;t53982;k;Coral_Reef;745282;9839541
talek;2005;t53983;d;No_See_Em_Den;744984;9840806
talek;2005;t53985;c;Coral_Reef;745282;9839541
talek;2005;t53986;o;Middle_SRL_X;752498;9836226
talek;2005;t53987;o;Eleanor_T;752548;9835228
talek;2005;t53988;o;Hi_Step_X;753581;9835649
talek;2005;t53989;o;Leopard_Crossing;752130;9837191
talek;2005;t53990;o;SRP_T;752924;9836784
talek;2005;t53991;o;DWV_CD;752779;9837404
talek;2005;t53992;k;SMR_D;753346;9837311
talek;2005;t53994;o;Rocky_Pl;752499;9836231
talek;2005;t53995;o;Rocky_Pl;752512;9836199
talek;2005;t53997;o;Middle_SRL_X;752498;9836810
talek;2005;t53998;o;Middle_SRL_X;752371;9836618
talek;2005;t54000;o;Rocky_Pl;753037;9836092
talek;2005;t54001;o;Hi_Step_X;753563;9835641
talek;2005;t54002;k;Hi_Step_X;753286;9835907
talek;2005;t54003;o;Talek_Lugga_Crossing;744986;9839929
talek;2005;t54004;o;Talek_Lugga_-_Top;744727;9839769
talek;2005;t54005;d;No_See_Em_Den;744984;9840806
talek;2005;t54009;o;Hi_Step_X;753306;9836018
talek;2005;t54010;o;Hi_Step_X;752921;9835901
talek;2005;t54011;o;Hi_Step_X;752962;9835861
talek;2005;t54012;o;SRP_T;753383;9837002
talek;2005;t54014;o;SRP_T;753239;9837076
talek;2005;t54017;o;SRP_T;753530;9837299
talek;2005;t54018;o;Rocky_Pl;752535;9836111
talek;2005;t54019;o;Rocky_Pl;752493;9836226
talek;2005;t54020;d;OTR_D;753427;9837268
talek;2005;t54023;o;OTR_D;745361;9840367
talek;2005;t54024;o;Talek_Lugga_-_Top;745057;9839955
talek;2005;t54025;o;Talek_Lugga_-_Top;744889;9839801
talek;2005;t54026;o;Eleanor_T;752562;9835328
talek;2005;t54027;d;Sunrise_Valley_Communal_Den/Natal_Den;753524;9837427
talek;2005;t54028;o;Suicide_Crossing;751859;9837590
talek;2005;t54029;d;No_See_Em_Den;744984;9840806
talek;2005;t54030;d;No_See_Em_Den;744984;9840806
talek;2005;t54032;o;Hat_Tree;745915;9838216
talek;2005;t54033;o;Tawny_T;743153;9841171
talek;2005;t54034;o;Guard_X;745275;9836570
talek;2005;t54035;k;Choo;745256;9836277
talek;2005;t54037;o;Hi_Step_X;753007;9835804
talek;2005;t54038;o;Hi_Step_X;753275;9836080
talek;2005;t54039;o;Hi_Step_X;753299;9836031
talek;2005;t54040;o;Suicide_X;751910;9837300
talek;2005;t54044;o;Choo;745379;9836062
talek;2005;t54046;o;Talek_Lugga_Crossing;745035;9840040
talek;2005;t54049;o;SRP_T;753624;9836748
talek;2005;t54050;o;Hi_Step_X;753337;9835944
talek;2005;t54051;o;Rocky_Pl;752916;9835967
talek;2005;t54052;k;Suicide_Crossing;752231;9837229
talek;2005;t54055;o;Leopard_Crossing;752229;9837166
talek;2005;t54056;o;Hi_Step_X;753290;9836019
