clan;year;session;location;landmark_id;utme;utmn
serenan;2017;s22481;d;Diagon_Alley_Den;717949;9849283
serenan;2017;s22481.1;d;Diagon_Alley_Den;718060;9849220
serenan;2017;s22486;d;Diagon_Alley_ll;717981;9849311
serenan;2017;s22492;o;Maji_ya_Ndege;720918;9850160
serenan;2017;s22493;d;Diagon_Alley_ll;717981;9849311
serenan;2017;s22494;d;Diagon_Alley_ll;717981;9849311
serenan;2017;s22495;o;Unremarkable_Tree;722822;9846752
serenan;2017;s22500;d;Diagon_Alley_ll;717981;9849311
serenan;2017;s22502;o;Pion's_Crossing;720574;9848512
serenan;2017;s22506;d;Diagon_Alley_ll;717981;9849311
serenan;2017;s22507;d;Diagon_Alley_Den_II;717981;9849311
serenan;2009;s2251;d;Redemption_Den;722500;9844773
serenan;2017;s22511;o;Reach_Out_and_Touch_Mound;719306;9849196
serenan;2017;s22512;d;Gringotts_Den;718155;9849595
serenan;2017;s22513;o;Unremarkable_Tree;723019;9847106
serenan;2017;s22514;o;Gringotts_Den;718128;9849369
serenan;2017;s22515;d;Gringotts_Den;718155;9849595
serenan;2017;s22516.1;o;Reach_Out_and_Touch_Mound;718670;9849242
serenan;2017;s22518;o;Log_Cabin's_Culvert;721006;9847325
serenan;2009;s2252;o;Serena_Camp;724414;9844881
serenas;2017;s22521;o;Decoral;728039;9840892
serenas;2017;s22523;o;Spider_X;726796;9841038
serenas;2017;s22525;o;The_Abyss;725061;9842224
serenas;2017;s22528;o;Fall11_H2O;727610;9841588
serenas;2017;s22529;o;Fall11_H2O;727788;9841350
serenan;2009;s2253;d;Redemption_Den;722500;9844773
serenas;2017;s22530;o;Fall11_H2O;727870;9841174
serenas;2017;s22531;d;Precipice_Den;726069;9841910
serenas;2017;s22533;o;Fall11_H2O;727788;9841350
serenas;2017;s22534;o;The_Loop_Junction;727266;9840054
serenas;2017;s22536;d;Precipice_Den;726069;9841910
serenas;2017;s22537;o;Fall11_H2O;727788;9841350
serenas;2017;s22539;o;Rainstick_Tree;725508;9843092
serenan;2009;s2254;d;Redemption_Den;722500;9844773
serenas;2017;s22540;d;Precipice_Den;726069;9841910
serenas;2017;s22541;o;The_Abyss;725291;9842611
serenas;2017;s22542;d;Precipice_Den;726069;9841910
serenas;2017;s22544;o;Fall11_H2O;727603;9841076
serenas;2017;s22545;o;South_Darting_Tree;728369;9840759
serenas;2017;s22546;o;Sphinx_Bush;727623;9842638
serenas;2017;s22547;d;Precipice_Den;726069;9841910
serenas;2017;s22548;o;Casino_X;727329;9841258
serenas;2017;s22551;o;Fall11_H2O;727788;9841350
serenas;2017;s22553;o;Bizenee;724988;9840114
serenas;2017;s22554;o;Def_Leppard_Crossing;727771;9840240
serenas;2017;s22555;o;Fall11_H2O;727788;9841350
serenas;2017;s22557;d;Precipice_Den;726069;9841910
serenas;2017;s22558;o;Precipice_Den;726253;9841816
serenan;2009;s2256;d;Redemption_Den;722500;9844773
serenas;2017;s22560;o;Fall11_H2O;727658;9841064
serenas;2017;s22561;o;Monolith;726668;9842242
serenas;2017;s22562;o;Love_Shack_Mound;726567;9842421
serenas;2017;s22562.2;o;Lonely_Tube;725066;9841064
serenas;2017;s22563;o;Bird_Bath;725316;9841567
serenas;2017;s22564;d;Precipice_Den;726069;9841910
serenas;2017;s22566;o;Bizenee;724966;9840492
serenas;2017;s22567;d;Precipice_Den;726069;9841910
serenas;2017;s22569;o;Precipice_Den;725991;9842169
serenan;2009;s2257;d;Redemption_Den;722500;9844773
serenas;2017;s22570;o;The_Abyss;725265;9842547
serenas;2017;s22571;o;Love_Shack_Mound;726697;9842643
serenas;2017;s22573;o;Precipice_Den;726343;9841830
serenas;2017;s22574;d;Precipice_Den;726069;9841910
serenas;2017;s22575;o;Rock_Lobster;726082;9842504
serenas;2017;s22578;o;Def_Leppard_Crossing;727742;9840326
serenas;2017;s22579;o;Venetian_Junction;727004;9841484
serenas;2017;s22580;d;Precipice_Den;726069;9841910
serenas;2017;s22581;d;Precipice_Den;726069;9841910
serenas;2017;s22585;d;Precipice_Den;726069;9841910
serenas;2017;s22586;o;Precipice_Den;726272;9841823
serenas;2017;s22593;d;Precipice_Den;726069;9841910
serenas;2017;s22594;o;Sneaky_Rock;725623;9841853
serenas;2017;s22595;o;Precipice_Den;726369;9841755
serenas;2017;s22596;d;Precipice_Den;726069;9841910
serenas;2017;s22597;d;Precipice_Den;726069;9841910
serenas;2017;s22598;o;Fall11_H2O;727938;9841180
serenan;2009;s2260;d;Redemption_Den;722500;9844773
serenas;2017;s22600;o;Precipice_Den;726313;9841797
serenas;2017;s22601;d;Precipice_Den;726069;9841910
serenas;2017;s22602;d;Precipice_Den;726069;9841910
serenas;2017;s22603;o;Rock_Lobster;726082;9842504
serenas;2017;s22608;o;Fall11_H2O;727788;9841350
serenas;2017;s22610;d;Precipice_Den;726069;9841910
serenas;2017;s22612;d;Precipice_Den;726069;9841910
serenas;2017;s22614;o;Fall11_H2O;727618;9841536
serenas;2017;s22615;o;Fall11_H2O;727788;9841350
serenas;2017;s22617;o;Gentlemen's_Club_Pond;726321;9841592
serenas;2017;s22620;d;Precipice_Den;726069;9841910
serenas;2017;s22621;o;Cripple_Tree;726925;9842118
serenas;2017;s22623;o;Monolith;726779;9842373
serenas;2017;s22624;o;Rock_Lobster;726082;9842504
serenas;2017;s22625;d;Precipice_Den;726069;9841910
serenas;2017;s22626;o;Fall11_H2O;727631;9841593
serenas;2017;s22627;o;Fall11_H2O;727788;9841350
serenas;2017;s22633;o;The_Abyss;725061;9842224
serenas;2017;s22634;d;Precipice_Den;726069;9841910
serenas;2017;s22636;o;The_Abyss;725061;9842224
serenas;2017;s22637;d;Precipice_Den;726069;9841910
serenas;2017;s22638;o;Rock_Lobster;725390;9842663
serenas;2017;s22639;o;Love_Shack_Mound;726404;9842532
serenas;2017;s22640;o;Love_Shack_Mound;726406;9842716
serenas;2017;s22642;o;Fall11_H2O;727918;9841198
serenas;2017;s22643;o;Fall11_H2O;727788;9841350
serenas;2017;s22644;o;Cripple_Tree;727412;9841919
serenas;2017;s22648;d;Precipice_Den;726069;9841910
serenas;2017;s22651;o;Def_Leppard_Crossing;727715;9840609
serenas;2017;s22652;o;Cripple_Tree;726925;9842162
serenas;2017;s22653;o;Monolith;726620;9842352
serenas;2017;s22655;o;Monolith;726702;9842386
serenas;2017;s22656;o;Cripple_Tree;727180;9842044
serenas;2017;s22658;o;Decoral;728005;9840481
serenas;2017;s22662;d;Precipice_Den;726069;9841910
serenas;2017;s22664;d;Precipice_Den;726069;9841910
serenas;2017;s22666;o;Fall11_H2O;727718;9841407
serenas;2017;s22667;o;South_Darting_Tree;728782;9839602
serenas;2017;s22669;o;Rock_and_Roll_Crossing;725208;9843675
serenas;2017;s22672;d;Precipice_Den;726069;9841910
serenas;2017;s22674;o;Fall11_H2O;727609;9840987
serenas;2017;s22676;o;Fall11_H2O;727917;9841147
serenas;2017;s22680;o;Love_Shack_Mound;726404;9842532
serenas;2017;s22682;d;Precipice_Den;726069;9841910
serenas;2017;s22683;o;Love_Shack_Mound;726404;9842532
serenas;2017;s22684;d;Precipice_Den;726069;9841910
serenas;2017;s22685;o;Cripple_Tree;727400;9841883
serenas;2017;s22687;o;Bart_Dropoff;728477;9840066
serenas;2017;s22688;o;Venetian_Junction;726985;9841346
serenas;2017;s22689;o;Emmanuel_Springs;726519;9841693
serenas;2017;s22690;d;Precipice_Den;726069;9841910
serenas;2017;s22691;d;Precipice_Den;726069;9841910
serenas;2017;s22692;o;Emmanuel_Springs;726982;9841950
serenas;2017;s22693;o;Cripple_Tree;727434;9841790
serenas;2017;s22694;o;Fall11_H2O;727968;9841260
serenas;2017;s22695;o;Fall11_H2O;727897;9841400
serenas;2017;s22697;o;Decoral;728548;9839912
serenas;2017;s22698;o;Emmanuel_Springs;726945;9841981
serenas;2017;s22699;d;Precipice_Den;726069;9841910
serenan;2009;s2270;d;Redemption_Den;722500;9844773
serenas;2017;s22701;d;Precipice_Den;726069;9841910
serenas;2017;s22703;o;Fall11_H2O;727739;9841093
serenas;2017;s22705;o;Cripple_Tree;727197;9842061
serenas;2017;s22706;d;Precipice_Den;726069;9841910
serenas;2017;s22707;d;Precipice_Den;726069;9841910
serenas;2017;s22708;o;Fall11_H2O;727555;9840995
serenas;2017;s22710;o;The_Abyss;725162;9842414
serenas;2017;s22711;d;Precipice_Den;726069;9841910
serenas;2017;s22713;o;Fall11_H2O;727637;9841534
serenas;2017;s22714;o;Venetian_Junction;727437;9841789
serenas;2017;s22716;o;Love_Shack_Mound;726627;9842431
serenan;2009;s2272;o;Seatac_Den;723147;9845032
serenas;2017;s22721;o;Precipice_Den;726406;9841789
serenas;2017;s22722;d;Precipice_Den;726069;9841910
serenas;2017;s22723;d;Precipice_Den;726069;9841910
serenas;2017;s22724;o;Decoral;728000;9840894
serenas;2017;s22725;o;Car_Wash;728692;9841770
serenas;2017;s22726;o;Sphinx_Bush;727940;9842533
serenas;2017;s22727;o;Cripple_Tree;727141;9842682
serenas;2017;s22729;o;Queenfall;728248;9841096
serenas;2017;s22730;o;Queenfall;728331;9841216
serenas;2017;s22731;o;Fall11_H2O;727788;9841350
serenas;2017;s22733;o;Fall11_H2O;727788;9841350
serenas;2017;s22735;o;Fall11_H2O;727652;9841015
serenas;2017;s22736;d;Precipice_Den;726069;9841910
serenas;2017;s22737;o;Cripple_Tree;726940;9842175
serenas;2017;s22738;o;Fall11_H2O;727788;9841350
serenas;2017;s22741;d;Precipice_Den;726069;9841910
serenan;2017;s22744;o;Portkey_Junction;719513;9847988
serenan;2017;s22747;o;Pion's_Crossing;720574;9848512
serenan;2017;s22748;o;Maji_ya_Ndege;720220;9850011
serenan;2017;s22750;o;Pion's_Crossing;720088;9848505
serenan;2017;s22753;c;Pion's_Crossing;719996;9848493
serenan;2017;s22754;o;Pile-o-rocks_Crossing;721209;9848004
serenan;2017;s22755;o;Log_Cabin's_Culvert;721313;9847722
serenan;2017;s22757;o;Log_Cabin's_Culvert;721069;9840826
serenan;2017;s22759;d;IAT_Den;718355;9849119
serenan;2017;s22760;o;Portkey_Junction;719620;9848587
serenan;2017;s22761;c;Pion's_Crossing;719986;9848497
serenan;2017;s22764;o;Mega_Junction;720958;9850913
serenan;2017;s22766;o;High_Boo_Junction;722509;9847199
serenan;2017;s22769;c;Pion's_Crossing;719971;9848495
serenan;2017;s22773;c;Pion's_Crossing;720019;9848489
serenan;2017;s22774;d;IAT_Den;718355;9849119
serenan;2017;s22776;o;Lion_Lugga;720892;9848145
serenan;2017;s22777;o;Lion_Lugga;721028;9848146
serenan;2017;s22778;o;Kruuk's_Culvert;724383;9846540
serenan;2017;s22779;o;Lalalugga;724159;9846736
serenan;2017;s22782;o;Log_Cabin's_Culvert;720798;9847599
serenan;2017;s22783;o;Pion's_Crossing;720574;9848512
serenan;2017;s22784;c;Pion's_Crossing;720054;9848526
serenan;2017;s22785;d;IAT_Den;718355;9849119
serenan;2017;s22787;o;Alight;723303;9847246
serenan;2017;s22789;o;Log_Cabin's_Culvert;720796;9847677
serenan;2009;s2279;o;Kruuk's_Culvert;724443;9846580
serenan;2017;s22792;d;IAT_Den;718355;9849119
serenan;2017;s22793;d;IAT_Den;718355;9849119
serenan;2017;s22794;o;IAT_Den;718364;9849362
serenan;2017;s22795;o;IAT_Den;718319;9849170
serenan;2017;s22796;o;IAT_Den;718344;9849336
serenan;2017;s22797;o;IAT_Den;718624;9849267
serenan;2017;s22798;o;Mega_Junction;720632;9851919
serenan;2017;s22799;o;Hipposhi_Tree;720853;9850738
happyzebra;2008;s228;d;Coincidence_D;719522;9837495
serenan;2017;s22803;d;IAT_Den;718355;9849119
serenan;2017;s22804;o;Portkey_Junction;719748;9845889
serenan;2017;s22806;o;Mega_Junction;720751;9851603
serenan;2017;s22807;o;Mega_Junction;720751;9851603
serenan;2017;s22809;d;IAT_Den;718355;9849119
serenan;2017;s22811;d;IAT_Den;718355;9849119
serenan;2017;s22818;o;Cul_de_sac;722217;9847673
serenan;2017;s22820;o;Reach_Out_and_Touch_Mound;718757;9849074
serenan;2017;s22821;d;IAT_Den;718355;9849119
serenan;2017;s22825;o;Kruuk's_Culvert;724533;9846156
serenan;2017;s22828;d;IAT_Den;718355;9849119
serenan;2009;s2283;o;Mega_Junction;719375;9850847
serenan;2017;s22831;d;IAT_Den;718355;9849119
serenan;2017;s22832;c;Dead_Gun_Tree;718792;9846976
serenan;2017;s22834;d;IAT_Den;718355;9849119
serenan;2017;s22839;d;IAT_Den;718355;9849119
serenan;2017;s22842;d;IAT_Den;718355;9849119
serenan;2017;s22843;o;Log_Cabin's_Culvert;721076;9847293
serenan;2017;s22845;o;Lodge_Junction;724626;9845029
serenan;2017;s22847;d;IAT_Den;718355;9849119
serenan;2009;s2285;o;WTF_Den;718962;9850982
serenan;2017;s22851;o;Maji_ya_Ndege;720930;9849994
serenan;2017;s22852;o;Jack_Bird_Tree;719943;9851138
serenan;2017;s22853;o;Tree-rrific_Tree;719563;9850536
serenan;2017;s22854;o;IAT_Den;718555;9849063
serenan;2017;s22855;d;IAT_Den;718355;9849119
serenan;2017;s22855.1;o;Log_Cabin's_Culvert;721069;9840826
serenan;2017;s22857;o;Lion_Cub_Culvert;717046;9850902
serenan;2017;s22858;d;IAT_Den;718355;9849119
serenan;2009;s2286;o;WTF_Den;719207;9851113
serenan;2017;s22863;d;IAT_Den;718355;9849119
serenan;2017;s22869;o;IAT_Den;717860;9849034
serenan;2009;s2287;o;WTF_Den;719325;9850839
serenan;2017;s22870;d;IAT_Den;718355;9849119
serenan;2017;s22877;d;IAT_Den;718525;9849053
serenan;2017;s22879;o;Foxy_Ditch_With_a_B;722709;9844802
serenan;2009;s2288;c;WTF_Den;719812;9851133
serenan;2017;s22880;o;Reach_Out_and_Touch_Mound;719099;9848914
serenan;2017;s22881;d;IAT_Den;718355;9849119
serenan;2017;s22889;d;IAT_Den;718355;9849119
serenan;2017;s22892;d;IAT_Den;718355;9849119
serenan;2017;s22893;o;Log_Cabin's_Culvert;720738;9847702
serenan;2017;s22895;o;4km_Marker;722135;9844694
serenan;2017;s22896;o;Foxy_Ditch_With_a_B;722236;9844710
serenan;2017;s22897;o;Portkey_Junction;719645;9848446
serenan;2017;s22905;d;IAT_Den;718355;9849119
serenan;2017;s22906;o;Log_Cabin's_Culvert;721187;9847568
serenan;2017;s22906.1;o;Log_Cabin's_Culvert;721079;9847704
serenan;2017;s22908;d;IAT_Den;718355;9849119
serenan;2017;s22909.1;o;Log_Cabin's_Culvert;720890;9847633
serenan;2017;s22910;d;IAT_Den;718355;9849119
serenan;2017;s22910.1;d;IAT_Den;718355;9849119
serenan;2017;s22911;d;IAT_Den;718355;9849119
serenan;2017;s22913;d;IAT_Den;718355;9849119
serenan;2017;s22914;o;Reach_Out_and_Touch_Mound;719015;9848965
serenan;2017;s22915;o;Portkey_Junction;719512;9848491
serenan;2017;s22918;o;The_Grotto;723650;9846594
serenan;2017;s22920;o;Pion's_Crossing;720032;9848417
serenan;2017;s22921;d;IAT_Den;718355;9849119
serenan;2017;s22922;k;Sneaky_Hole;717803;9850179
serenan;2017;s22923;o;Breakfast_Junction;724302;9846889
serenan;2017;s22924;o;The_Place_Where_You_Are;724040;9846929
serenan;2017;s22926;d;IAT_Den;718355;9849119
serenan;2017;s22928;d;IAT_Den;718355;9849119
serenan;2009;s2293;o;WTF_Den;718339;9851339
serenan;2017;s22930;d;IAT_Den;718355;9849119
serenan;2017;s22931;o;Two_Term_Tree;719115;9848891
serenan;2017;s22932;o;Two_Term_Tree;719530;9848486
serenan;2017;s22933;o;Pion's_Crossing;720574;9848512
serenan;2017;s22934;o;Rhombush;720634;9847701
serenan;2017;s22935;d;J_Fab_Den;718389;9849092
serenan;2017;s22937;d;J_Fab_Den;718389;9849092
serenan;2017;s22937.1;o;Log_Cabin's_Culvert;720730;9847634
serenan;2017;s22938;d;Whomping_Willow_Den;718529;9849152
serenan;2017;s22939;o;Log_Cabin's_Culvert;721069;9840826
serenan;2009;s2294;d;Soda_Fountain_Den;718914;9851295
serenan;2017;s22940;o;Log_Cabin's_Culvert;720797;9847231
serenan;2017;s22942;o;Log_Cabin's_Culvert;721069;9840826
serenan;2017;s22943;d;J_Fab_Den;718389;9849092
serenan;2017;s22943.1;d;Whomping_Willow_Den;718529;9849152
serenan;2017;s22945;o;Log_Cabin's_Culvert;720701;9847634
serenan;2017;s22946;d;Whomping_Willow_Den;718529;9849152
serenan;2017;s22947;d;J_Fab_Den;718389;9849092
serenan;2017;s22949;o;Pion's_Crossing;720431;9848490
serenan;2017;s22951;o;Serena_Camp;724390;9845214
serenan;2017;s22953;d;Whomping_Willow_Den;718529;9849152
happyzebra;2017;s22955;o;Pride_Rock;718416;9839082
happyzebra;2017;s22956;o;Sprout;719990;9842798
happyzebra;2017;s22957;o;North_Waterhole;719637;9842531
happyzebra;2017;s22959;o;Knot_Tree;718845;9842683
happyzebra;2017;s22963;o;Knot_Tree;718845;9842683
happyzebra;2017;s22964;o;Boneyard;720673;9842083
happyzebra;2017;s22967;o;Ambush_Gardenia;719043;9844520
happyzebra;2017;s22972;c;Blowin'_in_the_Wind_Tree;717904;9844631
happyzebra;2017;s22973;o;Boneyard;720657;9841271
happyzebra;2017;s22975;o;Sorta_Conspicuous_Bush;719076;9844240
happyzebra;2017;s22979;o;Egyptian_Goose;718330;9839755
happyzebra;2017;s22981;m;Boneyard;702385;9840988
happyzebra;2017;s22985;o;Culvert_City;718184;9842567
happyzebra;2017;s22985.1;c;Surfer_Tree;717459;9837207
happyzebra;2017;s22986.1;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s22987;o;Surfer_Tree;717353;9842430
happyzebra;2017;s22987.1;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s22988.1;o;Isengard_Tree;715946;9842896
happyzebra;2017;s22989;d;Meatloaf_Den;715241;9843545
serenan;2009;s2299;d;Soda_Fountain_Den;718914;9851295
happyzebra;2017;s22990;c;Inselberg_View;716998;9838153
happyzebra;2017;s22992;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s22996;o;Meatloaf_Den;715241;9843545
happyzebra;2017;s22997;d;Meatloaf_Den;715241;9843545
happyzebra;2008;s23;o;North_Waterhole;718245;9842632
serenan;2009;s2300;d;Soda_Fountain_Den;718855;9851137
happyzebra;2017;s23000;o;Isengard_Tree;715685;9843138
happyzebra;2017;s23004;c;Puddle;720859;9837749
happyzebra;2017;s23005;c;Pride_Rock;718416;9839082
happyzebra;2017;s23006;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s23008;d;Meatloaf_Den;715241;9843545
serenan;2009;s2301;d;Soda_Fountain_Den;718914;9851295
happyzebra;2017;s23010;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s23011;o;Egyptian_Goose;718296;9839943
happyzebra;2017;s23012;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s23013;d;Meatloaf_Den;715241;9843545
happyzebra;2017;s23014;o;Meatloaf_Den;714809;9843867
happyzebra;2017;s23015;o;Border_Junction;714719;9844139
happyzebra;2018;s23017;d;Meatloaf_Den;715241;9843545
happyzebra;2018;s23018;o;Egyptian_Goose;718296;9839943
happyzebra;2018;s23020;d;Meatloaf_Den;715241;9843545
happyzebra;2018;s23021;o;Surfer_Tree;717459;9837207
happyzebra;2018;s23022;o;Culvert_City;718116;9842450
happyzebra;2018;s23024;o;BobLobLog;718758;9837622
happyzebra;2018;s23025;d;Meatloaf_Den;715241;9843545
happyzebra;2018;s23027;o;Pride_Rock;718416;9839082
happyzebra;2018;s23031;o;North_Waterhole;719933;9842733
happyzebra;2018;s23032;o;Boneyard;720670;9841483
happyzebra;2018;s23033;o;Sprout;720214;9843143
happyzebra;2018;s23035;o;Sprout;720389;9843555
happyzebra;2018;s23040;o;Lost_Turtle_Lugga_Crossing;717826;9839459
happyzebra;2018;s23043;o;Comatose_Culvert;718246;9841446
happyzebra;2018;s23044;o;Dying_Cub_Culvert;718528;9842766
happyzebra;2018;s23045;o;Comatose_Culvert;718165;9841529
happyzebra;2018;s23050;o;Burnt_Crossing;715778;9841444
happyzebra;2018;s23051;o;North_Waterhole;719526;9842518
happyzebra;2018;s23054;o;Grumpy_Baby_Elephant_Crossing;716381;9841325
happyzebra;2018;s23057;o;9km_Marker;717909;9841992
happyzebra;2018;s23059;k;4km_Marker;722189;9843789
happyzebra;2018;s23060;o;9km_Marker;718048;9842058
serenan;2018;s23064;o;Whomping_Willow_Den;718610;9849081
serenan;2018;s23065;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23068;n;4km_Marker;721600;9844600
serenan;2018;s23069;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23073;o;Reach_Out_and_Touch_Mound;719250;9849186
serenan;2018;s23074;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23076;o;Copulation_Culvert;716911;9848827
serenan;2018;s23078;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23080;o;Unremarkable_Tree;722867;9847182
serenan;2018;s23084;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23085;k;Two_Term_Tree;719215;9848770
serenan;2018;s23088;d;Whomping_Willow_Den;718529;9849152
serenan;2009;s2309;o;Kruuk's_Culvert;724529;9846377
serenan;2018;s23091;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23093;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23094;o;Two_Term_Tree;719196;9848470
serenan;2018;s23097;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23102;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23104;o;Serena_Camp;724445;9845384
serenan;2018;s23107;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23108;o;Twin_Culverts;717166;9849745
serenan;2018;s23112;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23113;o;Pion's_Crossing;720434;9848525
serenan;2018;s23114;o;Log_Cabin's_Culvert;720719;9847625
serenan;2018;s23118;o;Log_Cabin's_Culvert;720827;9847492
serenan;2018;s23119;o;Reach_Out_and_Touch_Mound;718812;9849090
serenan;2009;s2312;o;WTF_Den;719184;9851278
serenan;2018;s23120;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23120.1;o;Portkey_Junction;719939;9848329
serenan;2018;s23122;o;Driveway;742589;9845194
serenan;2018;s23123;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23124;o;Portkey_Junction;719762;9848471
serenan;2018;s23125;o;Portkey_Junction;719962;9848344
serenan;2018;s23128;o;Portkey_Junction;719157;9847933
serenan;2018;s23129;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23132;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23133;o;Foxy_Ditch_With_a_B;722990;9844829
serenan;2018;s23135;o;Hippo_Pool_and_Toilet;720990;9849216
serenan;2018;s23136;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23137;o;Twin_Culverts;717009;9849158
serenan;2018;s23139;d;Whomping_Willow_Den;718529;9849152
serenan;2009;s2314;o;Mega_Junction;720751;9851603
serenan;2018;s23144;o;Portkey_Junction;719810;9848397
serenan;2018;s23145;d;IAT_Den;718355;9849119
serenan;2018;s23146;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23150;o;Solid_Bottom_Crossing;717259;9846612
serenan;2018;s23152;d;IAT_Den;718355;9849119
serenan;2018;s23153;o;High_Boo_Junction;722668;9847130
serenan;2018;s23156;d;Whomping_Willow_Den;718529;9849152
serenan;2018;s23157;o;Log_Cabin's_Culvert;720868;9847586
serenan;2018;s23159;o;Serena_Camp;724324;9844868
serenan;2018;s23162;o;Kruuk's_Culvert;724529;9846377
serenan;2018;s23168;o;Maji_ya_Ndege;720926;9850408
serenan;2018;s23169;c;Mega_Junction;720751;9851603
serenan;2009;s2317;o;WTF_Den;719217;9851000
serenan;2018;s23170;d;J_Fab_Den;718389;9849092
serenan;2018;s23172;o;The_Place_Where_You_Are;723773;9846931
serenan;2018;s23173;d;IAT_Den;718355;9849119
serenan;2018;s23173.1;o;Driveway;724510;9845395
serenan;2018;s23174;d;IAT_Den;718355;9849119
serenas;2018;s23175;o;Sphinx_Bush;727577;9842628
serenas;2018;s23176;o;Decoral;727911;9840763
serenan;2009;s2318;o;Soda_Fountain_Den;719052;9851143
serenas;2018;s23181;o;Venetian_Crossing;726728;9841242
serenas;2018;s23182;d;Precipice_Den;726069;9841910
serenas;2018;s23183;o;Benson's_Crossing;726088;9841560
serenas;2018;s23184;o;Go_Here;726106;9840737
serenas;2018;s23187;k;Secret_Garden_Junction;726809;9844236
serenas;2018;s23189;o;Love_Shack_Mound;726629;9842415
serenan;2009;s2319;o;Soda_Fountain_Den;718950;9851080
serenas;2018;s23190;o;Cripple_Tree;726894;9842178
serenas;2018;s23191;o;Cripple_Tree;727404;9841925
serenas;2018;s23192;o;Fall11_H2O;727788;9841350
serenas;2018;s23193;o;Decoral;728017;9840857
serenas;2018;s23195;o;Fall11_H2O;727691;9841675
serenas;2018;s23196;o;Emmanuel_Springs;726455;9841675
serenas;2018;s23197;d;Precipice_Den;726069;9841910
happyzebra;2008;s232;o;Pride_Rock;718416;9839082
serenas;2018;s23200;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23201;o;Decoral;727872;9840867
serenas;2018;s23205;o;Cobweb_T;725693;9842599
serenas;2018;s23206;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23207;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23208;o;Emmanuel_Springs;726864;9842166
serenas;2018;s23212;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23214;o;Fall11_H2O;727910;9841409
serenas;2018;s23215;k;Fall11_H2O;727788;9841350
serenas;2018;s23217;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23218;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23222;o;Car_Wash;728392;9841819
serenas;2018;s23225;o;Fall11_H2O;727614;9841657
serenas;2018;s23228;o;Cripple_Tree;727128;9842554
serenas;2018;s23229;o;Rock_Lobster;726121;9842640
serenas;2018;s23230;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23233;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23234;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23236;g;Venetian_Junction;727004;9841484
serenas;2018;s23237;o;Fall11_H2O;727788;9841350
serenas;2018;s23237.1;o;Fall11_H2O;727747;9841520
serenas;2018;s23238;o;Cripple_Tree;727002;9842403
serenas;2018;s23238.1;o;Cripple_Tree;726846;9842353
serenas;2018;s23239;o;Love_Shack_Mound;726793;9842516
serenan;2009;s2324;o;God_Bless_America_Tree;720511;9844985
serenas;2018;s23240;o;Balloon_Takeoff;727355;9844449
serenas;2018;s23242;o;Venetian_Junction;727004;9841484
serenas;2018;s23243;o;Venetian_Junction;726819;9841555
serenas;2018;s23245;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23246;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23247;o;Diablo_Tree;727276;9840484
serenas;2018;s23250;o;Venetian_Junction;726904;9841294
serenas;2018;s23251;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23255;o;Venetian_Junction;727004;9841484
serenas;2018;s23256;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23257;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23258;o;Benson's_Crossing;725932;9841732
serenas;2018;s23261;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23263;o;Fall11_H2O;727720;9841438
serenas;2018;s23267;d;Precipice_Den_ll;726027;9841858
serenas;2018;s23268;o;Rainstick_Tree;725235;9843509
serenas;2018;s23269;d;Precipice_Den_ll;726027;9841858
serenan;2009;s2327;o;Kruuk's_Culvert;724529;9846377
