"";"landmark_id";"year";"session";"total_cubs"
"2784";"Argon's_Natal_Den_2014";2014;"t87532";6
"2785";"Argon's_Natal_Den_2014";2014;"t87552";6
"2786";"Argon's_Natal_Den_2014";2014;"t87631";6
"2787";"Argon's_Natal_Den_2014";2014;"t87633";6
"2788";"Armani_Den";2019;"s109934";6
"2789";"Banana_Tree_Communal_Den";2007;"t60396";6
"2790";"Bastion_Den";2016;"s20319";6
"2791";"Beanie_Baby_Den";2023;"s117966";6
"2792";"Beanie_Baby_Den";2023;"s118036";6
"2793";"Beanie_Baby_Den";2023;"s118071";6
"2794";"Beanie_Baby_Den";2023;"s132058";6
"2795";"Beanie_Baby_Den";2023;"s132093";6
"2796";"Beanie_Baby_Den";2023;"s132095";6
"2797";"Benedict_Den";2011;"s6708";6
"2798";"Benedict_Den";2011;"s6721";6
"2799";"Benedict_Den";2011;"s6748";6
"2800";"Benedict_Den";2011;"s6771";6
"2801";"Bergen_Den";2011;"s6871";6
"2802";"Bergen_Den";2011;"s6900";6
"2803";"Big_Bush_Communal_Den";2017;"t99451";6
"2804";"Big_Bush_Communal_Den";2017;"t99470";6
"2805";"Big_Bush_Communal_Den";2017;"t99544";6
"2806";"Big_Bush_Den";2011;"t75135";6
"2807";"Big_Bush_Den";2012;"t75235";6
"2808";"Big_Sky_Den";2009;"s3850";6
"2809";"Big_Sky_Den";2009;"s3851";6
"2810";"Big_Sky_Den";2023;"s116937";6
"2811";"Big_Sky_Den_2";2023;"s116649";6
"2812";"Boone_Den";2014;"s14640";6
"2813";"Boone_Den";2014;"s14647";6
"2814";"Boulevard_Den";2008;"t63206";6
"2815";"Boulevard_Den";2008;"t63211";6
"2816";"Boulevard_Den";2008;"t63252";6
"2817";"Boulevard_Den";2008;"t63279";6
"2818";"Boulevard_Den";2008;"t63294";6
"2819";"Boulevard_Den";2008;"t63777";6
"2820";"Bumps_Den";2023;"S117688";6
"2821";"Burning_Den";2021;"s114913";6
"2822";"Burning_Den";2021;"s114918";6
"2823";"Burning_Den";2021;"s114930";6
"2824";"Burning_Den";2021;"s114942";6
"2825";"Burning_Den";2021;"s115024";6
"2826";"Burning_Den";2021;"s115048";6
"2827";"Burning_Den";2021;"s115052";6
"2828";"Cannibal_Cami_Den";2014;"s13059.1";6
"2829";"Cannibal_Cami_Den";2014;"s13066";6
"2830";"Cannibal_Cami_Den";2015;"s16340";6
"2831";"Cannibal_Cami_Den";2015;"s16382";6
"2832";"Cannibal_Cami_Den";2015;"s16641";6
"2833";"Cannibal_Cami_Den";2015;"s16820";6
"2834";"Cannibal_Cami_Den";2015;"s16822";6
"2835";"Cannibal_Cami_Den";2015;"s16832";6
"2836";"Cannibal_Cami_Den";2015;"s16962";6
"2837";"Central_Park_Communal_Den";2013;"t80489";6
"2838";"Central_Park_Communal_Den";2013;"t80565";6
"2839";"Central_Park_Communal_Den";2013;"t80585";6
"2840";"Central_Park_Communal_Den";2013;"t80615";6
"2841";"Central_Park_Communal_Den";2013;"t80700";6
"2842";"Central_Park_Communal_Den";2013;"t80809";6
"2843";"Central_Park_Communal_Den";2013;"t81567";6
"2844";"Central_Park_Communal_Den";2013;"t81913";6
"2845";"Central_Park_Communal_Den";2013;"t82250";6
"2846";"Central_Park_Communal_Den";2018;"t102125";6
"2847";"Changra_Den";2023;"s117091";6
"2848";"Chex_Den";2011;"s6796";6
"2849";"Cinnabon_Den";2013;"s11024";6
"2850";"Clamor_Den";2016;"s20456";6
"2851";"Cliff_Den";2018;"t104145";6
"2852";"Cliff_Den";2018;"t104178";6
"2853";"Cliff_Den";2018;"t104186";6
"2854";"Cliff_Den";2018;"t104742";6
"2855";"Cliff_Den";2018;"t104772";6
"2856";"Cliff_Den_2";2019;"t106046";6
"2857";"Cocobeach_Den";2011;"s7287";6
"2858";"Coincidence_Den_2";2023;"s117408";6
"2859";"Coincidence_Den_2";2023;"s117410";6
"2860";"Colossus_of_Rhodes_Den";2015;"s15413";6
"2861";"Colossus_of_Rhodes_Den";2015;"s15432";6
"2862";"Colossus_of_Rhodes_Den";2016;"s19905.1";6
"2863";"Confusing_Den_2";2019;"t108125.1";6
"2864";"Copenhagen_Den";2011;"s6073";6
"2865";"Copenhagen_Den";2011;"s6127";6
"2866";"Crepes_Den";2011;"s6645";6
"2867";"Crocodile_Den";2010;"t69959";6
"2868";"Croton_Edge_Communal_Den";2010;"t70409";6
"2869";"Croton_Edge_Communal_Den";2010;"t70461";6
"2870";"Croton_Edge_Communal_Den";2010;"t71754";6
"2871";"Croton_Edge_Communal_Den";2010;"t71760";6
"2872";"Croton_Edge_Communal_Den";2012;"t78122";6
"2873";"Croton_Edge_Communal_Den";2012;"t78145";6
"2874";"Croton_Edge_Communal_Den";2019;"t111449";6
"2875";"Croton_Edge_Communal_Den";2019;"t111489";6
"2876";"Crunk_Den";2018;"s23484";6
"2877";"Crunk_Den";2018;"s23502";6
"2878";"Crunk_Den";2018;"s23709";6
"2879";"Crunk_Den_2";2018;"s23516.1";6
"2880";"Culvert_City_Den";2018;"s24069";6
"2881";"Culvert_City_Den";2018;"s24075";6
"2882";"Culvert_City_Den";2018;"s24078";6
"2883";"Culvert_City_Den";2018;"s24081";6
"2884";"Culvert_City_Den";2018;"s24082";6
"2885";"Culvert_City_Den";2018;"s24083";6
"2886";"DOC_Communal_Den";2014;"t87112";6
"2887";"DOC_Communal_Den";2014;"t87172";6
"2888";"DOC_Communal_Den";2014;"t87556";6
"2889";"DOC_Communal_Den";2014;"t87607";6
"2890";"DOC_Communal_Den";2014;"t87875";6
"2891";"DOC_Communal_Den";2014;"t88758";6
"2892";"DOC_Communal_Den";2014;"t88774";6
"2893";"DOC_Communal_Den";2014;"t88856";6
"2894";"DOC_Communal_Den";2015;"t89940";6
"2895";"DOC_Communal_Den";2015;"t89961";6
"2896";"DOC_Communal_Den";2015;"t89993";6
"2897";"DOC_Communal_Den";2015;"t90041";6
"2898";"DOC_Communal_Den";2015;"t90101";6
"2899";"DOC_Communal_Den";2015;"t90116";6
"2900";"DOC_Communal_Den";2016;"t97716";6
"2901";"DOC_Den_2";2014;"t87392";6
"2902";"DOC_Den_2";2014;"t87409";6
"2903";"DOC_Den_2";2014;"t87733";6
"2904";"DOC_Den_2";2014;"t89051";6
"2905";"DOC_Den_2";2017;"t100351";6
"2906";"DOC_Den_2";2017;"t100384";6
"2907";"DOC_Den_2";2017;"t100641";6
"2908";"DOC_Den_2";2017;"t100651";6
"2909";"DOC_Den_2";2017;"t100676";6
"2910";"Dave's_Den";2010;"t70059";6
"2911";"Dave's_Den";2010;"t70093";6
"2912";"Dave's_Den";2010;"t70228";6
"2913";"Dave's_Den";2010;"t70655";6
"2914";"Dave's_Den";2010;"t70716";6
"2915";"Dave's_Den";2011;"t72481";6
"2916";"Dave's_Den";2011;"t72484";6
"2917";"Dave's_Den";2011;"t72544";6
"2918";"Dave's_Den";2011;"t73067";6
"2919";"Dave's_Den";2011;"t73092";6
"2920";"Dave's_Den";2011;"t73742";6
"2921";"Dave's_Den";2011;"t73763";6
"2922";"Dave's_Den";2011;"t73800";6
"2923";"Dave's_Den";2011;"t73811";6
"2924";"Dave's_Den";2011;"t73830";6
"2925";"Dave's_Den";2011;"t73855";6
"2926";"Dave's_Den";2012;"t78310";6
"2927";"Dave's_Den";2013;"t82912";6
"2928";"Dave's_Den";2013;"t82929";6
"2929";"Dave's_Den";2013;"t82931";6
"2930";"Dave's_Den";2014;"t86187";6
"2931";"Dave's_Den";2014;"t86201";6
"2932";"Dave's_Den";2014;"t86216";6
"2933";"Dave's_Den";2014;"t86634";6
"2934";"Dave's_Den";2014;"t88145";6
"2935";"Dave's_Den";2014;"t88215";6
"2936";"Dave's_Den";2014;"t88319";6
"2937";"Dave's_Den";2015;"t90945";6
"2938";"Dave's_Den";2015;"t90998";6
"2939";"Dave's_Den";2015;"t91002";6
"2940";"Dave's_Den";2015;"t91019";6
"2941";"Dave's_Den";2015;"t91039";6
"2942";"Dave's_Den";2015;"t91231";6
"2943";"Dave's_Den";2015;"t91387";6
"2944";"Dave's_Den";2015;"t91774";6
"2945";"Dave's_Den";2015;"t91796";6
"2946";"Dave's_Den";2015;"t91809";6
"2947";"Dave's_Den";2015;"t92012";6
"2948";"Dave's_Den";2015;"t92263";6
"2949";"Dave's_Den";2016;"t94888";6
"2950";"Dave's_Den";2016;"t94910";6
"2951";"Dave's_Den";2016;"t95116";6
"2952";"Dave's_Den";2019;"t111355";6
"2953";"Dave_Den";2017;"t98549.1";6
"2954";"Dave_Den";2017;"t98845.1";6
"2955";"Dave_Den";2022;"t132465";6
"2956";"Dawn_Den_2";2022;"S116076";6
"2957";"DeGaulle_Den";2009;"s1769";6
"2958";"DeGaulle_Den";2009;"s1775";6
"2959";"DeGaulle_Den";2009;"s1802";6
"2960";"DeGaulle_Den";2009;"s1839";6
"2961";"DeGaulle_Den";2009;"s1877";6
"2962";"DeGaulle_Den";2013;"s10950";6
"2963";"DeGaulle_Den";2019;"s109140";6
"2964";"DeGaulle_Den";2023;"s132164";6
"2965";"DeGaulle_Den";2023;"s132206";6
"2966";"DeGaulle_Den";2023;"s132215";6
"2967";"DeGaulle_Den";2023;"s132230";6
"2968";"DeGaulle_Den_II";2009;"s1908";6
"2969";"Defenestrate_Den";2015;"s15539";6
"2970";"Defenestrate_Den";2015;"s15544";6
"2971";"Defenestrate_Den";2015;"s15559";6
"2972";"Defenestrate_Den";2015;"s15561";6
"2973";"Defenestrate_Den";2015;"s15572";6
"2974";"Defenestrate_Den";2015;"s15573";6
"2975";"Defenestrate_Den";2015;"s17641";6
"2976";"Dharma_Den";2010;"s4247";6
"2977";"Dharma_Den";2010;"s4249";6
"2978";"Dharma_Den";2010;"s4251";6
"2979";"Dharma_Den";2010;"s4253";6
"2980";"Dharma_Den";2010;"s4254";6
"2981";"Diagon_Alley_Den";2010;"s3124";6
"2982";"Diagon_Alley_Den";2017;"s22462";6
"2983";"Diagon_Alley_Den";2017;"s22472";6
"2984";"Dicks_Den";2014;"t86037";6
"2985";"Dicks_Den";2014;"t86068";6
"2986";"Dicks_Den";2014;"t86435";6
"2987";"Dicks_Den";2014;"t86806";6
"2988";"Dicks_Den";2014;"t86843";6
"2989";"Dicks_Den";2014;"t86987";6
"2990";"Dicks_Den";2014;"t87002";6
"2991";"Dicks_Den";2014;"t88561";6
"2992";"Dicks_Den";2014;"t88687";6
"2993";"Dicks_Den";2015;"t92331";6
"2994";"Dicks_Den";2017;"t100311";6
"2995";"Dicks_Den";2017;"t100671";6
"2996";"Dicks_Den";2017;"t100706";6
"2997";"Dicks_Den";2017;"t100728";6
"2998";"Dicks_Den";2017;"t98286";6
"2999";"Dicks_Den";2017;"t98584";6
"3000";"Doom's_Day_Den";2003;"t39816";6
"3001";"Doom's_Day_Den_2";2019;"t105636";6
"3002";"Doom's_Day_Den_2";2019;"t105775";6
"3003";"Doom's_Day_Den_2";2019;"t105806";6
"3004";"Dudu_Den";2009;"s3925";6
"3005";"Dudu_Den";2009;"s3938";6
"3006";"Dudu_Den";2015;"s15330";6
"3007";"Dudu_Den";2015;"s15338";6
"3008";"Dudu_Den";2015;"s15354";6
"3009";"Emma_Natal_Den_2_2012";2012;"s8519";6
"3010";"Emma_Natal_Den_2_2012";2012;"s8536";6
"3011";"Emma_Natal_Den_2_2012";2012;"s8547";6
"3012";"Euphrates_Den";2015;"s16262";6
"3013";"Extortion_Den";2016;"s20478";6
"3014";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36484";6
"3015";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36542";6
"3016";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36554";6
"3017";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36576";6
"3018";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36613";6
"3019";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36633";6
"3020";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36718";6
"3021";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36728";6
"3022";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36748";6
"3023";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36766";6
"3024";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36773";6
"3025";"Fever_Tree_Natal_Den/Communal_Den_Complex";2002;"t36774";6
"3026";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t36802";6
"3027";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t36850";6
"3028";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t36918";6
"3029";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t37002";6
"3030";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t37248";6
"3031";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t37760";6
"3032";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t39445";6
"3033";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t39572";6
"3034";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t40019";6
"3035";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t40064";6
"3036";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t40105";6
"3037";"Fever_Tree_Natal_Den/Communal_Den_Complex";2003;"t40256";6
"3038";"Fever_Tree_Natal_Den/Communal_Den_Complex";2004;"t43848";6
"3039";"Fever_Tree_Natal_Den/Communal_Den_Complex";2004;"t43948";6
"3040";"Flapjack_Den";2013;"s10723";6
"3041";"Flapjack_Den";2013;"s10738";6
"3042";"Flintstone_Den";2015;"t93219";6
"3043";"Flintstone_Den";2017;"t101146";6
"3044";"Flintstone_Den";2017;"t101179";6
"3045";"Flintstone_Den";2017;"t101205";6
"3046";"Flintstone_Den";2017;"t101332";6
"3047";"Flintstone_Den";2017;"t101574";6
"3048";"Gettysburg_Den";2013;"s12393";6
"3049";"Gila_River_Den_II";2010;"s1251";6
"3050";"Gila_River_Den_II";2010;"s1274";6
"3051";"Gila_River_Den_III";2010;"s1308";6
"3052";"Grits_Den";2011;"s6482";6
"3053";"Guava_Den";2015;"s16762";6
"3054";"Guava_Den";2020;"s110966";6
"3055";"Guca_Den";2012;"s8212";6
"3056";"Hanging_Gardens_Den";2009;"s3541";6
"3057";"Hanging_Gardens_Den";2019;"s110295";6
"3058";"Holy_Grail_Den";2011;"s7522";6
"3059";"Holy_Grail_Den";2011;"s7531";6
"3060";"Holy_Grail_Den";2013;"s12212";6
"3061";"Holy_Grail_Den";2013;"s12238";6
"3062";"Holy_Grail_Den";2013;"s12269";6
"3063";"Holy_Grail_Den";2013;"s12379";6
"3064";"Houdini_Den";2016;"s18949";6
"3065";"Houdini_Den";2016;"s18990";6
"3066";"Houdini_Den";2016;"s18991";6
"3067";"IAT_Den";2010;"s3223";6
"3068";"IAT_Den";2014;"s14325";6
"3069";"IAT_Den";2014;"s14326";6
"3070";"IAT_Den";2014;"s14466";6
"3071";"IAT_Den";2015;"s15679";6
"3072";"IAT_Den";2015;"s15688";6
"3073";"IAT_Den";2015;"s15703";6
"3074";"IAT_Den";2015;"s15712";6
"3075";"IAT_Den";2015;"s17202";6
"3076";"IAT_Den";2015;"s17236";6
"3077";"IAT_Den";2015;"s18057";6
"3078";"IAT_Den";2016;"s18581";6
"3079";"IAT_Den";2016;"s18797";6
"3080";"IAT_Den";2017;"s21303";6
"3081";"IAT_Den";2017;"s21316";6
"3082";"IAT_Den";2017;"s22237";6
"3083";"IAT_Den";2017;"s22408";6
"3084";"IAT_Den";2017;"s22413";6
"3085";"IAT_Den";2017;"s22427";6
"3086";"IAT_Den";2017;"s22828";6
"3087";"IAT_Den";2017;"s22842";6
"3088";"IAT_Den";2017;"s22855";6
"3089";"IAT_Den";2017;"s22858";6
"3090";"IAT_Den";2017;"s22870";6
"3091";"IAT_Den";2017;"s22881";6
"3092";"IAT_Den";2017;"s22889";6
"3093";"IAT_Den";2017;"s22911";6
"3094";"IAT_Den";2017;"s22926";6
"3095";"IAT_Den";2017;"s22930";6
"3096";"IAT_Den";2018;"s23456";6
"3097";"IAT_Den";2018;"s24238";6
"3098";"Ice_Age_Den";2011;"s5144";6
"3099";"J_Fab_Den";2015;"s15723";6
"3100";"J_Fab_Den";2015;"s15740";6
"3101";"J_Fab_Den";2015;"s15749.1";6
"3102";"J_Fab_Den";2015;"s15835";6
"3103";"J_Fab_Den";2015;"s15938";6
"3104";"J_Fab_Den";2017;"s21045";6
"3105";"J_Fab_Den";2017;"s21049";6
"3106";"J_Fab_Den";2017;"s21055";6
"3107";"J_Fab_Den";2017;"s21295";6
"3108";"J_Fab_Den";2017;"s22269";6
"3109";"Jackson's_Hole_Den";2009;"s3821";6
"3110";"Jackson's_Hole_Den";2014;"s15101.4";6
"3111";"Jalapeno_Den";2019;"s110342";6
"3112";"Judith_Den";2017;"s20946";6
"3113";"Judith_Den";2017;"s20973";6
"3114";"Judith_Den";2017;"s20976";6
"3115";"Judith_Den";2023;"s117150";6
"3116";"K6_Den";2011;"t72593";6
"3117";"Kinda-See-Em_Den";2006;"t56634";6
"3118";"Kinda-See-Em_Den";2006;"t58926";6
"3119";"Kinda-See-Em_Den";2006;"t58981";6
"3120";"Kinda-See-Em_Den";2008;"t62766";6
"3121";"Kinda-See-Em_Den";2008;"t62773";6
"3122";"Kinda-See-Em_Den";2008;"t63109";6
"3123";"Kinda-See-Em_Den";2008;"t63325";6
"3124";"Kinda-See-Em_Den";2008;"t63965";6
"3125";"Kinda-See-Em_Den";2013;"t82987";6
"3126";"Kinda-See-Em_Den";2013;"t84653";6
"3127";"Kinda-See-Em_Den";2013;"t84736";6
"3128";"Kinda-See-Em_Den";2013;"t84811";6
"3129";"Kinda_See_Em_Den_Two";2010;"t68981";6
"3130";"Kinda_See_Em_Den_Two";2011;"t71973";6
"3131";"Kinda_See_Em_Den_Two";2011;"t72019";6
"3132";"Kinda_See_Em_Den_Two";2011;"t72039";6
"3133";"Kinda_See_Em_Den_Two";2012;"t76066";6
"3134";"Kinda_See_Em_Den_Two";2012;"t76091";6
"3135";"Kinda_See_Em_Den_Two";2012;"t76112";6
"3136";"Kinda_See_Em_Den_Two";2012;"t76114";6
"3137";"Kit_Kat_Den";2016;"s18471";6
"3138";"Kit_Kat_Den";2016;"s18475";6
"3139";"Kit_Kat_Den";2016;"s18486";6
"3140";"Kit_Kat_Den";2016;"s18499";6
"3141";"Kit_Kat_Den";2016;"s18501";6
"3142";"Kit_Kat_Den";2016;"s19549";6
"3143";"Kit_Kat_Den";2016;"s19578";6
"3144";"Kit_Kat_Den";2016;"s19617";6
"3145";"Kit_Kat_Den";2016;"s19624";6
"3146";"Kit_Kat_Den";2016;"s19641";6
"3147";"Kit_Kat_Den";2016;"s19658";6
"3148";"Kit_Kat_Den";2016;"s19685";6
"3149";"Kit_Kat_Den";2016;"s19708";6
"3150";"Kit_Kat_Den";2016;"s19720";6
"3151";"Kit_Kat_Den";2016;"s19721";6
"3152";"Kit_Kat_Den";2016;"s19744";6
"3153";"Kit_Kat_Den";2016;"s19755";6
"3154";"Kit_Kat_Den";2016;"s19764";6
"3155";"Kit_Kat_Den";2016;"s19769";6
"3156";"Kit_Kat_Den";2016;"s19770";6
"3157";"Kit_Kat_Den";2016;"s19773";6
"3158";"Kit_Kat_Den";2016;"s19775";6
"3159";"Kit_Kat_Den";2016;"s19789";6
"3160";"Kit_Kat_Den";2016;"s19790.1";6
"3161";"Kit_Kat_Den";2016;"s19798";6
"3162";"Kit_Kat_Den";2016;"s19815";6
"3163";"Kit_Kat_Den";2016;"s19816";6
"3164";"Kit_Kat_Den";2016;"s19838";6
"3165";"Kolding_Den";2011;"s6923";6
"3166";"Kolding_Den";2011;"s6983";6
"3167";"Kolding_Den";2011;"s7006";6
"3168";"Lala_Den";2006;"t58164";6
"3169";"Lala_Den";2006;"t58210";6
"3170";"Lala_Den";2006;"t58264";6
"3171";"Lala_Den";2006;"t58281";6
"3172";"Lala_Den";2006;"t58421";6
"3173";"Lala_Den";2006;"t58454";6
"3174";"Lala_Den";2006;"t58541";6
"3175";"Landscape_Den";2019;"t106158";6
"3176";"Larceny_Den";2010;"s1237";6
"3177";"Library_of_Alexandria_Den";2015;"s15474";6
"3178";"Lilac_Breasted_Roller_Den";2019;"s109976";6
"3179";"Lilac_Breasted_Roller_Den";2019;"s109981";6
"3180";"Lilac_Breasted_Roller_Den";2019;"s110339";6
"3181";"Log_Cabin's_Culvert_Den";2023;"s117836";6
"3182";"Log_Cabin's_Culvert_Den";2023;"s117839";6
"3183";"Log_Cabin's_Culvert_Den";2023;"s117861";6
"3184";"Lone_Elephant_Den_4";2022;"s115648";6
"3185";"Lucky_Leopard_Den";2014;"t87966";6
"3186";"Lucky_Leopard_Den";2014;"t88302";6
"3187";"Lucky_Leopard_Den";2014;"t88329";6
"3188";"Lucky_Leopard_Den";2016;"t94673";6
"3189";"Lugga_Den";2017;"s21847";6
"3190";"Lugga_Den";2017;"s21851";6
"3191";"Lugga_Den";2017;"s21854";6
"3192";"Lugga_Den";2017;"s21856";6
"3193";"Lugga_Den";2017;"s21888";6
"3194";"Lugga_Den";2017;"s21893";6
"3195";"Lugga_Den";2017;"s21899";6
"3196";"Lugga_Den";2017;"s21913";6
"3197";"Lugga_Den2";2017;"s21859";6
"3198";"Lugga_Den2";2017;"s21881";6
"3199";"Lugga_Den_II";2019;"s109904";6
"3200";"Lugga_Den_II";2019;"s109913";6
"3201";"Lugga_Den_II";2019;"s109929";6
"3202";"Lugga_Den_II";2022;"S116343";6
"3203";"Lugga_Den_II";2022;"S116370";6
"3204";"Lugga_Den_II";2022;"S116384";6
"3205";"Lugga_Den_II";2022;"S116387";6
"3206";"Lugga_Den_lll";2017;"s21866";6
"3207";"Lugga_Den_lll";2017;"s21869";6
"3208";"Maggie_Den";2014;"t87596";6
"3209";"Magic_Bush_Den";2014;"t85274";6
"3210";"Magic_Bush_Den";2018;"t104246";6
"3211";"Magic_Bush_Den";2018;"t104616";6
"3212";"Magic_Bush_Den";2018;"t104631";6
"3213";"Malmö_Den";2012;"s8099";6
"3214";"Meatloaf_Den";2015;"s17795.1";6
"3215";"Meatloaf_Den";2015;"s17799.1";6
"3216";"Meatloaf_Den";2015;"s17821";6
"3217";"Meatloaf_Den";2017;"s23010";6
"3218";"Merry_Christmas_Den";2012;"s8591";6
"3219";"Merry_Christmas_Den";2013;"s9838";6
"3220";"Migration_Den";2023;"S117714";6
"3221";"Migration_Den";2023;"s117320";6
"3222";"Migration_Den";2023;"s117333";6
"3223";"Migration_Den";2023;"s117339.1";6
"3224";"Mindy's_Den";2013;"s10137";6
"3225";"Moat_Den";2016;"s20249";6
"3226";"Moonset_Den";2015;"s16934";6
"3227";"Mountaineer_Den";2018;"t102039.10";6
"3228";"Mountaineer_Den";2018;"t102869";6
"3229";"Mountaineer_Den";2018;"t102909";6
"3230";"Mountaineer_Den";2018;"t102940.1";6
"3231";"Mountaineer_Den";2018;"t103028";6
"3232";"Mountaineer_Den";2018;"t103100";6
"3233";"Mountaineer_Den";2018;"t104018";6
"3234";"Mountaineer_Den";2018;"t104294";6
"3235";"Mountaineer_Den";2018;"t104323";6
"3236";"Mountaineer_Den";2018;"t104339";6
"3237";"Mountaineer_Den";2018;"t104345";6
"3238";"Mountaineer_Den";2018;"t104361";6
"3239";"Mountaineer_Den";2018;"t104464";6
"3240";"Mountaineer_Den";2018;"t104525";6
"3241";"Mountaineer_Den";2018;"t104571";6
"3242";"Mountaineer_Den";2018;"t104597";6
"3243";"Mtafiti_Fisi_Good_Day_Den";2018;"s23652";6
"3244";"Mtafiti_Fisi_Good_Day_Den";2018;"s23653";6
"3245";"Mtafiti_Fisi_Good_Day_Den";2018;"s23656";6
"3246";"Mtafiti_Fisi_Good_Day_Den";2018;"s23669";6
"3247";"Mtafiti_Fisi_Good_Day_Den";2018;"s23674";6
"3248";"Mtafiti_Fisi_Good_Day_Den";2018;"s23681";6
"3249";"Mtafiti_Fisi_Good_Day_Den";2018;"s23685";6
"3250";"Mtafiti_Fisi_Good_Day_Den";2018;"s23691";6
"3251";"Mtafiti_Fisi_Good_Day_Den";2018;"s23694";6
"3252";"Mtafiti_Fisi_Good_Day_Den";2018;"s23699";6
"3253";"Mtafiti_Fisi_Good_Day_Den";2018;"s23700";6
"3254";"Mtafiti_Fisi_Good_Day_Den";2018;"s24064";6
"3255";"NUDI's_Den";2019;"t111346";6
"3256";"National_Cornchip_Day_Den";2013;"s10299";6
"3257";"National_Cornchip_Day_Den";2013;"s10303";6
"3258";"National_Cornchip_Day_Den";2013;"s9923";6
"3259";"National_Cornchip_Day_Den";2013;"s9973";6
"3260";"No_See_Em_Den";2005;"t51035";6
"3261";"No_See_Em_Den";2005;"t51266";6
"3262";"No_See_Em_Den";2005;"t51493";6
"3263";"No_See_Em_Den";2005;"t51705";6
"3264";"No_See_Em_Den";2005;"t51763";6
"3265";"No_See_Em_Den";2005;"t52128";6
"3266";"No_See_Em_Den";2005;"t52267";6
"3267";"No_See_Em_Den";2005;"t52322";6
"3268";"Nogales_Den";2016;"s20851";6
"3269";"Nogales_Den";2016;"s20856";6
"3270";"Nogales_Den";2019;"s110455";6
"3271";"Nomadic_Den";2015;"t92341";6
"3272";"Nomadic_Den";2015;"t92420";6
"3273";"Nyumba_Ndege_Den";2011;"s6300";6
"3274";"Nyumba_Ndege_Den";2011;"s6303";6
"3275";"Nyumba_Ndege_Den";2011;"s6349";6
"3276";"Nyumba_Ndege_Den";2011;"s6362";6
"3277";"Oceanic_Den";2009;"s3814";6
"3278";"Oceanic_Den";2014;"s15061";6
"3279";"Oceanic_Den";2014;"s15085";6
"3280";"Oceanic_Den";2014;"s15088";6
"3281";"Oceanic_Den";2014;"s15096";6
"3282";"Oceanic_Den";2015;"s15304";6
"3283";"Oceanic_Den";2015;"s15368";6
"3284";"Ollivander's_Den";2016;"s19967";6
"3285";"Ollivander's_Den";2023;"s117173";6
"3286";"Ollivander's_Den";2023;"s117189";6
"3287";"Orchid_Den";2009;"s3759";6
"3288";"Orchid_Den";2010;"s4089";6
"3289";"Orchid_Den";2010;"s4118";6
"3290";"Orchid_Den";2010;"s4120";6
"3291";"Orchid_Den";2010;"s4143";6
"3292";"Orchid_Den";2010;"s4146";6
"3293";"Orchid_Den";2010;"s4151";6
"3294";"Orchid_Den";2010;"s4169";6
"3295";"Orchid_Den";2010;"s4177";6
"3296";"Orchid_Den";2010;"s4221";6
"3297";"Orchid_Den";2010;"s4276";6
"3298";"Oslo_Den";2011;"s5982";6
"3299";"Paradise_Den";2003;"t40063";6
"3300";"Paradise_Den";2009;"t65900";6
"3301";"Paradise_Den";2009;"t65945";6
"3302";"Paradise_Den";2009;"t66001";6
"3303";"Paradise_Den";2009;"t66081";6
"3304";"Pearl_Den";2009;"s3782";6
"3305";"Pearl_Den";2009;"s3793";6
"3306";"Plantation_Den";2002;"t32498";6
"3307";"Plantation_Den";2002;"t34085";6
"3308";"Plantation_Den";2002;"t34445";6
"3309";"Plantation_Den";2002;"t34458";6
"3310";"Plantation_Den";2002;"t34468";6
"3311";"Plantation_Den";2002;"t34561";6
"3312";"Plantation_Den";2002;"t34584";6
"3313";"Plantation_Den";2002;"t34762";6
"3314";"Plantation_Den";2002;"t34846";6
"3315";"Plantation_Den";2002;"t34952";6
"3316";"Plantation_Den";2002;"t35589.1";6
"3317";"Plantation_Den";2002;"t35635";6
"3318";"Plantation_Den";2002;"t35751";6
"3319";"Plantation_Den";2003;"t38471";6
"3320";"Plantation_Den";2003;"t39100";6
"3321";"Plantation_Den";2003;"t39240";6
"3322";"Plantation_Den";2003;"t39324";6
