landmark_id;clan;year;month;session;hyenas;utme;utmn
DOC_Den_2;talek;2016;11;97332.1;ares,baez,buar,decm,hito,hrtz,joul,knot,nano,neon,tami,tira,urc,wrth;747700;9837031
Disappointment_Den;happyzebra;2008;06;s0.26;bliz,mcrn,mfn,rbc,ursa;721449;9846717
Disappointment_Den;serenan;2008;06;s0.41;elf,hndy,mcrn,mfn,mstl,ursa;721449;9846717
Alumni_Den;happyzebra;2008;07;s0.59;bbt,bsby,clyd,glam,hb,ptp;718903;9833540
Schiphol_Den;serenan;2013;07;s10004;jude,mchl,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10005;dalt,jude,mchl,slim,spud;723441;9844921
Grits_Den;serenan;2013;07;s10010;ema,gobe,rama,rmon,strm;724180;9846138
Schiphol_Den;serenan;2013;07;s10016;dalt,ele,jude,mchl,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10017;arro,dalt,jude,mchl,slim,spud;723441;9844921
Grits_Den;serenan;2013;07;s10024;ema,logc,tnsl;724180;9846138
Schiphol_Den;serenan;2013;07;s10027;jude,mchl,spud;723441;9844921
Grits_Den;serenan;2013;07;s10030;arro,cstz,dalt,ink,logc,rmon,slim,strm,tnsl,ypsi;724180;9846138
Grits_Den;serenan;2013;07;s10030;arro,cstz,dalt,ink,logc,rmon,slim,strm,tnsl,ypsi;724180;9846138
Benedict_Den;serenan;2013;07;s10030;arro,cstz,dalt,ink,logc,rmon,slim,strm,tnsl,ypsi;723973;9846252
Grits_Den;serenan;2013;07;s10030;arro,cstz,dalt,ink,logc,rmon,slim,strm,tnsl,ypsi;724180;9846138
Schiphol_Den;serenan;2013;07;s10034;jude,mchl,spud;723441;9844921
Grits_Den;serenan;2013;07;s10037;cstz,dalt,logc,rama,slim;724180;9846138
Grits_Den;serenan;2013;07;s10038;bilj,crim,cstz,ele,hucn,jude,logc,mchl,rama,rmon,spud,strm,wf;724180;9846138
Schiphol_Den;serenan;2013;07;s10040;bilj,crim,dalt,hndy,ink,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10044;arro,cstz,jude,logc,mchl,rama,rmon,strm;723441;9844921
Schiphol_Den;serenan;2013;07;s10047;bilj,crim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10048;hndy,ratc,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10049;hndy,ratc,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10050;gobe,lcs;723441;9844921
Grits_Den;serenan;2013;07;s10057;jude,mchl;724180;9846138
Grits_Den;serenan;2013;07;s10058;bilj,crim,cstz,lady,logc,pol,rama,rmon,strm,tnsl;724180;9846138
Grits_Den;serenan;2013;07;s10059;jude,mchl;724180;9846138
Schiphol_Den;serenan;2013;07;s10060;fuzz,hndy,spud;723441;9844921
Grits_Den;serenan;2013;07;s10061;arro,cstz,ele,jude,logc,mchl;724180;9846138
Schiphol_Den;serenan;2013;07;s10064;dalt,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10065;hndy,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10066;dalt,mchl,slim,spud;723441;9844921
Grits_Den;serenan;2013;07;s10069;ams;724180;9846138
Rocky_Point_Den;happyzebra;2010;03;s1007;boom,kata,koi,pike,snap,spb;716191;9842646
Schiphol_Den;serenan;2013;07;s1007.1;dalt,ink,jude,mchl,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10070;dalt,ele,jude,mchl,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10071;jude,mchl;723441;9844921
Grits_Den;serenan;2013;07;s10072;cstz,ema,logc,rama,tnsl;724180;9846138
Schiphol_Den;serenan;2013;07;s10075;slim;723441;9844921
Schiphol_Den;serenan;2013;07;s10076;dalt,jude,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10077;dalt,jude,mchl,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10081;dalt,hndy,jude,mchl,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10082;spud;723441;9844921
Schiphol_Den;serenan;2013;07;s10083;dalt;723441;9844921
Grits_Den;serenan;2013;07;s10085;cstz,logc;724180;9846138
Bordello_Den;serenan;2013;07;s10087.1;ana,dalt,digs,ema,hucn,ink,rama,shrm,slim,tero,tnsl;721485;9847576
Rocky_Point_Den;happyzebra;2010;03;s1009;boom,ctop,kata,koi,pike,ring,spb,stee;716191;9842646
Bordello_Den;serenan;2013;07;s10090;dalt,ink,ston,tero,tnsl,ypsi;721485;9847576
Bordello_Den;serenan;2013;07;s10091;ema;721485;9847576
Bordello_Den;serenan;2013;07;s10092;digs;721485;9847576
Bordello_Den;serenan;2013;07;s10094;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;s10096;digs,ink,pol,tnsl;721485;9847576
Rocky_Point_Den;happyzebra;2010;03;s1010;saw,spb,stee;716191;9842646
Bordello_Den;serenan;2013;07;s10100;angi,lpr,strm;721485;9847576
Bordello_Den;serenan;2013;07;s10101;angi,hucn,pol,shrm,tnsl;721485;9847576
Bordello_Den;serenan;2013;07;s10105;koal,pnda,toro,trot;721485;9847576
Flapjack_Den;serenan;2013;07;s10106;cstz,logc,tero;724252;9846273
Schiphol_Den;serenan;2013;07;s10107;hndy,spud;723441;9844921
Bordello_Den;serenan;2013;07;s10108;ams,dalt,digs,ema,hndy,koal,rama,shrm,slim,spud,tnsl,toro,trot,uzi,ypsi;721485;9847576
Rocky_Point_Den;happyzebra;2010;03;s1011;ao,boom,bw,ctop,kata,phtn,pike,ring,snap,stee;716191;9842646
Bordello_Den;serenan;2013;07;s10111;digs,ypsi;721485;9847576
Stanky_Watering_Hole;serenan;2013;07;s10112;angi,cstz,digs,logc,ratc,toro;721834;9847328
Bordello_Den;serenan;2013;07;s10112;angi,cstz,digs,logc,ratc,toro;721485;9847576
Bordello_Den;serenan;2013;07;s10113;tnsl;721485;9847576
Bordello_Den;serenan;2013;07;s10117;digs,ele,ema,gobe,hndy,jude,logc,mchl,rama,sau,tero,tnsl,toro,wf,ypsi;721485;9847576
Mindy's_Den;serenan;2013;07;s10118;cstz,logc,tnsl;721772;9847129
Mindy's_Den;serenan;2013;07;s10119;bilj,crim,cstz,dalt,digs,drpy,ema,hkr,hucn,ink,koal,lady,logc,mchl,pnda,rama,ratc,rmon,slim,spcd,strm,tero,tnsl,trni,wafl;721772;9847129
Mindy's_Den;serenan;2013;07;s10119.1;tnsl;721772;9847129
Mindy's_Den;serenan;2013;07;s10120;cstz,ema,logc;721772;9847129
Mindy's_Den;serenan;2013;07;s10122;ana,angi,bilj,crim,cstz,digs,drpy,ele,ema,hkr,hucn,jude,lady,logc,mchl,pol,rmon,shrm,tero,tnsl,uzi,wf,ypsi;721772;9847129
Schiphol_Den;serenan;2013;07;s10123;hndy;723441;9844921
Bordello_Den;serenan;2013;07;s10126;ams;721485;9847576
Mindy's_Den;serenan;2013;07;s10128;cstz,logc,toro;721772;9847129
Schiphol_Den;serenan;2013;07;s10130;hndy,spud;723441;9844921
Mindy's_Den;serenan;2013;07;s10131;cstz,ink,logc;721772;9847129
Mindy's_Den;serenan;2013;07;s10134;ana,angi,arro,bilj,cstz,digs,drpy,ema,hkr,jude,koal,lady,lcs,logc,lpr,mchl,pnda,pol,rmon,sau,shrm,spcd,strm,tnsl,toro,wafl,wf;721772;9847129
Mindy's_Den;serenan;2013;07;s10137;ams,ana,angi,cstz,dalt,drpy,ele,ema,hucn,ink,jude,koal,lady,logc,lpr,mchl,rama,ratc,slim,tnsl,toro,trot,wafl,ypsi;721772;9847129
Schiphol_Den;serenan;2013;07;s10138;hndy;723441;9844921
Rocky_Point_Den;happyzebra;2010;03;s1014;ctop,ring,stee;716191;9842646
Schiphol_Den;serenan;2013;07;s10143;bilj,crim,hkr,pnda,pol,ratc,spud,toro,trni,wafl;723441;9844921
Schiphol_Den;serenan;2013;07;s10145;bilj,crim,hkr,hndy,pnda,pol,ratc,spud,toro,trni,wafl;723441;9844921
Schiphol_Den;serenan;2013;07;s10145;bilj,crim,hkr,hndy,pnda,pol,ratc,spud,toro,trni,wafl;723441;9844921
Mindy's_Den;serenan;2013;07;s10148;arro,cstz,digs,logc,rmon,wf;721772;9847129
Schiphol_Den;serenan;2013;07;s10149;NA;723441;9844921
Mindy's_Den;serenan;2013;07;s10152;ams,arro,cstz,dalt,hucn,ink,lady,logc,rmon,sau,slim,strm,uzi;721772;9847129
Mindy's_Den;serenan;2013;07;s10159;ana,arro,bilj,cstz,dalt,digs,gobe,hkr,hndy,jude,logc,lpr,mchl,rama,ratc,rmon,strm,tnsl,trot,uzi;721772;9847129
Mindy's_Den;serenan;2013;07;s10159;ana,arro,bilj,cstz,dalt,digs,gobe,hkr,hndy,jude,logc,lpr,mchl,rama,ratc,rmon,strm,tnsl,trot,uzi;721772;9847129
Mindy's_Den;serenan;2013;07;s10159;ana,arro,bilj,cstz,dalt,digs,gobe,hkr,hndy,jude,logc,lpr,mchl,rama,ratc,rmon,strm,tnsl,trot,uzi;721772;9847129
Mindy's_Den;serenan;2013;07;s10162;cstz,drpy,ele,logc,lpr,ratc,tnsl,toro,wafl;721772;9847129
Schiphol_Den;serenan;2013;07;s10163;bilj,crim;723441;9844921
Mindy's_Den;serenan;2013;07;s10164;arro,cstz,dalt,ele,fuzz,gobe,hndy,hucn,ink,jude,koal,logc,lpr,mchl,ordg,rama,rmon,slim,spcd,strm,tnsl,trot,wafl;721772;9847129
Schiphol_Den;serenan;2013;07;s10165;bilj,crim,hkr;723441;9844921
DeGaulle_Den;serenan;2013;07;s10166;spud;723652;9844975
Blowin'_in_the_Wind_Tree;serenan;2013;07;s10167;NA;721116;9845013
DeGaulle_Den;serenan;2013;07;s10168;dalt,hndy,ink,slim,spud,tnsl,toro;723652;9844975
9km_Marker;happyzebra;2013;07;s10180;NA;718048;9842058
Holy_Grail_Den;happyzebra;2013;07;s10181;ando,apl,boom,clay,dara,erem,jlyr,malo,moji,muon,natg,saw,snap,swag;719087;9840152
Rocky_Point_Den;happyzebra;2010;04;s1021;boom,kata;716191;9842646
Rocky_Point_Den;happyzebra;2010;04;s1026;boom,kata;716191;9842646
Rocky_Point_Den;happyzebra;2010;04;s1027;boom,ctop,kata,ring;716191;9842646
Rocky_Point_Den;happyzebra;2010;04;s1028;ao,ctop,ring;716191;9842646
National_Cornchip_Day_Den;serenan;2013;02;s10287;ana,angi,bilj,crim,drp,lady,rmon,sau,shrm,strm,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10290;ana,angi,arro,bilj,crim,digs,drp,drpy,ema,hkr,koal,lady,ravi,rmon,shrm,strm,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10291;ana,angi,arro,bilj,crim,digs,drp,hkr,lady,rmon,shrm,strm,uzi;720449;9847591
Schiphol_Den;serenan;2013;02;s10291.1;ele,gobe,jude,lcs,mchl;723441;9844921
National_Cornchip_Day_Den;serenan;2013;02;s10292.1;ana,angi,arro,bilj,crim,drp,hkr,koal,rmon,shrm,spcd,strm,trni,trot,uzi,wafl;720449;9847591
National_Cornchip_Day_Den;happyzebra;2013;02;s10294;ana,angi,arro,bilj,crim,digs,drp,hkr,koal,shrm,spcd,uzi,wafl;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10299;arro,bilj,crim,digs,drp,hkr,rmon,strm,uzi;720449;9847591
Holy_Grail_Den;happyzebra;2008;08;s103;arc,ave,lnce;719087;9840152
Rocky_Point_Den;happyzebra;2010;04;s1030;boom,kata,pike;716191;9842646
National_Cornchip_Day_Den;serenan;2013;02;s10303;ana,bilj,drp,lady,rmon,strm;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10307;ana,arro,bilj,crim,digs,drp,ravi,rmon,shrm,strm,trot,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10310;ana,bilj,crim,digs,drp,gobe,hkr,lady,rmon,strm,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10317;angi,bilj,ravi,rmon,strm,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10321;angi,bilj,crim,gobe,hkr,lcs,ravi,rmon,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10332;ana,arro,bilj,crim,digs,drp,ema,gobe,hkr,lady,lcs,rmon,shrm,strm,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10335;ana,angi,arro,bilj,crim,drp,ema,lady,ratc,rmon,strm,tnsl,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;02;s10349;ana,angi,bilj,crim,drp,koal,lady,pol,rmon,shrm,strm,uzi,ypsi,zoey;720449;9847591
Rocky_Point_Den;happyzebra;2010;04;s1035;ctop,ring;716191;9842646
National_Cornchip_Day_Den;serenan;2013;03;s10358;ana,angi,bilj,crim,hkr,koal,lady,rmon,spcd,strm;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10366;ana,arro,bilj,crim,drp,hkr,lady,rmon,shrm,strm,trex,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10380;angi,digs,gfk,hkr,ink,mstl,odb,pol,rmon,spcd,trot,uzi,zoey;720449;9847591
Schiphol_Den;serenan;2013;03;s10381;ele,jude,mchl,spud;723441;9844921
National_Cornchip_Day_Den;serenan;2013;03;s10382;ana,angi,arro,bilj,crim,digs,drp,gobe,hkr,lady,lcs,pnda,pol,ravi,rmon,sau,shrk,shrm,spcd,ston,strm,toro,trni,uzi,wafl;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10382;ana,angi,arro,bilj,crim,digs,drp,gobe,hkr,lady,lcs,pnda,pol,ravi,rmon,sau,shrk,shrm,spcd,ston,strm,toro,trni,uzi,wafl;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10400;ana,bilj,crim,drp,lady,rmon,shrm,strm,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10406;ana,dalt,ink,ravi,shrm,slim;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10408;ana,bilj,crim,drp,ink,koal,lady,logc,ravi,sau,spcd,strm,trot,uzi,wafl;720449;9847591
Rocky_Point_Den;happyzebra;2010;04;s1041;boom,kata,pike,ring;716191;9842646
Rocky_Point_Den;happyzebra;2010;04;s1042;boom,ctop,kata,ring;716191;9842646
National_Cornchip_Day_Den;serenan;2013;03;s10424;ana,bilj,crim,dalt,digs,drp,ink,koal,lady,pol,rmon,sau,shrm,slim,spcd,strm,uzi;720449;9847591
Schiphol_Den;serenan;2013;03;s10425;hndy;723441;9844921
National_Cornchip_Day_Den;serenan;2013;03;s10426;ana,angi,arro,bilj,crim,dalt,digs,drp,ele,ink,koal,lady,pnda,pol,ratc,rmon,shrk,shrm,slim,spcd,strm,uzi,zoey;720449;9847591
Schiphol_Den;serenan;2013;03;s10431;arro,hndy,jude,mchl,rmon,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;03;s10433;arro,crim,ele,hndy,jude,mchl,rmon,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;03;s10434;ele,hndy;723441;9844921
National_Cornchip_Day_Den;serenan;2013;03;s10436;bilj,crim,drp,lady,uzi;720449;9847591
National_Cornchip_Day_Den;serenan;2013;03;s10438;bilj,drp;720449;9847591
Rocky_Point_Den;happyzebra;2010;04;s1044;boom,ctop,kata,ring;716191;9842646
Schiphol_Den;serenan;2013;03;s10446;ana,bilj,crim,digs,drp,ema,lady,pol,ravi,rmon,shrm,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;03;s10452;crim,digs,drp,rmon,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;03;s10453;ana,crim,drp,rmon,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;03;s10456;ana,bilj,crim,drp,jude,lady,mchl,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;03;s10458;ana,crim,drp,rmon,strm;723441;9844921
Schiphol_Den;serenan;2013;03;s10459;ana,arro,bilj,crim,digs,drp,hkr,hndy,ink,jude,koal,lady,mchl,rmon,spcd,spud,strm;723441;9844921
Rocky_Point_Den;happyzebra;2010;04;s1046;ctop,kata;716191;9842646
Schiphol_Den;serenan;2013;03;s10464;bilj,crim,drp,koal,spud;723441;9844921
Schiphol_Den;serenan;2013;03;s10466;ana,digs,drp,ema,ink,shrk,spud,ston,strm,trni,uzi,wafl,zoey;723441;9844921
Rocky_Point_Den;happyzebra;2010;05;s1047;saw,snap;716191;9842646
Juarez_Den;happyzebra;2010;05;s1047;saw,snap;716375;9842579
Schiphol_Den;serenan;2013;03;s10472;ana,bilj,crim,digs,drp,jude,koal,lady,mchl,rmon,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;03;s10473;ana,bilj,crim,drp,jude,lady,mchl,rmon,spud;723441;9844921
Schiphol_Den;serenan;2013;03;s10474;ana,crim,digs,drp,ele,jude,lady,mchl,spud,strm,toro,uzi;723441;9844921
Schiphol_Den;serenan;2013;04;s10475;jude,lady,rmon,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;04;s10477;ana,bilj,crim,digs,drp,ele,hkr,jude,lady,lpr,mchl,rmon,shrm,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;04;s10478;ana,bilj,crim,digs,drp,lady,rmon,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;04;s10480;bilj,crim,drp,hkr,lady,rmon,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;04;s10483;bilj,crim;723441;9844921
DeGaulle_Den;serenan;2013;04;s10484;ele,jude,lady,mchl,rmon,shrm;723652;9844975
DeGaulle_Den;serenan;2013;04;s10485;jude,mchl,rmon;723652;9844975
Schiphol_Den;serenan;2013;04;s10486;ana,bilj,ink,jude,logc,mchl,rmon,spud,strm,uzi;723441;9844921
DeGaulle_Den;serenan;2013;04;s10486;ana,bilj,ink,jude,logc,mchl,rmon,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10487;ana,arro,bilj,crim,digs,drp,jude,lady,mchl,rmon,spud,strm,uzi;723652;9844975
Schiphol_Den;serenan;2013;04;s10488;ana,arro,bilj,dalt,drp,gfk,jude,mchl,odb,rmon,slim,spud,strm,uzi;723441;9844921
DeGaulle_Den;serenan;2013;04;s10488;ana,arro,bilj,dalt,drp,gfk,jude,mchl,odb,rmon,slim,spud,strm,uzi;723652;9844975
Schiphol_Den;serenan;2013;04;s10490;tnsl;723441;9844921
DeGaulle_Den;serenan;2013;04;s10490.1;NA;723652;9844975
DeGaulle_Den;serenan;2013;04;s10494;ana,bilj,crim,drp,jude,lady,mchl,rmon,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10495;ana,arro,bilj,crim,drp,ema,jude,lady,rmon,shrm,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10495;ana,arro,bilj,crim,drp,ema,jude,lady,rmon,shrm,spud,strm,uzi;723652;9844975
Schiphol_Den;serenan;2013;04;s10496;tnsl;723441;9844921
Schiphol_Den;serenan;2013;04;s10497;dalt,ink,slim;723441;9844921
DeGaulle_Den;serenan;2013;04;s10498;ana,bilj,crim,ema,jude,lady,rmon,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10505;ana,bilj,crim,drp,jude,lady,mchl,rmon,shrm,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10507;ana,bilj,crim,drp,jude,lady,mchl,rmon,shrm,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10508.1;ana,drp,lady,spud;723652;9844975
DeGaulle_Den;serenan;2013;04;s10511;ana,digs,drp,spud;723652;9844975
DeGaulle_Den;serenan;2013;04;s10512;ana,bilj,ele,rmon,spud,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10513;ana,bilj,crim,drp,jude,lady,mchl,rmon,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10522;ana,angi,bilj,crim,dalt,drp,ele,jude,lady,mchl,rmon,slim,spud,strm,uzi;723652;9844975
DeGaulle_Den;serenan;2013;04;s10524;ana,digs,mchl,ravi,uzi;723652;9844975
Schiphol_Den;serenan;2013;04;s10525;ana,bilj,rmon,uzi;723441;9844921
DeGaulle_Den;serenan;2013;04;s10526;ana,angi,dalt,digs,drp,drpy,hkr,ink,jude,lady,mchl,rmon,shrm,slim,strm;723652;9844975
DeGaulle_Den;serenan;2013;04;s10528;dalt,drp,jude,mchl,shrm,slim;723652;9844975
DeGaulle_Den;serenan;2013;04;s10529;NA;723652;9844975
Schiphol_Den;serenan;2013;04;s10531;ana,ele,jude,mchl,spud;723441;9844921
DeGaulle_Den;serenan;2013;04;s10532;bilj,crim,dalt,drp,ele,lady,mchl,pol,rmon,slim,strm,uzi;723652;9844975
Schiphol_Den;serenan;2013;05;s10534;NA;723441;9844921
Schiphol_Den;serenan;2013;05;s10536;ana,crim,jude,lady,rmon,strm;723441;9844921
Schiphol_Den;serenan;2013;05;s10538;ana,bilj,crim,dalt,drp,jude,lady,mchl,rmon,slim,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10539;ele,jude,mchl;723441;9844921
Schiphol_Den;serenan;2013;05;s10540;drp,ema,lady;723441;9844921
Schiphol_Den;serenan;2013;05;s10543;ana,bilj,crim,dalt,digs,drp,ema,jude,lady,logc,mchl,mstl,pnda,rama,rmon,slim,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10544;wafl;723441;9844921
Schiphol_Den;serenan;2013;05;s10546;ana,arro,bilj,crim,dalt,digs,drp,hkr,jude,lady,mchl,rmon,slim,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10551;dalt,mchl,rama,rmon,slim,strm;723441;9844921
Schiphol_Den;serenan;2013;05;s10552;dalt;723441;9844921
Schiphol_Den;serenan;2013;05;s10553;NA;723441;9844921
Schiphol_Den;serenan;2013;05;s10558;ana,angi,bilj,crim,dalt,drp,jude,lady,mchl,rmon,shrm,slim,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10559;ana,crim,drp,ema,lady,mchl,rmon,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10562;ana,crim,dalt,drp,ele,ema,jude,mchl,rmon,slim,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10563.1;ana,bilj,crim,dalt,digs,drp,hkr,jude,lady,mchl,rmon,slim,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;05;s10566.1;ele,lady,mchl,rmon,strm;723441;9844921
DeGaulle_Den;serenan;2013;05;s10566.1;ele,lady,mchl,rmon,strm;723652;9844975
Schiphol_Den;serenan;2013;05;s10567;ana,crim,dalt,ema,rmon,slim,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;05;s10570;dalt,ink,slim;723441;9844921
Schiphol_Den;serenan;2013;05;s10575;dalt,drp,jude,mchl,rama,slim,spud,strm,tnsl;723441;9844921
Schiphol_Den;serenan;2013;05;s10576;ana,arro,crim,dalt,drp,lady,mchl,rmon,slim,spud,strm,tnsl;723441;9844921
Schiphol_Den;serenan;2013;05;s10577;ana,arro,bilj,crim,digs,drp,ele,hkr,rmon,shrm,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10580;arro;723441;9844921
Schiphol_Den;serenan;2013;05;s10581;dalt,slim,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10583;ana,arro,bilj,crim,dalt,drp,hkr,jude,mchl,rama,rmon,slim,spud,strm,tnsl,toro,uzi,ypsi;723441;9844921
Schiphol_Den;serenan;2013;05;s10585;ana,bilj,dalt,jude,lady,mchl,rmon,slim,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10587;ana,dalt,jude,lady,mchl,rama,rmon,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10588;ana,dalt,ele,jude,lady,mchl,rmon,slim;723441;9844921
Rocky_Point_Den;happyzebra;2010;05;s1059;boom,ctop,kata,ring;716191;9842646
Schiphol_Den;serenan;2013;05;s10593;ana,bilj,crim,dalt,drp,ema,ink,jude,lady,mchl,rama,rmon,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10594;NA;723441;9844921
Schiphol_Den;serenan;2013;05;s10595;ana,bilj,crim,dalt,digs,drp,jude,lady,mchl,rama,spud,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10596;bilj,crim,hkr,jude,mchl,rama,ratc,rmon,shrm,tnsl,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10598;ana,angi,drp,jude,lady,mchl,rama,rmon,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10600;ink,tnsl;723441;9844921
Schiphol_Den;serenan;2013;05;s10606;ana,bilj,crim,dalt,jude,mchl,rmon,spud,strm;723441;9844921
Schiphol_Den;serenan;2013;05;s10607;bilj,dalt,ele,rmon,slim,strm,uzi;723441;9844921
Schiphol_Den;serenan;2013;05;s10608;ana,digs,lady;723441;9844921
Schiphol_Den;serenan;2013;05;s10613;ana,lady,rama,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10616;ana,lady,rama,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10621;ana,angi,rama,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10622;ana,lady,rama,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10623;rama;723441;9844921
Schiphol_Den;serenan;2013;05;s10625.1;ana,lady,rama,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10626;rama,spud;723441;9844921
Schiphol_Den;serenan;2013;05;s10630;NA;723441;9844921
Schiphol_Den;serenan;2013;05;s10634;rama;723441;9844921
Schiphol_Den;serenan;2013;05;s10636;digs;723441;9844921
Grits_Den;serenan;2013;05;s10640;ana,bilj,crim,dalt,digs,ink,jude,lady,rmon,slim,spud,strm,toro,uzi;724180;9846138
Flapjack_Den;serenan;2013;05;s10640;ana,bilj,crim,dalt,digs,ink,jude,lady,rmon,slim,spud,strm,toro,uzi;724252;9846273
Grits_Den;serenan;2013;05;s10640;ana,bilj,crim,dalt,digs,ink,jude,lady,rmon,slim,spud,strm,toro,uzi;724180;9846138
Grits_Den;serenan;2013;05;s10643;ana,bilj,crim,drp,gobe,hkr,lady,mchl,ratc,rmon,spud,uzi;724180;9846138
Stanky_Watering_Hole;serenan;2013;05;s10649;logc,trni;721834;9847328
Rocky_Point_Den;happyzebra;2010;05;s1065;boom,kata,pike;716191;9842646
Grits_Den;serenan;2013;05;s10650;gobe,strm;724180;9846138
Grits_Den;serenan;2013;05;s10652;ana,bilj,crim,dalt,drp,hkr,jude,lady,logc,mchl,rama,rmon,slim,spud,strm,uzi;724180;9846138
Flapjack_Den;serenan;2013;05;s10652;ana,bilj,crim,dalt,drp,hkr,jude,lady,logc,mchl,rama,rmon,slim,spud,strm,uzi;724252;9846273
Grits_Den;serenan;2013;05;s10652;ana,bilj,crim,dalt,drp,hkr,jude,lady,logc,mchl,rama,rmon,slim,spud,strm,uzi;724180;9846138
Grits_Den;serenan;2013;05;s10656;bilj,crim,dalt,digs,gobe,lady,rama,rmon,shrm,slim,strm;724180;9846138
Flapjack_Den;serenan;2013;05;s10656;bilj,crim,dalt,digs,gobe,lady,rama,rmon,shrm,slim,strm;724252;9846273
Grits_Den;serenan;2013;05;s10656;bilj,crim,dalt,digs,gobe,lady,rama,rmon,shrm,slim,strm;724180;9846138
Flapjack_Den;serenan;2013;05;s10656;bilj,crim,dalt,digs,gobe,lady,rama,rmon,shrm,slim,strm;724252;9846273
Grits_Den;serenan;2013;05;s10656;bilj,crim,dalt,digs,gobe,lady,rama,rmon,shrm,slim,strm;724180;9846138
