session;landmark_id;date;year;month;day;clan;utme;utmn;category
s19543;Kit_Kat_Den;2016-04-15;2016;04;15;serenas;726433;9842488;cd
s19544;Kit_Kat_Den;2016-04-24;2016;04;24;serenas;726433;9842488;cd
s19548;Kit_Kat_Den;2016-04-24;2016;04;24;serenas;726433;9842488;cd
s19549;Kit_Kat_Den;2016-04-24;2016;04;24;serenas;726433;9842488;cd
s19557;Kit_Kat_Den;2016-04-24;2016;04;24;serenas;726433;9842488;cd
s1956;Runway_Den;2009-04-26;2009;04;26;serenan;723060;9844579;cd
s19578;Kit_Kat_Den;2016-04-27;2016;04;27;serenas;726433;9842488;cd
s19580;Kit_Kat_Den;2016-04-28;2016;04;28;serenas;726433;9842488;cd
s19585;Kit_Kat_Den;2016-04-28;2016;04;28;serenas;726433;9842488;cd
s1959;Runway_Den;2009-04-26;2009;04;26;serenan;723060;9844579;cd
s19591;Kit_Kat_Den;2016-04-28;2016;04;28;serenas;726433;9842488;cd
s19592;Kit_Kat_Den;2016-05-01;2016;05;01;serenas;726433;9842488;cd
s19595;Kit_Kat_Den;2016-05-01;2016;05;01;serenas;726433;9842488;cd
s19597;Kit_Kat_Den;2016-05-01;2016;05;01;serenas;726433;9842488;cd
s19603;Kit_Kat_Den;2016-05-01;2016;05;01;serenas;726433;9842488;cd
s19605;Kit_Kat_Den;2016-05-02;2016;05;02;serenas;726433;9842488;cd
s19610;Kit_Kat_Den;2016-05-04;2016;05;04;serenas;726433;9842488;cd
s19616;Kit_Kat_Den;2016-05-04;2016;05;04;serenas;726433;9842488;cd
s19617;Kit_Kat_Den;2016-05-05;2016;05;05;serenas;726433;9842488;cd
s19623;Kit_Kat_Den;2016-05-07;2016;05;07;serenas;726433;9842488;cd
s19624;Kit_Kat_Den;2016-05-08;2016;05;08;serenas;726433;9842488;cd
s19626;Kit_Kat_Den;2016-05-10;2016;05;10;serenas;726433;9842488;cd
s1963;Runway_Den;2009-04-28;2009;04;28;serenan;723060;9844579;cd
s19634;Kit_Kat_Den;2016-05-12;2016;05;12;serenas;726433;9842488;cd
s19641;Kit_Kat_Den;2016-05-12;2016;05;12;serenas;726433;9842488;cd
s19658;Kit_Kat_Den;2016-05-17;2016;05;17;serenas;726433;9842488;cd
s19662;Kit_Kat_Den;2016-05-17;2016;05;17;serenas;726433;9842488;cd
s19664;Kit_Kat_Den;2016-05-18;2016;05;18;serenas;726433;9842488;cd
s1967;Runway_Den;2009-04-30;2009;04;30;serenan;723060;9844579;cd
s19672;Kit_Kat_Den;2016-05-18;2016;05;18;serenas;726433;9842488;cd
s19673;Kit_Kat_Den;2016-05-19;2016;05;19;serenas;726433;9842488;cd
s19677;Kit_Kat_Den;2016-05-19;2016;05;19;serenas;726433;9842488;cd
s19678;Kit_Kat_Den;2016-05-21;2016;05;21;serenas;726433;9842488;cd
s19683;Kit_Kat_Den;2016-05-21;2016;05;21;serenas;726433;9842488;cd
s19685;Kit_Kat_Den;2016-05-22;2016;05;22;serenas;726433;9842488;cd
s19694;Kit_Kat_Den;2016-05-22;2016;05;22;serenas;726433;9842488;cd
s19695;Kit_Kat_Den;2016-05-23;2016;05;23;serenas;726433;9842488;cd
s19707;Kit_Kat_Den;2016-05-24;2016;05;24;serenas;726433;9842488;cd
s19708;Kit_Kat_Den;2016-05-26;2016;05;26;serenas;726433;9842488;cd
s1971;Runway_Den;2009-05-01;2009;05;01;serenan;723060;9844579;cd
s19714;Kit_Kat_Den;2016-05-26;2016;05;26;serenas;726433;9842488;cd
s19715;Kit_Kat_Den;2016-05-30;2016;05;30;serenas;726433;9842488;cd
s19720;Kit_Kat_Den;2016-05-30;2016;05;30;serenas;726433;9842488;cd
s19721;Kit_Kat_Den;2016-05-31;2016;05;31;serenas;726433;9842488;cd
s19722;Kit_Kat_Den;2016-06-01;2016;06;01;serenas;726433;9842488;cd
s19729;Kit_Kat_Den;2016-06-01;2016;06;01;serenas;726433;9842488;cd
s19731;Kit_Kat_Den;2016-06-03;2016;06;03;serenas;726433;9842488;cd
s19743;Kit_Kat_Den;2016-06-03;2016;06;03;serenas;726433;9842488;cd
s19744;Kit_Kat_Den;2016-06-04;2016;06;04;serenas;726433;9842488;cd
s19755;Kit_Kat_Den;2016-06-04;2016;06;04;serenas;726433;9842488;cd
s19757;Kit_Kat_Den;2016-06-06;2016;06;06;serenas;726433;9842488;cd
s19764;Kit_Kat_Den;2016-06-06;2016;06;06;serenas;726433;9842488;cd
s19769;Kit_Kat_Den;2016-06-07;2016;06;07;serenas;726433;9842488;cd
s19770;Kit_Kat_Den;2016-06-07;2016;06;07;serenas;726433;9842488;cd
s19773;Kit_Kat_Den;2016-06-07;2016;06;07;serenas;726433;9842488;cd
s19775;Kit_Kat_Den;2016-06-08;2016;06;08;serenas;726433;9842488;cd
s19778;Kit_Kat_Den;2016-06-09;2016;06;09;serenas;726433;9842488;cd
s19780;Kit_Kat_Den;2016-06-10;2016;06;10;serenas;726433;9842488;cd
s19782;Kit_Kat_Den;2016-06-11;2016;06;11;serenas;726433;9842488;cd
s19789;Kit_Kat_Den;2016-06-12;2016;06;12;serenas;726433;9842488;cd
s1979;Runway_Den;2009-05-02;2009;05;02;serenan;723060;9844579;cd
s19790.1;Kit_Kat_Den;2016-06-12;2016;06;12;serenas;726433;9842488;cd
s19797;Kit_Kat_Den;2016-06-13;2016;06;13;serenas;726433;9842488;cd
s19798;Kit_Kat_Den;2016-06-14;2016;06;14;serenas;726433;9842488;cd
s19799;Kit_Kat_Den;2016-06-15;2016;06;15;serenas;726433;9842488;cd
s19815;Kit_Kat_Den;2016-06-16;2016;06;16;serenas;726433;9842488;cd
s19816;Kit_Kat_Den;2016-06-17;2016;06;17;serenas;726433;9842488;cd
s1982;Runway_Den;2009-05-02;2009;05;02;serenan;723060;9844579;cd
s19821;Kit_Kat_Den;2016-06-17;2016;06;17;serenas;726433;9842488;cd
s19822;Kit_Kat_Den;2016-06-17;2016;06;17;serenas;726433;9842488;cd
s19823;Kit_Kat_Den;2016-06-18;2016;06;18;serenas;726433;9842488;cd
s19831;Kit_Kat_Den;2016-06-18;2016;06;18;serenas;726433;9842488;cd
s19834;Kit_Kat_Den;2016-06-19;2016;06;19;serenas;726433;9842488;cd
s19835;Kit_Kat_Den;2016-06-25;2016;06;25;serenas;726433;9842488;cd
s19836;Kit_Kat_Den;2016-06-26;2016;06;26;serenas;726433;9842488;cd
s19838;Kit_Kat_Den;2016-06-27;2016;06;27;serenas;726433;9842488;cd
s19840;Kit_Kat_Den;2016-06-29;2016;06;29;serenas;726433;9842488;cd
s19848;Kit_Kat_Den;2016-07-05;2016;07;05;serenas;726433;9842488;cd
s1985;Runway_Den;2009-05-03;2009;05;03;serenan;723060;9844579;cd
s19852;Kit_Kat_Den;2016-07-05;2016;07;05;serenas;726433;9842488;cd
s19853;Kit_Kat_Den;2016-07-07;2016;07;07;serenas;726433;9842488;cd
s19856;Kit_Kat_Den;2016-07-07;2016;07;07;serenas;726433;9842488;cd
s19859;Kit_Kat_Den;2016-07-08;2016;07;08;serenas;726433;9842488;cd
s1986;Runway_Den;2009-05-03;2009;05;03;serenan;723060;9844579;cd
s19861;Kit_Kat_Den;2016-07-08;2016;07;08;serenas;726433;9842488;cd
s19865;Kit_Kat_Den;2016-07-10;2016;07;10;serenas;726433;9842488;cd
s1987;Runway_Den;2009-05-04;2009;05;04;serenan;723060;9844579;cd
s19876;Kit_Kat_Den;2016-07-10;2016;07;10;serenas;726433;9842488;cd
s19880;Kit_Kat_Den;2016-07-12;2016;07;12;serenas;726433;9842488;cd
s19884;Colossus_of_Rhodes_Den;2016-07-14;2016;07;14;serenas;725114;9841436;cd
s19886;Kit_Kat_Den;2016-07-14;2016;07;14;serenas;726433;9842488;cd
s19892;Colossus_of_Rhodes_Den;2016-07-14;2016;07;14;serenas;725114;9841436;cd
s19894;Colossus_of_Rhodes_Den;2016-07-16;2016;07;16;serenas;725114;9841436;cd
s19895;Kit_Kat_Den;2016-07-16;2016;07;16;serenas;726433;9842488;cd
s19897;Colossus_of_Rhodes_Den;2016-07-22;2016;07;22;serenas;725114;9841436;cd
s19898;Colossus_of_Rhodes_Den;2016-07-22;2016;07;22;serenas;725114;9841436;cd
s19898.1;FML_Den;2016-07-22;2016;07;22;serenas;725171;9841252;cd
s19902;Colossus_of_Rhodes_Den;2016-07-23;2016;07;23;serenas;725114;9841436;cd
s19904.3;Colossus_of_Rhodes_Den;2016-07-25;2016;07;25;serenas;725114;9841436;cd
s19904.4;Colossus_of_Rhodes_Den;2016-07-25;2016;07;25;serenas;725114;9841436;cd
s19905;FML_Den;2016-07-27;2016;07;27;serenas;725171;9841252;cd
s19905.1;Colossus_of_Rhodes_Den;2016-07-27;2016;07;27;serenas;725114;9841436;cd
s19905.2;FML_Den;2016-07-27;2016;07;27;serenas;725171;9841252;cd
s19908;Colossus_of_Rhodes_Den;2016-07-29;2016;07;29;serenas;725114;9841436;cd
s1991;Runway_Den;2009-05-05;2009;05;05;serenan;723060;9844579;cd
s19910;Colossus_of_Rhodes_Den;2016-07-29;2016;07;29;serenas;725114;9841436;cd
s19912;Colossus_of_Rhodes_Den;2016-07-29;2016;07;29;serenas;725114;9841436;cd
s19913;Colossus_of_Rhodes_Den;2016-07-29;2016;07;29;serenas;725114;9841436;cd
s19914;Colossus_of_Rhodes_Den;2016-07-29;2016;07;29;serenas;725114;9841436;cd
s19922;Ollivander's_Den;2016-07-02;2016;07;02;serenan;719224;9848877;cd
s19933;Ollivander's_Den;2016-07-04;2016;07;04;serenan;719224;9848877;cd
s19939;Ollivander's_Den;2016-07-06;2016;07;06;serenan;719224;9848877;cd
s19949;Ollivander's_Den;2016-07-07;2016;07;07;serenan;719224;9848877;cd
s1995;Runway_Den;2009-05-06;2009;05;06;serenan;723060;9844579;cd
s19953;Ollivander's_Den;2016-07-09;2016;07;09;serenan;719224;9848877;cd
s1996;Runway_Den;2009-05-07;2009;05;07;serenan;723060;9844579;cd
s19961;Ollivander's_Den;2016-07-11;2016;07;11;serenan;719224;9848877;cd
s19967;Ollivander's_Den;2016-07-13;2016;07;13;serenan;719224;9848877;cd
s19971;Ollivander's_Den;2016-07-16;2016;07;16;serenan;719224;9848877;cd
s19979;Ollivander's_Den;2016-07-25;2016;07;25;serenan;719224;9848877;cd
s19985;Ollivander's_Den;2016-07-26;2016;07;26;serenan;719224;9848877;cd
s1999;Runway_Den;2009-05-08;2009;05;08;serenan;723060;9844579;cd
s20002;Ollivander's_Den;2016-07-30;2016;07;30;serenan;719224;9848877;cd
s20007;Ollivander's_Den;2016-08-01;2016;08;01;serenan;719224;9848877;cd
s2001;Runway_Den;2009-05-09;2009;05;09;serenan;723060;9844579;cd
s20015;Ollivander's_Den;2016-08-02;2016;08;02;serenan;719224;9848877;cd
s20018;Ollivander's_Den;2016-08-05;2016;08;05;serenan;719224;9848877;cd
s20027;Ilvermorny_Den;2016-08-06;2016;08;06;serenan;719409;9848777;cd
s2003;Runway_Den;2009-05-09;2009;05;09;serenan;723060;9844579;cd
s20032;Ilvermorny_Den;2016-08-08;2016;08;08;serenan;719409;9848777;cd
s20042;Ilvermorny_Den;2016-08-11;2016;08;11;serenan;719409;9848777;cd
s20063;Ilvermorny_Den;2016-08-15;2016;08;15;serenan;719409;9848777;cd
s20067;Ilvermorny_Den;2016-08-18;2016;08;18;serenan;719409;9848777;cd
s20078;Ilvermorny_Den;2016-08-19;2016;08;19;serenan;719409;9848777;cd
s2008;Runway_Den;2009-05-10;2009;05;10;serenan;723060;9844579;cd
s20081;Ilvermorny_Den;2016-08-22;2016;08;22;serenan;719409;9848777;cd
s20087;Ilvermorny_Den;2016-08-22;2016;08;22;serenan;719409;9848777;cd
s20089;Ilvermorny_Den;2016-08-22;2016;08;22;serenan;719409;9848777;cd
s20096;Ollivander's_Den;2016-08-25;2016;08;25;serenan;719224;9848877;cd
s201;Coincidence_D;2008-10-10;2008;10;10;happyzebra;719522;9837495;cd
s20105;Ollivander's_Den;2016-08-28;2016;08;28;serenan;719224;9848877;cd
s2011;Runway_Den;2009-05-11;2009;05;11;serenan;723060;9844579;cd
s20111;Ollivander's_Den;2016-08-29;2016;08;29;serenan;719224;9848877;cd
s20116;Ollivander's_Den;2016-08-31;2016;08;31;serenan;719224;9848877;cd
s20120;Ollivander's_Den;2016-09-01;2016;09;01;serenan;719224;9848877;cd
s20131;Ollivander's_Den;2016-09-01;2016;09;01;serenan;719224;9848877;cd
s20133;Ollivander's_Den;2016-09-03;2016;09;03;serenan;719224;9848877;cd
s20135;Ollivander's_Den;2016-09-03;2016;09;03;serenan;719224;9848877;cd
s20137;Ollivander's_Den;2016-09-07;2016;09;07;serenan;719224;9848877;cd
s20146;Ollivander's_Den;2016-09-08;2016;09;08;serenan;719224;9848877;cd
s20148;Ollivander's_Den;2016-09-10;2016;09;10;serenan;719224;9848877;cd
s20154;Ollivander's_Den;2016-09-12;2016;09;12;serenan;719224;9848877;cd
s20156;Ollivander's_Den;2016-09-12;2016;09;12;serenan;719224;9848877;cd
s2016;Runway_Den;2009-05-12;2009;05;12;serenan;723060;9844579;cd
s20160;Ollivander's_Den;2016-09-13;2016;09;13;serenan;719224;9848877;cd
s20162;Ollivander's_Den;2016-09-13;2016;09;13;serenan;719224;9848877;cd
s20165;Ollivander's_Den;2016-09-13;2016;09;13;serenan;719224;9848877;cd
s20167;J_Fab_Den;2016-09-16;2016;09;16;serenan;718389;9849092;cd
s2017;Runway_Den;2009-05-13;2009;05;13;serenan;723060;9844579;cd
s20172;IAT_Den;2016-09-21;2016;09;21;serenan;718355;9849119;cd
s20177;J_Fab_Den;2016-09-23;2016;09;23;serenan;718389;9849092;cd
s20186;Colossus_of_Rhodes_Den;2016-08-01;2016;08;01;serenas;725114;9841436;cd
s20188;Colossus_of_Rhodes_Den;2016-08-03;2016;08;03;serenas;725114;9841436;cd
s20189;Colossus_of_Rhodes_Den;2016-08-03;2016;08;03;serenas;725114;9841436;cd
s20194;Colossus_of_Rhodes_Den;2016-08-05;2016;08;05;serenas;725114;9841436;cd
s20195;Colossus_of_Rhodes_Den;2016-08-05;2016;08;05;serenas;725114;9841436;cd
s20196.1;FML_Den;2016-08-07;2016;08;07;serenas;725171;9841252;cd
s20198.1;Portcullis_Den;2016-12-21;2016;12;21;serenas;724448;9842095;d
s20203.2;FML_Den;2016-08-08;2016;08;08;serenas;725171;9841252;cd
s20203.3;Colossus_of_Rhodes_Den;2016-08-08;2016;08;08;serenas;725114;9841436;cd
s20207;Colossus_of_Rhodes_Den;2016-08-11;2016;08;11;serenas;725114;9841436;cd
s20208;Colossus_of_Rhodes_Den;2016-08-11;2016;08;11;serenas;725114;9841436;cd
s20208.1;Colossus_of_Rhodes_Den;2016-08-11;2016;08;11;serenas;725114;9841436;cd
s2021;Runway_Den;2009-05-14;2009;05;14;serenan;723060;9844579;cd
s20215;Colossus_of_Rhodes_Den;2016-08-12;2016;08;12;serenas;725114;9841436;cd
s20216;FML_Den;2016-08-12;2016;08;12;serenas;725171;9841252;cd
s20217;FML_Den;2016-08-14;2016;08;14;serenas;725171;9841252;cd
s20222;FML_Den;2016-08-16;2016;08;16;serenas;725171;9841252;cd
s20225;Colossus_of_Rhodes_Den;2016-08-18;2016;08;18;serenas;725114;9841436;cd
s20226;FML_Den;2016-08-18;2016;08;18;serenas;725171;9841252;cd
s20228;Moat_Den;2016-08-20;2016;08;20;serenas;724573;9842044;cd
s20230;Colossus_of_Rhodes_Den;2016-08-20;2016;08;20;serenas;725114;9841436;cd
s20231;FML_Den;2016-08-20;2016;08;20;serenas;725171;9841252;cd
s20233;FML_Den;2016-08-21;2016;08;21;serenas;725171;9841252;cd
s20235;FML_Den;2016-08-22;2016;08;22;serenas;725171;9841252;cd
s20236;Colossus_of_Rhodes_Den;2016-08-22;2016;08;22;serenas;725114;9841436;cd
s20237;Moat_Den;2016-08-22;2016;08;22;serenas;724573;9842044;cd
s2024;Runway_Den;2009-05-15;2009;05;15;serenan;723060;9844579;cd
s20246;FML_Den;2016-08-23;2016;08;23;serenas;725171;9841252;cd
s20247;Moat_Den;2016-08-24;2016;08;24;serenas;724573;9842044;cd
s20248;FML_Den;2016-08-24;2016;08;24;serenas;725171;9841252;cd
s20249;Moat_Den;2016-08-24;2016;08;24;serenas;724573;9842044;cd
s20252;Moat_Den;2016-08-26;2016;08;26;serenas;724573;9842044;cd
s20259;FML_Den;2016-08-28;2016;08;28;serenas;725171;9841252;cd
s20260;Moat_Den;2016-08-28;2016;08;28;serenas;724573;9842044;cd
s20261;Moat_Den;2016-08-28;2016;08;28;serenas;724573;9842044;cd
s20262;Moat_Den;2016-08-29;2016;08;29;serenas;724573;9842044;cd
s20262.1;Bastion_Den;2016-08-29;2016;08;29;serenas;724676;9842170;cd
s20269;FML_Den;2016-08-30;2016;08;30;serenas;725171;9841252;cd
s20271;Moat_Den;2016-08-30;2016;08;30;serenas;724573;9842044;cd
s20276;Bastion_Den;2016-08-30;2016;08;30;serenas;724676;9842170;cd
s20277;Moat_Den;2016-08-30;2016;08;30;serenas;724573;9842044;cd
s20278;FML_Den;2016-08-30;2016;08;30;serenas;725171;9841252;cd
s20280;Bastion_Den;2016-09-02;2016;09;02;serenas;724676;9842170;cd
s20287;Bastion_Den;2016-09-02;2016;09;02;serenas;724676;9842170;cd
s20288;Moat_Den;2016-09-02;2016;09;02;serenas;724573;9842044;cd
s20290;FML_Den;2016-09-03;2016;09;03;serenas;725171;9841252;cd
s20291;Moat_Den;2016-09-03;2016;09;03;serenas;724573;9842044;cd
s20293;Moat_Den;2016-09-05;2016;09;05;serenas;724573;9842044;cd
s20295;FML_Den;2016-09-06;2016;09;06;serenas;725171;9841252;cd
s20296;Moat_Den;2016-09-06;2016;09;06;serenas;724573;9842044;cd
s20297;Bastion_Den;2016-09-06;2016;09;06;serenas;724676;9842170;cd
s20299;FML_Den;2016-09-08;2016;09;08;serenas;725171;9841252;cd
s20299.2;Moat_Den;2016-09-08;2016;09;08;serenas;724573;9842044;cd
s203;Coincidence_D;2008-10-11;2008;10;11;happyzebra;719522;9837495;cd
s20303;Moat_Den;2016-09-09;2016;09;09;serenas;724573;9842044;cd
s20305;Turret_Den;2016-09-09;2016;09;09;serenas;724950;9842127;cd
s20305.1;Moat_Den;2016-09-09;2016;09;09;serenas;724573;9842044;cd
s20306;Bastion_Den;2016-09-13;2016;09;13;serenas;724676;9842170;cd
s20307;Moat_Den;2016-09-13;2016;09;13;serenas;724573;9842044;cd
s20308;Bastion_Den;2016-09-13;2016;09;13;serenas;724676;9842170;cd
s20310;Bastion_Den;2016-09-17;2016;09;17;serenas;724676;9842170;cd
s20316;Bastion_Den;2016-09-20;2016;09;20;serenas;724676;9842170;cd
s20319;Bastion_Den;2016-09-22;2016;09;22;serenas;724676;9842170;cd
s2032;Runway_Den;2009-05-17;2009;05;17;serenan;723060;9844579;cd
s20320;Bastion_Den;2016-09-24;2016;09;24;serenas;724676;9842170;cd
s20321;Portcullis_Den;2016-09-24;2016;09;24;serenas;724448;9842095;d
s20324;Portcullis_Den;2016-09-25;2016;09;25;serenas;724448;9842095;d
s20325;Bastion_Den;2016-09-25;2016;09;25;serenas;724676;9842170;cd
s20328;Houdini_Den;2016-07-03;2016;07;03;happyzebra;716763;9843937;cd
s20347;Houdini_Den;2016-07-12;2016;07;12;happyzebra;716763;9843937;cd
s2035;Runway_Den;2009-05-25;2009;05;25;serenan;723060;9844579;cd
s20378.1;Cacophony_Den;2016-07-31;2016;07;31;happyzebra;716718;9843752;cd
s2041;Runway_Den;2009-05-30;2009;05;30;serenan;723060;9844579;cd
s20415;Hullabaloo_Den;2016-08-19;2016;08;19;happyzebra;716721;9843423;cd
s2042;Runway_Den;2009-05-31;2009;05;31;serenan;723060;9844579;cd
s20421;Hullabaloo_Den;2016-08-21;2016;08;21;happyzebra;716721;9843423;cd
s20425;Hullabaloo_Den;2016-08-23;2016;08;23;happyzebra;716721;9843423;cd
s20428;Hullabaloo_Den;2016-08-24;2016;08;24;happyzebra;716721;9843423;cd
s20429;Uproar_Den;2016-08-24;2016;08;24;happyzebra;716771;9843244;cd
s20430;Uproar_Den;2016-08-26;2016;08;26;happyzebra;716771;9843244;cd
s20432;Uproar_Den;2016-08-27;2016;08;27;happyzebra;716771;9843244;cd
s20433;Uproar_Den;2016-08-28;2016;08;28;happyzebra;716771;9843244;cd
s20435;Uproar_Den;2016-08-29;2016;08;29;happyzebra;716771;9843244;cd
s20437;Clamor_Den;2016-08-30;2016;08;30;happyzebra;716904;9843283;cd
s20438;Uproar_Den;2016-08-30;2016;08;30;happyzebra;716771;9843244;cd
s20439;Clamor_Den;2016-08-30;2016;08;30;happyzebra;716904;9843283;cd
s2044;Runway_Den;2009-05-31;2009;05;31;serenan;723060;9844579;cd
s20443;Clamor_Den;2016-09-01;2016;09;01;happyzebra;716904;9843283;cd
s20447;Clamor_Den;2016-09-02;2016;09;02;happyzebra;716904;9843283;cd
s20448;Uproar_Den;2016-09-03;2016;09;03;happyzebra;716771;9843244;cd
s20449;Clamor_Den;2016-09-04;2016;09;04;happyzebra;716904;9843283;cd
s20452;Uproar_Den;2016-09-06;2016;09;06;happyzebra;716771;9843244;cd
s20454;Clamor_Den;2016-09-07;2016;09;07;happyzebra;716904;9843283;cd
s20456;Clamor_Den;2016-09-09;2016;09;09;happyzebra;716904;9843283;cd
s20459;Clamor_Den;2016-09-11;2016;09;11;happyzebra;716904;9843283;cd
s2046;Runway_Den;2009-07-28;2009;07;28;serenan;723060;9844579;cd
s20460;Clamor_Den;2016-09-15;2016;09;15;happyzebra;716904;9843283;cd
s20464;Clamor_Den;2016-09-15;2016;09;15;happyzebra;716904;9843283;cd
s20468;Hubbub_Den;2016-09-18;2016;09;18;happyzebra;716847;9843520;cd
s20472;Extortion_Den;2016-09-21;2016;09;21;happyzebra;717163;9843805;cd
s20474;Extortion_Den;2016-09-23;2016;09;23;happyzebra;717163;9843805;cd
s20478;Extortion_Den;2016-09-25;2016;09;25;happyzebra;717163;9843805;cd
s2048;Runway_Den;2009-06-03;2009;06;03;serenan;723060;9844579;cd
s20480;Extortion_Den;2016-09-29;2016;09;29;happyzebra;717163;9843805;cd
s20488;Judith_Den2;2016-10-03;2016;10;03;serenan;718910;9849244;cd
s20495;Judith_Den2;2016-10-04;2016;10;04;serenan;718910;9849244;cd
s2050;Runway_Den;2009-06-04;2009;06;04;serenan;723060;9844579;cd
s20516;Judith_Den2;2016-10-10;2016;10;10;serenan;718910;9849244;cd
s2052;Runway_Den;2009-06-04;2009;06;04;serenan;723060;9844579;cd
s20520;Judith_Den;2016-10-14;2016;10;14;serenan;718861;9849286;cd
s20534;Judith_Den;2016-10-19;2016;10;19;serenan;718861;9849286;cd
s20539;Judith_Den;2016-10-21;2016;10;21;serenan;718861;9849286;cd
s20543;Judith_Den;2016-10-22;2016;10;22;serenan;718861;9849286;cd
s20544;Judith_Den;2016-10-24;2016;10;24;serenan;718861;9849286;cd
s2055;Runway_Den;2009-06-06;2009;06;06;serenan;723060;9844579;cd
s20557;Judith_Den2;2016-10-25;2016;10;25;serenan;718910;9849244;cd
s20561;Judith_Den2;2016-10-27;2016;10;27;serenan;718910;9849244;cd
s20566;Judith_Den2;2016-10-28;2016;10;28;serenan;718910;9849244;cd
s20568;Judith_Den;2016-10-28;2016;10;28;serenan;718861;9849286;cd
s2057;Runway_Den;2009-06-07;2009;06;07;serenan;723060;9844579;cd
s20570;Judith_Den2;2016-10-30;2016;10;30;serenan;718910;9849244;cd
s20574;Judith_Den;2016-11-02;2016;11;02;serenan;718861;9849286;cd
s20584;Judith_Den2;2016-11-07;2016;11;07;serenan;718910;9849244;cd
s20588;Judith_Den;2016-11-08;2016;11;08;serenan;718861;9849286;cd
s2059;Runway_Den;2009-06-08;2009;06;08;serenan;723060;9844579;cd
s20602;Judith_Den;2016-11-15;2016;11;15;serenan;718861;9849286;cd
s20605;Judith_Den;2016-11-18;2016;11;18;serenan;718861;9849286;cd
s20613;Judith_Den;2016-11-20;2016;11;20;serenan;718861;9849286;cd
s20616;Judith_Den2;2016-11-22;2016;11;22;serenan;718910;9849244;cd
s2062;Runway_Den;2009-06-08;2009;06;08;serenan;723060;9844579;cd
s20629;Judith_Den;2016-12-11;2016;12;11;serenan;718861;9849286;cd
s20635;Judith_Den;2016-12-13;2016;12;13;serenan;718861;9849286;cd
s20638;Judith_Den;2016-12-14;2016;12;14;serenan;718861;9849286;cd
s20643;Judith_Den;2016-12-18;2016;12;18;serenan;718861;9849286;cd
s20646;Judith_Den;2016-12-21;2016;12;21;serenan;718861;9849286;cd
s20652;Judith_Den;2016-12-28;2016;12;28;serenan;718861;9849286;cd
s20656;Portcullis_Den;2016-10-02;2016;10;02;serenas;724448;9842095;d
s20664;Portcullis_Den;2016-10-08;2016;10;08;serenas;724448;9842095;d
s20669;Portcullis_Den;2016-10-09;2016;10;09;serenas;724448;9842095;d
s20672;Portcullis_Den;2016-10-13;2016;10;13;serenas;724448;9842095;d
s20673;Portcullis_Den;2016-10-15;2016;10;15;serenas;724448;9842095;d
s20683;Portcullis_Den;2016-10-16;2016;10;16;serenan;724448;9842095;d
s20684;Portcullis_Den;2016-10-18;2016;10;18;serenas;724448;9842095;d
s20689;Portcullis_Den;2016-10-20;2016;10;20;serenas;724448;9842095;d
s2069;Runway_Den;2009-06-09;2009;06;09;serenan;723060;9844579;cd
s20695;Portcullis_Den;2016-10-21;2016;10;21;serenas;724448;9842095;d
s20697;Portcullis_Den;2016-10-23;2016;10;23;serenas;724448;9842095;d
s2070;Runway_Den;2009-06-10;2009;06;10;serenan;723060;9844579;cd
s20707;Portcullis_Den;2016-10-24;2016;10;24;serenas;724448;9842095;d
s20708;Portcullis_Den;2016-10-26;2016;10;26;serenas;724448;9842095;d
s2072;Runway_Den;2009-06-10;2009;06;10;serenan;723060;9844579;cd
s20721;Portcullis_Den;2016-10-27;2016;10;27;serenas;724448;9842095;d
s20722;Portcullis_Den;2016-10-29;2016;10;29;serenas;724448;9842095;d
s20732;Portcullis_Den;2016-11-01;2016;11;01;serenas;724448;9842095;d
s20733;Portcullis_Den;2016-11-03;2016;11;03;serenas;724448;9842095;d
s20736;Portcullis_Den;2016-11-04;2016;11;04;serenas;724448;9842095;d
s2074;Runway_Den;2009-06-11;2009;06;11;serenan;723060;9844579;cd
s20742;Portcullis_Den;2016-11-06;2016;11;06;serenas;724448;9842095;d
s20746;Portcullis_Den;2016-11-08;2016;11;08;serenas;724448;9842095;d
s2075;Runway_Den;2009-06-11;2009;06;11;serenan;723060;9844579;cd
s20750;Portcullis_Den;2016-11-10;2016;11;10;serenas;724448;9842095;d
s20757;Portcullis_Den;2016-11-14;2016;11;14;serenas;724448;9842095;d
s20758.1;Portcullis_Den;2016-11-16;2016;11;16;serenas;724448;9842095;d
s2076;Runway_Den;2009-06-12;2009;06;12;serenan;723060;9844579;cd
s20767;Portcullis_Den;2016-11-18;2016;11;18;serenas;724448;9842095;d
s20769;Portcullis_Den;2016-11-21;2016;11;21;serenas;724448;9842095;d
s20780;Portcullis_Den;2016-11-29;2016;11;29;serenas;724448;9842095;d
s20782;Portcullis_Den;2016-12-10;2016;12;10;serenas;724448;9842095;d
s20783;Portcullis_Den;2016-12-12;2016;12;12;serenas;724448;9842095;d
s20789;Portcullis_Den;2016-12-13;2016;12;13;serenas;724448;9842095;d
s2079;Runway_Den;2009-06-13;2009;06;13;serenan;723060;9844579;cd
s20790;Portcullis_Den;2016-12-15;2016;12;15;serenas;724448;9842095;d
s20792;Portcullis_Den;2016-12-17;2016;12;17;serenas;724448;9842095;d
s208;Coincidence_D;2008-10-11;2008;10;11;happyzebra;719522;9837495;cd
