session;landmark_id;date;year;month;day;clan;utme;utmn;category
t78743;Dave's_Den;2012-09-27;2012;09;27;talek;747491;9837478;cd
t78752;Dave's_Den;2012-09-28;2012;09;28;talek;747491;9837478;cd
t78767;Dave's_Den;2012-09-29;2012;09;29;talek;747491;9837478;cd
t78772;Dave's_Den;2012-09-30;2012;09;30;talek;747491;9837478;cd
t78785;Dave's_Den;2012-09-30;2012;09;30;talek;747491;9837478;cd
t78798;Dave's_Den;2012-10-02;2012;10;02;talek;747491;9837478;cd
t78802;Dave's_Den;2012-10-02;2012;10;02;talek;747491;9837478;cd
t78866;Pothole_Den;2012-10-08;2012;10;08;talek;747622;9837700;d
t78868;Pothole_Den;2012-10-08;2012;10;08;talek;747622;9837700;d
t78883;Dave's_Den;2012-10-10;2012;10;10;talek;747491;9837478;cd
t78895;Pothole_Den;2012-10-10;2012;10;10;talek;747622;9837700;d
t78907;Pothole_Den;2012-10-11;2012;10;11;talek;747622;9837700;d
t78931;Pothole_Den;2012-10-12;2012;10;12;talek;747622;9837700;d
t78933.1;Dave's_Den;2012-10-12;2012;10;12;talek;747491;9837478;cd
t78935;Pothole_Den;2012-10-12;2012;10;12;talek;747622;9837700;d
t78949;Pothole_Den;2012-10-15;2012;10;15;talek;747622;9837700;d
t78978;Pothole_Den;2012-10-18;2012;10;18;talek;747622;9837700;d
t78992;Dave's_Den;2012-10-18;2012;10;18;talek;747491;9837478;cd
t78993;Dave's_Den;2012-10-18;2012;10;18;talek;747491;9837478;cd
t78996;Dave's_Den;2012-10-18;2012;10;18;talek;747491;9837478;cd
t78997;Dave's_Den;2012-10-19;2012;10;19;talek;747491;9837478;cd
t78998;Dave's_Den;2012-10-19;2012;10;19;talek;747491;9837478;cd
t79011;Dave's_Den;2012-10-19;2012;10;19;talek;747491;9837478;cd
t79013;Dave's_Den;2012-10-19;2012;10;19;talek;747491;9837478;cd
t79040;Dave's_Den;2012-10-20;2012;10;20;talek;747491;9837478;cd
t79059;Dave's_Den;2012-10-21;2012;10;21;talek;747491;9837478;cd
t79062;Dave's_Den;2012-10-21;2012;10;21;talek;747491;9837478;cd
t79063;Pothole_Den;2012-10-21;2012;10;21;talek;747622;9837700;d
t79081;Pothole_Den;2012-10-23;2012;10;23;talek;747622;9837700;d
t79099;Pothole_Den;2012-10-23;2012;10;23;talek;747622;9837700;d
t79101;Dave's_Den;2012-10-24;2012;10;24;talek;747491;9837478;cd
t79109;Dave's_Den;2012-10-24;2012;10;24;talek;747491;9837478;cd
t79141;Dave's_Den;2012-10-26;2012;10;26;talek;747491;9837478;cd
t79142;Dave's_Den;2012-10-26;2012;10;26;talek;747491;9837478;cd
t79164;Croton_Edge_Communal_Den;2012-10-30;2012;10;30;talek;746952;9837148;d
t79168;Croton_Edge_Communal_Den;2012-10-30;2012;10;30;talek;746952;9837148;d
t79175;Croton_Edge_Communal_Den;2012-11-03;2012;11;03;talek;746952;9837148;d
t79177;Croton_Edge_Communal_Den;2012-11-04;2012;11;04;talek;746952;9837148;d
t79190;Croton_Edge_Communal_Den;2012-11-04;2012;11;04;talek;746952;9837148;d
t79194;Croton_Edge_Communal_Den;2012-11-05;2012;11;05;talek;746952;9837148;d
t79200;Croton_Edge_Communal_Den;2012-11-05;2012;11;05;talek;746952;9837148;d
t79210;Croton_Edge_Communal_Den;2012-11-06;2012;11;06;talek;746952;9837148;d
t79217.1;Croton_Edge_Communal_Den;2012-11-06;2012;11;06;talek;746952;9837148;d
t79219;Croton_Edge_Communal_Den;2012-11-07;2012;11;07;talek;746952;9837148;d
t79227;Croton_Edge_Communal_Den;2012-11-07;2012;11;07;talek;746952;9837148;d
t79231;Croton_Edge_Communal_Den;2012-11-08;2012;11;08;talek;746952;9837148;d
t79238;Croton_Edge_Communal_Den;2012-11-08;2012;11;08;talek;746952;9837148;d
t79243;Croton_Edge_Communal_Den;2012-11-08;2012;11;08;talek;746952;9837148;d
t79250;Croton_Edge_Communal_Den;2012-11-09;2012;11;09;talek;746952;9837148;d
t79258;Croton_Edge_Communal_Den;2012-11-09;2012;11;09;talek;746952;9837148;d
t79265;Croton_Edge_Communal_Den;2012-11-10;2012;11;10;talek;746952;9837148;d
t79271;Croton_Edge_Communal_Den;2012-11-10;2012;11;10;talek;746952;9837148;d
t79283;Croton_Edge_Communal_Den;2012-11-11;2012;11;11;talek;746952;9837148;d
t79292;Croton_Edge_Communal_Den;2012-11-12;2012;11;12;talek;746952;9837148;d
t79303;Croton_Edge_Communal_Den;2012-11-12;2012;11;12;talek;746952;9837148;d
t79311;Croton_Edge_Communal_Den;2012-11-13;2012;11;13;talek;746952;9837148;d
t79313;Croton_Edge_Communal_Den;2012-11-13;2012;11;13;talek;746952;9837148;d
t79318;Croton_Edge_Communal_Den;2012-11-14;2012;11;14;talek;746952;9837148;d
t79319;Croton_Edge_Communal_Den;2012-11-14;2012;11;14;talek;746952;9837148;d
t79333;Croton_Edge_Communal_Den;2012-11-14;2012;11;14;talek;746952;9837148;d
t79342;Croton_Edge_Communal_Den;2012-11-15;2012;11;15;talek;746952;9837148;d
t79348;Croton_Edge_Communal_Den;2012-11-15;2012;11;15;talek;746952;9837148;d
t79380;Croton_Edge_Communal_Den;2012-11-17;2012;11;17;talek;746952;9837148;d
t79384;Dave's_Den;2012-11-18;2012;11;18;talek;747491;9837478;cd
t79399;Croton_Edge_Communal_Den;2012-11-18;2012;11;18;talek;746952;9837148;d
t79412;Croton_Edge_Communal_Den;2012-11-19;2012;11;19;talek;746952;9837148;d
t79420;Croton_Edge_Communal_Den;2012-11-19;2012;11;19;talek;746952;9837148;d
t79425;Croton_Edge_Communal_Den;2012-11-20;2012;11;20;talek;746952;9837148;d
t79440;Croton_Edge_Communal_Den;2012-11-21;2012;11;21;talek;746952;9837148;d
t79449;Central_Park_Communal_Den;2012-11-21;2012;11;21;talek;746472;9838970;d
t79453;Central_Park_Communal_Den;2012-11-21;2012;11;21;talek;746472;9838970;d
t79455;Central_Park_Communal_Den;2012-11-23;2012;11;23;talek;746472;9838970;d
t79458;Central_Park_Communal_Den;2012-11-23;2012;11;23;talek;746472;9838970;d
t79461;Central_Park_Communal_Den;2012-11-24;2012;11;24;talek;746472;9838970;d
t79462;Croton_Edge_Communal_Den;2012-11-24;2012;11;24;talek;746952;9837148;d
t79473;Central_Park_Communal_Den;2012-11-24;2012;11;24;talek;746472;9838970;d
t79475;Croton_Edge_Communal_Den;2012-11-24;2012;11;24;talek;746952;9837148;d
t79499.1;Central_Park_Communal_Den;2012-11-25;2012;11;25;talek;746472;9838970;d
t79501;Croton_Edge_Communal_Den;2012-11-25;2012;11;25;talek;746952;9837148;d
t79516;Dave's_Den;2012-11-26;2012;11;26;talek;747491;9837478;cd
t79522;Dave's_Den;2012-11-27;2012;11;27;talek;747491;9837478;cd
t79523;Central_Park_Communal_Den;2012-11-27;2012;11;27;talek;746472;9838970;d
t79525;Croton_Edge_Communal_Den;2012-11-27;2012;11;27;talek;746952;9837148;d
t79531;Dave's_Den;2012-11-28;2012;11;28;talek;747491;9837478;cd
t79533;Central_Park_Communal_Den;2012-11-28;2012;11;28;talek;746472;9838970;d
t79540;Central_Park_Communal_Den;2012-11-28;2012;11;28;talek;746472;9838970;d
t79543;Dave's_Den;2012-11-28;2012;11;28;talek;747491;9837478;cd
t79562;Croton_Edge_Communal_Den;2012-11-29;2012;11;29;talek;746952;9837148;d
t79566;Croton_Edge_Communal_Den;2012-11-30;2012;11;30;talek;746952;9837148;d
t79569;Central_Park_Communal_Den;2012-11-30;2012;11;30;talek;746472;9838970;d
t79588;Central_Park_Communal_Den;2012-11-30;2012;11;30;talek;746472;9838970;d
t79594;Central_Park_Communal_Den;2012-12-01;2012;12;01;talek;746472;9838970;d
t79607;Central_Park_Communal_Den;2012-12-02;2012;12;02;talek;746472;9838970;d
t79629;Central_Park_Communal_Den;2012-12-02;2012;12;02;talek;746472;9838970;d
t79631;Central_Park_Communal_Den;2012-12-03;2012;12;03;talek;746472;9838970;d
t79635;Croton_Edge_Communal_Den;2012-12-03;2012;12;03;talek;746952;9837148;d
t79647;Croton_Edge_Communal_Den;2012-12-03;2012;12;03;talek;746952;9837148;d
t79651;Central_Park_Communal_Den;2012-12-03;2012;12;03;talek;746472;9838970;d
t79653;Croton_Edge_Communal_Den;2012-12-03;2012;12;03;talek;746952;9837148;d
t79654;Central_Park_Communal_Den;2012-12-04;2012;12;04;talek;746472;9838970;d
t79658;Croton_Edge_Communal_Den;2012-12-04;2012;12;04;talek;746952;9837148;d
t79665;Croton_Edge_Communal_Den;2012-12-04;2012;12;04;talek;746952;9837148;d
t79669;Central_Park_Communal_Den;2012-12-04;2012;12;04;talek;746472;9838970;d
t79670;Croton_Edge_Communal_Den;2012-12-04;2012;12;04;talek;746952;9837148;d
t79671;Central_Park_Communal_Den;2012-12-05;2012;12;05;talek;746472;9838970;d
t79675;Croton_Edge_Communal_Den;2012-12-05;2012;12;05;talek;746952;9837148;d
t79677;Central_Park_Communal_Den;2012-12-05;2012;12;05;talek;746472;9838970;d
t79689;Central_Park_Communal_Den;2012-12-05;2012;12;05;talek;746472;9838970;d
t79699;Central_Park_Communal_Den;2012-12-06;2012;12;06;talek;746472;9838970;d
t79710;Central_Park_Communal_Den;2012-12-06;2012;12;06;talek;746472;9838970;d
t79734;Central_Park_Communal_Den;2012-12-08;2012;12;08;talek;746472;9838970;d
t79738;Central_Park_Communal_Den;2012-12-09;2012;12;09;talek;746472;9838970;d
t79747;Central_Park_Communal_Den;2012-12-10;2012;12;10;talek;746472;9838970;d
t79768;Central_Park_Communal_Den;2012-12-11;2012;12;11;talek;746472;9838970;d
t79780;Central_Park_Communal_Den;2012-12-13;2012;12;13;talek;746472;9838970;d
t79784;Central_Park_Communal_Den;2012-12-14;2012;12;14;talek;746472;9838970;d
t79785;Croton_Edge_Communal_Den;2012-12-14;2012;12;14;talek;746952;9837148;d
t79788;Central_Park_Communal_Den;2012-12-15;2012;12;15;talek;746472;9838970;d
t79802;Central_Park_Communal_Den;2012-12-15;2012;12;15;talek;746472;9838970;d
t79808;Central_Park_Communal_Den;2012-12-16;2012;12;16;talek;746472;9838970;d
t79824;Croton_Edge_Communal_Den;2012-12-16;2012;12;16;talek;746952;9837148;d
t79827;Central_Park_Communal_Den;2012-12-16;2012;12;16;talek;746472;9838970;d
t79832;Central_Park_Communal_Den;2012-12-17;2012;12;17;talek;746472;9838970;d
t79848;Croton_Edge_Communal_Den;2012-12-18;2012;12;18;talek;746952;9837148;d
t79854;Central_Park_Communal_Den;2012-12-18;2012;12;18;talek;746472;9838970;d
t79865;Central_Park_Communal_Den;2012-12-19;2012;12;19;talek;746472;9838970;d
t79868;Central_Park_Communal_Den;2012-12-20;2012;12;20;talek;746472;9838970;d
t79876;Central_Park_Communal_Den;2012-12-20;2012;12;20;talek;746472;9838970;d
t79884;Croton_Edge_Communal_Den;2012-12-20;2012;12;20;talek;746952;9837148;d
t79887;Central_Park_Communal_Den;2012-12-20;2012;12;20;talek;746472;9838970;d
t79891;Central_Park_Communal_Den;2012-12-21;2012;12;21;talek;746472;9838970;d
t79909;Central_Park_Communal_Den;2012-12-21;2012;12;21;talek;746472;9838970;d
t79910;Central_Park_Communal_Den;2012-12-22;2012;12;22;talek;746472;9838970;d
t79926;Central_Park_Communal_Den;2012-12-26;2012;12;26;talek;746472;9838970;d
t79928;Central_Park_Communal_Den;2012-12-27;2012;12;27;talek;746472;9838970;d
t79944;Central_Park_Communal_Den;2012-12-27;2012;12;27;talek;746472;9838970;d
t79949;Central_Park_Communal_Den;2012-12-27;2012;12;27;talek;746472;9838970;d
t79950;Central_Park_Communal_Den;2012-12-28;2012;12;28;talek;746472;9838970;d
t79959;Central_Park_Communal_Den;2012-12-28;2012;12;28;talek;746472;9838970;d
t79977;Central_Park_Communal_Den;2012-12-28;2012;12;28;talek;746472;9838970;d
t79986;Central_Park_Communal_Den;2012-12-29;2012;12;29;talek;746472;9838970;d
t79997;Central_Park_Communal_Den;2012-12-29;2012;12;29;talek;746472;9838970;d
t80028;Central_Park_Communal_Den;2013-01-01;2013;01;01;talek;746472;9838970;d
t80040;Central_Park_Communal_Den;2013-01-04;2013;01;04;talek;746472;9838970;d
t80043;Central_Park_Communal_Den;2013-01-05;2013;01;05;talek;746472;9838970;d
t80053;Central_Park_Communal_Den;2013-01-05;2013;01;05;talek;746472;9838970;d
t80067;Central_Park_Communal_Den;2013-01-10;2013;01;10;talek;746472;9838970;d
t80086;Central_Park_Communal_Den;2013-01-11;2013;01;11;talek;746472;9838970;d
t80110;Central_Park_Communal_Den;2013-01-12;2013;01;12;talek;746472;9838970;d
t80122;Central_Park_Communal_Den;2013-01-13;2013;01;13;talek;746472;9838970;d
t80151;Central_Park_Communal_Den;2013-01-14;2013;01;14;talek;746472;9838970;d
t80157;Central_Park_Communal_Den;2013-01-15;2013;01;15;talek;746472;9838970;d
t80161;Central_Park_Communal_Den;2013-01-15;2013;01;15;talek;746472;9838970;d
t80170;Central_Park_Communal_Den;2013-01-16;2013;01;16;talek;746472;9838970;d
t80175;Central_Park_Communal_Den;2013-01-16;2013;01;16;talek;746472;9838970;d
t80184;Central_Park_Communal_Den;2013-01-17;2013;01;17;talek;746472;9838970;d
t80189;Central_Park_Communal_Den;2013-01-17;2013;01;17;talek;746472;9838970;d
t80197;Central_Park_Communal_Den;2013-01-18;2013;01;18;talek;746472;9838970;d
t80205;Central_Park_Communal_Den;2013-01-19;2013;01;19;talek;746472;9838970;d
t80208;Riverbend_Den;2013-01-20;2013;01;20;talek;748477;9838427;d
t80222;Riverbend_Den;2013-01-20;2013;01;20;talek;748477;9838427;d
t80226;Riverbend_Den;2013-01-21;2013;01;21;talek;748477;9838427;d
t80229;Central_Park_Communal_Den;2013-01-21;2013;01;21;talek;746472;9838970;d
t80244;Central_Park_Communal_Den;2013-01-21;2013;01;21;talek;746472;9838970;d
t80248;Central_Park_Communal_Den;2013-01-22;2013;01;22;talek;746472;9838970;d
t80251;Central_Park_Communal_Den;2013-01-22;2013;01;22;talek;746472;9838970;d
t80263;Central_Park_Communal_Den;2013-01-23;2013;01;23;talek;746472;9838970;d
t80278;Central_Park_Communal_Den;2013-01-23;2013;01;23;talek;746472;9838970;d
t80281;Riverbend_Den;2013-01-23;2013;01;23;talek;748477;9838427;d
t80284;Central_Park_Communal_Den;2013-01-24;2013;01;24;talek;746472;9838970;d
t80307;Central_Park_Communal_Den;2013-01-24;2013;01;24;talek;746472;9838970;d
t80307.1;Riverbend_Den;2013-01-24;2013;01;24;talek;748477;9838427;d
t80312;Central_Park_Communal_Den;2013-01-25;2013;01;25;talek;746472;9838970;d
t80335;Central_Park_Communal_Den;2013-01-25;2013;01;25;talek;746472;9838970;d
t80340;Central_Park_Communal_Den;2013-01-26;2013;01;26;talek;746472;9838970;d
t80366;Central_Park_Communal_Den;2013-01-27;2013;01;27;talek;746472;9838970;d
t80387;Central_Park_Communal_Den;2013-01-27;2013;01;27;talek;746472;9838970;d
t80392;Central_Park_Communal_Den;2013-01-28;2013;01;28;talek;746472;9838970;d
t80419;Central_Park_Communal_Den;2013-01-28;2013;01;28;talek;746472;9838970;d
t80423;Riverbend_Den;2013-01-28;2013;01;28;talek;748477;9838427;d
t80427;Central_Park_Communal_Den;2013-01-29;2013;01;29;talek;746472;9838970;d
t80459;Central_Park_Communal_Den;2013-02-04;2013;02;04;talek;746472;9838970;d
t80483;Central_Park_Communal_Den;2013-02-04;2013;02;04;talek;746472;9838970;d
t80489;Central_Park_Communal_Den;2013-02-05;2013;02;05;talek;746472;9838970;d
t80501;Central_Park_Communal_Den;2013-02-05;2013;02;05;talek;746472;9838970;d
t80509;Riverbend_Den;2013-02-07;2013;02;07;talek;748477;9838427;d
t80510;Central_Park_Communal_Den;2013-02-07;2013;02;07;talek;746472;9838970;d
t80529;Riverbend_Den;2013-02-07;2013;02;07;talek;748477;9838427;d
t80531;Central_Park_Communal_Den;2013-02-07;2013;02;07;talek;746472;9838970;d
t80539;Central_Park_Communal_Den;2013-02-08;2013;02;08;talek;746472;9838970;d
t80547;Riverbend_Den;2013-02-09;2013;02;09;talek;748477;9838427;d
t80548;Central_Park_Communal_Den;2013-02-09;2013;02;09;talek;746472;9838970;d
t80561;Central_Park_Communal_Den;2013-02-09;2013;02;09;talek;746472;9838970;d
t80565;Central_Park_Communal_Den;2013-02-10;2013;02;10;talek;746472;9838970;d
t80579;Central_Park_Communal_Den;2013-02-10;2013;02;10;talek;746472;9838970;d
t80585;Central_Park_Communal_Den;2013-02-11;2013;02;11;talek;746472;9838970;d
t80598;Riverbend_Den;2013-02-12;2013;02;12;talek;748477;9838427;d
t80599;Riverbend_Den;2013-02-12;2013;02;12;talek;748477;9838427;d
t80612;Central_Park_Communal_Den;2013-02-12;2013;02;12;talek;746472;9838970;d
t80613;Riverbend_Den;2013-02-13;2013;02;13;talek;748477;9838427;d
t80615;Central_Park_Communal_Den;2013-02-13;2013;02;13;talek;746472;9838970;d
t80633;Central_Park_Communal_Den;2013-02-13;2013;02;13;talek;746472;9838970;d
t80642;Central_Park_Communal_Den;2013-02-14;2013;02;14;talek;746472;9838970;d
t80658;Central_Park_Communal_Den;2013-02-14;2013;02;14;talek;746472;9838970;d
t80671;Riverbend_Den;2013-02-15;2013;02;15;talek;748477;9838427;d
t80673;Riverbend_Den;2013-02-16;2013;02;16;talek;748477;9838427;d
t80674;Central_Park_Communal_Den;2013-02-16;2013;02;16;talek;746472;9838970;d
t80694;Central_Park_Communal_Den;2013-02-16;2013;02;16;talek;746472;9838970;d
t80696;Riverbend_Den;2013-02-16;2013;02;16;talek;748477;9838427;d
t80698;Riverbend_Den;2013-02-17;2013;02;17;talek;748477;9838427;d
t80700;Central_Park_Communal_Den;2013-02-17;2013;02;17;talek;746472;9838970;d
t80709;Central_Park_Communal_Den;2013-02-17;2013;02;17;talek;746472;9838970;d
t80711;Riverbend_Den;2013-02-17;2013;02;17;talek;748477;9838427;d
t80714;Riverbend_Den;2013-02-18;2013;02;18;talek;748477;9838427;d
t80716;Central_Park_Communal_Den;2013-02-18;2013;02;18;talek;746472;9838970;d
t80718;Riverbend_Den;2013-02-18;2013;02;18;talek;748477;9838427;d
t80729;Central_Park_Communal_Den;2013-02-18;2013;02;18;talek;746472;9838970;d
t80732;Central_Park_Communal_Den;2013-02-19;2013;02;19;talek;746472;9838970;d
t80734;Central_Park_Communal_Den;2013-02-19;2013;02;19;talek;746472;9838970;d
t80751;Central_Park_Communal_Den;2013-02-19;2013;02;19;talek;746472;9838970;d
t80758;Riverbend_Den;2013-02-22;2013;02;22;talek;748477;9838427;d
t80759;Central_Park_Communal_Den;2013-02-22;2013;02;22;talek;746472;9838970;d
t80764;Central_Park_Communal_Den;2013-02-23;2013;02;23;talek;746472;9838970;d
t80784;Central_Park_Communal_Den;2013-02-23;2013;02;23;talek;746472;9838970;d
t80785;Riverbend_Den;2013-02-23;2013;02;23;talek;748477;9838427;d
t80788;Central_Park_Communal_Den;2013-02-24;2013;02;24;talek;746472;9838970;d
t80790;Riverbend_Den;2013-02-24;2013;02;24;talek;748477;9838427;d
t80809;Central_Park_Communal_Den;2013-02-24;2013;02;24;talek;746472;9838970;d
t80812;Riverbend_Den;2013-02-24;2013;02;24;talek;748477;9838427;d
t80814;Central_Park_Communal_Den;2013-02-25;2013;02;25;talek;746472;9838970;d
t80826;Central_Park_Communal_Den;2013-02-25;2013;02;25;talek;746472;9838970;d
t80838;Central_Park_Communal_Den;2013-02-25;2013;02;25;talek;746472;9838970;d
t80840;Riverbend_Den;2013-02-25;2013;02;25;talek;748477;9838427;d
t80842;Central_Park_Communal_Den;2013-02-26;2013;02;26;talek;746472;9838970;d
t80859;Central_Park_Communal_Den;2013-02-26;2013;02;26;talek;746472;9838970;d
t80861;Central_Park_Communal_Den;2013-02-27;2013;02;27;talek;746472;9838970;d
t80869;Central_Park_Communal_Den;2013-02-27;2013;02;27;talek;746472;9838970;d
t80885;Central_Park_Communal_Den;2013-02-27;2013;02;27;talek;746472;9838970;d
t80888;Central_Park_Communal_Den;2013-02-27;2013;02;27;talek;746472;9838970;d
t80889;Riverbend_Den;2013-02-27;2013;02;27;talek;748477;9838427;d
t80890;Central_Park_Communal_Den;2013-02-28;2013;02;28;talek;746472;9838970;d
t80895;Riverbend_Den;2013-02-28;2013;02;28;talek;748477;9838427;d
t80897;Central_Park_Communal_Den;2013-02-28;2013;02;28;talek;746472;9838970;d
t80901;Central_Park_Communal_Den;2013-02-28;2013;02;28;talek;746472;9838970;d
t80902;Riverbend_Den;2013-02-28;2013;02;28;talek;748477;9838427;d
t80911;Riverbend_Den;2013-06-01;2013;06;01;talek;748477;9838427;d
t80932;Riverbend_Den;2013-06-02;2013;06;02;talek;748477;9838427;d
t80934;Riverbend_Den;2013-06-03;2013;06;03;talek;748477;9838427;d
t80949;Riverbend_Den;2013-06-03;2013;06;03;talek;748477;9838427;d
t80971;Riverbend_Den;2013-06-04;2013;06;04;talek;748477;9838427;d
t80982;Riverbend_Den;2013-06-05;2013;06;05;talek;748477;9838427;d
t80983;Riverbend_Den;2013-06-05;2013;06;05;talek;748477;9838427;d
t80984;Riverbend_Den;2013-06-05;2013;06;05;talek;748477;9838427;d
t80985;Riverbend_Den;2013-06-05;2013;06;05;talek;748477;9838427;d
t81001;Riverbend_Den;2013-06-05;2013;06;05;talek;748477;9838427;d
t81003;Riverbend_Den;2013-06-06;2013;06;06;talek;748477;9838427;d
t81026;Riverbend_Den;2013-06-06;2013;06;06;talek;748477;9838427;d
t81051;Riverbend_Den;2013-06-07;2013;06;07;talek;748477;9838427;d
t81059;Riverbend_Den;2013-06-08;2013;06;08;talek;748477;9838427;d
t81076;Riverbend_Den;2013-06-08;2013;06;08;talek;748477;9838427;d
t81077;Riverbend_Den;2013-06-08;2013;06;08;talek;748477;9838427;d
t81078;Riverbend_Den;2013-06-08;2013;06;08;talek;748477;9838427;d
t81094;Riverbend_Den;2013-06-09;2013;06;09;talek;748477;9838427;d
t81119;Riverbend_Den;2013-06-09;2013;06;09;talek;748477;9838427;d
t81121;Riverbend_Den;2013-06-09;2013;06;09;talek;748477;9838427;d
t81122;Riverbend_Den;2013-06-10;2013;06;10;talek;748477;9838427;d
t81138;Plantation_Den;2013-06-10;2013;06;10;talek;746293;9839498;d
t81140;Riverbend_Den;2013-06-10;2013;06;10;talek;748477;9838427;d
t81152;Riverbend_Den;2013-06-13;2013;06;13;talek;748477;9838427;d
t81154;Plantation_Den;2013-06-13;2013;06;13;talek;746293;9839498;d
t81167;Plantation_Den;2013-06-14;2013;06;14;talek;746293;9839498;d
t81168;Riverbend_Den;2013-06-14;2013;06;14;talek;748477;9838427;d
t81172;Plantation_Den;2013-06-14;2013;06;14;talek;746293;9839498;d
t81175;Plantation_Den;2013-06-15;2013;06;15;talek;746293;9839498;d
t81200;Riverbend_Den;2013-06-16;2013;06;16;talek;748477;9838427;d
t81203;Plantation_Den;2013-06-16;2013;06;16;talek;746293;9839498;d
t81221;Plantation_Den;2013-06-17;2013;06;17;talek;746293;9839498;d
t81228;Riverbend_Den;2013-06-18;2013;06;18;talek;748477;9838427;d
t81229;Plantation_Den;2013-06-18;2013;06;18;talek;746293;9839498;d
t81239;Plantation_Den;2013-06-19;2013;06;19;talek;746293;9839498;d
t81251;Riverbend_Den;2013-06-19;2013;06;19;talek;748477;9838427;d
t81263;Plantation_Den;2013-06-20;2013;06;20;talek;746293;9839498;d
t81274;Riverbend_Den;2013-06-20;2013;06;20;talek;748477;9838427;d
t81280;Plantation_Den;2013-06-21;2013;06;21;talek;746293;9839498;d
t81288;Riverbend_Den;2013-06-21;2013;06;21;talek;748477;9838427;d
t81306;Dave's_Den;2013-06-22;2013;06;22;talek;747491;9837478;cd
t81308;Riverbend_Den;2013-06-22;2013;06;22;talek;748477;9838427;d
t81310;Plantation_Den;2013-06-23;2013;06;23;talek;746293;9839498;d
t81312;Dave's_Den;2013-06-23;2013;06;23;talek;747491;9837478;cd
t81318;Plantation_Den;2013-06-23;2013;06;23;talek;746293;9839498;d
t81320;Dave's_Den;2013-06-24;2013;06;24;talek;747491;9837478;cd
t81330;Riverbend_Den;2013-06-24;2013;06;24;talek;748477;9838427;d
t81332;Dave's_Den;2013-06-24;2013;06;24;talek;747491;9837478;cd
t81335;Plantation_Den;2013-06-24;2013;06;24;talek;746293;9839498;d
t81336;Plantation_Den;2013-06-25;2013;06;25;talek;746293;9839498;d
t81342;Plantation_Den;2013-06-25;2013;06;25;talek;746293;9839498;d
t81345;Plantation_Den;2013-06-27;2013;06;27;talek;746293;9839498;d
t81348;Plantation_Den;2013-06-28;2013;06;28;talek;746293;9839498;d
t81364;Riverbend_Den;2013-06-29;2013;06;29;talek;748477;9838427;d
t81369;Dave's_Den;2013-06-29;2013;06;29;talek;747491;9837478;cd
t81370;Dave's_Den;2013-06-30;2013;06;30;talek;747491;9837478;cd
t81380;Dave's_Den;2013-06-30;2013;06;30;talek;747491;9837478;cd
t81383;Dave's_Den;2013-06-30;2013;06;30;talek;747491;9837478;cd
t81388;Central_Park_Communal_Den;2013-03-01;2013;03;01;talek;746472;9838970;d
t81409;Riverbend_Den;2013-03-01;2013;03;01;talek;748477;9838427;d
t81410;Central_Park_Communal_Den;2013-03-01;2013;03;01;talek;746472;9838970;d
t81433;Central_Park_Communal_Den;2013-03-02;2013;03;02;talek;746472;9838970;d
t81439;Central_Park_Communal_Den;2013-03-02;2013;03;02;talek;746472;9838970;d
t81440;Riverbend_Den;2013-03-03;2013;03;03;talek;748477;9838427;d
t81453;Riverbend_Den;2013-03-03;2013;03;03;talek;748477;9838427;d
t81454;Central_Park_Communal_Den;2013-03-03;2013;03;03;talek;746472;9838970;d
t81457;Riverbend_Den;2013-03-03;2013;03;03;talek;748477;9838427;d
t81459;Riverbend_Den;2013-03-04;2013;03;04;talek;748477;9838427;d
t81462;Central_Park_Communal_Den;2013-03-04;2013;03;04;talek;746472;9838970;d
t81473;Central_Park_Communal_Den;2013-03-04;2013;03;04;talek;746472;9838970;d
t81475;Central_Park_Communal_Den;2013-03-04;2013;03;04;talek;746472;9838970;d
t81478;Riverbend_Den;2013-03-04;2013;03;04;talek;748477;9838427;d
t81482;Riverbend_Den;2013-03-05;2013;03;05;talek;748477;9838427;d
t81489;Central_Park_Communal_Den;2013-03-05;2013;03;05;talek;746472;9838970;d
t81498;Riverbend_Den;2013-03-05;2013;03;05;talek;748477;9838427;d
t81501;Central_Park_Communal_Den;2013-03-05;2013;03;05;talek;746472;9838970;d
t81502;Riverbend_Den;2013-03-05;2013;03;05;talek;748477;9838427;d
t81506;Central_Park_Communal_Den;2013-03-06;2013;03;06;talek;746472;9838970;d
t81520;Central_Park_Communal_Den;2013-03-06;2013;03;06;talek;746472;9838970;d
t81525;Riverbend_Den;2013-03-07;2013;03;07;talek;748477;9838427;d
t81536;Riverbend_Den;2013-03-07;2013;03;07;talek;748477;9838427;d
t81537;Riverbend_Den;2013-03-08;2013;03;08;talek;748477;9838427;d
t81541;Central_Park_Communal_Den;2013-03-08;2013;03;08;talek;746472;9838970;d
t81545;Central_Park_Communal_Den;2013-03-08;2013;03;08;talek;746472;9838970;d
t81557;Riverbend_Den;2013-03-09;2013;03;09;talek;748477;9838427;d
t81558;Riverbend_Den;2013-03-10;2013;03;10;talek;748477;9838427;d
t81567;Central_Park_Communal_Den;2013-03-10;2013;03;10;talek;746472;9838970;d
t81576;Riverbend_Den;2013-03-12;2013;03;12;talek;748477;9838427;d
t81580;Central_Park_Communal_Den;2013-03-12;2013;03;12;talek;746472;9838970;d
t81588;Central_Park_Communal_Den;2013-03-12;2013;03;12;talek;746472;9838970;d
