session;landmark_id;date;year;month;clan;utme;utmn;category
t53370;Summer_Den;2005-07-16;2005;07;talek;753495;9837319;d
t53586;Over_the_River_Den;2005-07-30;2005;07;talek;753542;9837353;d
t53655;No_See_Em_Den;2005-08-06;2005;08;talek;744984;9840806;d
t53726;Over_the_River_Den;2005-08-09;2005;08;talek;753542;9837353;d
t54143;No_See_Em_Den;2005-09-03;2005;09;talek;744984;9840806;d
t54170;Kinda-See-Em_Den;2005-09-04;2005;09;talek;745124;9840497;d
t54214;Fever_Tree_Natal_Den/Communal_Den_Complex;2005-09-06;2005;09;talek;753681;9837484;d
t54585;Kinda-See-Em_Den;2005-10-02;2005;10;talek;745124;9840497;d
t54864;Sunrise_Valley_Communal_Den/Natal_Den;2005-10-19;2005;10;talek;753524;9837427;d
t55033;Sunrise_Valley_Communal_Den/Natal_Den;2005-11-09;2005;11;talek;753524;9837427;d
t55504;Fever_Tree_Natal_Den/Communal_Den_Complex;2005-12-11;2005;12;talek;753681;9837484;d
t55678.1;Boulevard_Den;2005-12-21;2005;12;talek;744985;9839134;d
t55901;Fever_Tree_Natal_Den/Communal_Den_Complex;2006-01-03;2006;01;talek;753681;9837484;d
t55925;Boulevard_Den;2006-01-03;2006;01;talek;744985;9839134;d
t56381;Kinda-See-Em_Den;2006-01-29;2006;01;talek;745124;9840497;d
t56496;Kinda-See-Em_Den;2006-02-06;2006;02;talek;745124;9840497;d
t57362;No_See_Em_Den;2006-04-18;2006;04;talek;744984;9840806;d
t57566;No_See_Em_Den;2006-05-02;2006;05;talek;744984;9840806;d
t58112;Lala_Den;2006-06-07;2006;06;talek;744591;9841032;d
t58248;Green_Den;2006-06-15;2006;06;talek;729719;9840569;d
t58469;Lala_Den;2006-07-01;2006;07;talek;744591;9841032;d
t58490;Sunrise_Valley_Communal_Den/Natal_Den;2006-07-03;2006;07;talek;753524;9837427;d
t58514;No_See_Em_Den;2006-07-04;2006;07;talek;744984;9840806;d
t58926;Kinda-See-Em_Den;2006-07-31;2006;07;talek;745124;9840497;d
t58947;Sunrise_Valley_Communal_Den/Natal_Den;2006-08-02;2006;08;talek;753524;9837427;d
t58973;Kinda-See-Em_Den;2006-08-04;2006;08;talek;745124;9840497;d
t58974;No_See_Em_Den;2006-08-04;2006;08;talek;744984;9840806;d
t59002;Fever_Tree_Natal_Den/Communal_Den_Complex;2006-08-15;2006;08;talek;753681;9837484;d
t59093;Kinda-See-Em_Den;2006-09-01;2006;09;talek;745124;9840497;d
t59127;Fever_Tree_Natal_Den/Communal_Den_Complex;2006-09-06;2006;09;talek;753681;9837484;d
t59153;Den_of_Perfection;2006-09-12;2006;09;talek;746689;9836798;d
t59295;Sunrise_Valley_Communal_Den/Natal_Den;2006-10-10;2006;10;talek;753524;9837427;d
t59327;Aardwolf_Communal_Den;2006-10-14;2006;10;talek;745294;9838050;d
t59355;Den_of_Perfection;2006-10-18;2006;10;talek;746689;9836798;d
t59457;Fever_Tree_Natal_Den/Communal_Den_Complex;2006-10-31;2006;10;talek;753681;9837484;d
t59489;Den_of_Perfection;2006-11-02;2006;11;talek;746689;9836798;d
t59636;Holiday_Communal_Den;2006-11-18;2006;11;talek;746505;9836828;d
t59658;Fever_Tree_Natal_Den/Communal_Den_Complex;2006-11-20;2006;11;talek;753681;9837484;d
t59696;Holiday_Communal_Den;2006-12-01;2006;12;talek;746505;9836828;d
t59764;Roadside_Den;2006-12-11;2006;12;talek;746619;9836966;cd
t60036;Plantation_Den;2007-03-09;2007;03;talek;746293;9839498;d
t60228;Plantation_Den;2007-04-06;2007;04;talek;746293;9839498;d
t60367;Banana_Tree_Communal_Den;2007-05-05;2007;05;talek;740512;9859417;d
t60535;Banana_Tree_Communal_Den;2007-06-07;2007;06;talek;740512;9859417;d
t60628;Fig_Tree_Den_2;2007-06-18;2007;06;talek;736615;9840574;cd
t60830;Sun_Den;2007-07-23;2007;07;talek;741258;9840562;d
t60895;Wicked_Den;2007-07-31;2007;07;talek;740636;9839896;d
t60904;Wicked_Den;2007-08-01;2007;08;talek;740636;9839896;d
t61791;Ranger_Den;2007-12-24;2007;12;talek;745281;9840331;d
t61821;Ranger_Den;2008-01-09;2008;01;talek;745281;9840331;d
t62334;Kinda-See-Em_Den;2008-04-09;2008;04;talek;745124;9840497;d
t62554;Kinda-See-Em_Den;2008-05-04;2008;05;talek;745124;9840497;d
t62592.1;Crocodile_Den;2008-05-11;2008;05;talek;746043;9840060;d
t62624;Crocodile_Camp_Den;2008-05-16;2008;05;talek;746008;9840226;d
t62773;Kinda-See-Em_Den;2008-06-01;2008;06;talek;745124;9840497;d
t62930;No_See_Em_Den;2008-06-24;2008;06;talek;744984;9840806;d
t62999;No_See_Em_Den;2008-07-04;2008;07;talek;744984;9840806;d
t63109;Kinda-See-Em_Den;2008-07-19;2008;07;talek;745124;9840497;d
t63147;Boulevard_Den;2008-07-22;2008;07;talek;744985;9839134;d
t63228;Boulevard_Den;2008-08-01;2008;08;talek;744985;9839134;d
t63280;Kinda-See-Em_Den;2008-08-08;2008;08;talek;745124;9840497;d
t63470;Kinda-See-Em_Den;2008-09-01;2008;09;talek;745124;9840497;d
t63662;Kinda-See-Em_Den;2008-10-02;2008;10;talek;745124;9840497;d
t63697;No_See_Em_Den;2008-10-07;2008;10;talek;744984;9840806;d
t63743;Paradise_Den;2008-10-09;2008;10;talek;746378;9836793;d
t63763;Boulevard_Den;2008-10-11;2008;10;talek;744985;9839134;d
t63871;Waverly_Den;2008-10-25;2008;10;talek;744929;9839296;d
t63997;Boulevard_Den;2008-11-01;2008;11;talek;744985;9839134;d
t63998;Kinda-See-Em_Den;2008-11-01;2008;11;talek;745124;9840497;d
t64040;Wayland_Den;2008-11-07;2008;11;talek;745254;9839856;d
t64555;No_See_Em_Den;2008-12-22;2008;12;talek;744984;9840806;d
t64619;Kinda-See-Em_Den;2008-12-27;2008;12;talek;745124;9840497;d
t64670;Ranger_Den;2009-01-01;2009;01;talek;745281;9840331;d
t64783;Kinda-See-Em_Den;2009-01-11;2009;01;talek;745124;9840497;d
t65002;Kinda-See-Em_Den;2009-02-06;2009;02;talek;745124;9840497;d
t65174;Kinda-See-Em_Den;2009-04-25;2009;04;talek;745124;9840497;d
t65234;Kinda-See-Em_Den;2009-05-01;2009;05;talek;745124;9840497;d
t65478;No_See_Em_Den;2009-06-08;2009;06;talek;744984;9840806;d
t65709;Kinda-See-Em_Den;2009-06-24;2009;06;talek;745124;9840497;d
t65821;Paradise_Den;2009-07-02;2009;07;talek;746378;9836793;d
t65850;Holiday_Communal_Den;2009-07-06;2009;07;talek;746505;9836828;d
t65981;Wayland_Den;2009-07-16;2009;07;talek;745254;9839856;d
t66229;Croton_Edge_Communal_Den;2009-08-11;2009;08;talek;746952;9837148;d
t66550;Croton_Edge_Communal_Den;2009-09-02;2009;09;talek;746952;9837148;d
t66593;No_See_Em_Den;2009-09-07;2009;09;talek;744984;9840806;d
t66683;Kinda-See-Em_Den;2009-09-14;2009;09;talek;745124;9840497;d
t67030;No_See_Em_Den;2009-10-04;2009;10;talek;744984;9840806;d
t67139;Lovenest_Den;2009-10-15;2009;10;talek;747061;9837156;d
t67195;Lala_Den;2009-10-18;2009;10;talek;744591;9841032;d
t67197;Croton_Edge_Communal_Den;2009-10-19;2009;10;talek;746952;9837148;d
t67363;Croton_Edge_Communal_Den;2009-11-02;2009;11;talek;746952;9837148;d
t67391;No_See_Em_Den;2009-11-03;2009;11;talek;744984;9840806;d
t67597;Kinda-See-Em_Den;2009-11-24;2009;11;talek;745124;9840497;d
t67726;Croton_Edge_Communal_Den;2009-12-04;2009;12;talek;746952;9837148;d
t67990;Croton_Edge_Communal_Den;2010-01-13;2010;01;talek;746952;9837148;d
t68166;Kinda-See-Em_Den;2010-01-26;2010;01;talek;745124;9840497;d
t68257;Kinda-See-Em_Den;2010-02-01;2010;02;talek;745124;9840497;d
t68755;Kinda-See-Em_Den;2010-03-24;2010;03;talek;745124;9840497;d
t68856;Kinda_See_Em_Den_Two;2010-03-29;2010;03;talek;745085;9840608;cd
t68907;Kinda_See_Em_Den_Two;2010-04-02;2010;04;talek;745085;9840608;cd
t69426;Kinda_See_Em_Den_Two;2010-05-02;2010;05;talek;745085;9840608;cd
t69918;Crocodile_Den;2010-06-03;2010;06;talek;746043;9840060;d
t69937;Crocodile_Camp_Den;2010-06-05;2010;06;talek;746008;9840226;d
t70007;Dave's_Den;2010-06-09;2010;06;talek;747491;9837478;cd
t70350;Dave's_Den;2010-07-01;2010;07;talek;747491;9837478;cd
t70369;Croton_Edge_Communal_Den;2010-07-02;2010;07;talek;746952;9837148;d
t70729;Dave's_Den;2010-08-02;2010;08;talek;747491;9837478;cd
t70917;Croton_Edge_Communal_Den;2010-08-24;2010;08;talek;746952;9837148;d
t70963;Croton_Edge_Communal_Den;2010-09-01;2010;09;talek;746952;9837148;d
t71122;Kinda-See-Em_Den;2010-09-26;2010;09;talek;745124;9840497;d
t71139;Kinda_See_Em_Den_Two;2010-09-28;2010;09;talek;745085;9840608;cd
t71166;Kinda-See-Em_Den;2010-10-01;2010;10;talek;745124;9840497;d
t71243;Kinda_See_Em_Den_Two;2010-10-17;2010;10;talek;745085;9840608;cd
t71336;No_See_Em_Den;2010-10-26;2010;10;talek;744984;9840806;d
t71375;Kinda_See_Em_Den_Two;2010-11-01;2010;11;talek;745085;9840608;cd
t71401;Kinda-See-Em_Den;2010-11-03;2010;11;talek;745124;9840497;d
t71676;Croton_Edge_Communal_Den;2010-11-28;2010;11;talek;746952;9837148;d
t71691;Croton_Edge_Communal_Den;2010-12-12;2010;12;talek;746952;9837148;d
t71824;Croton_Edge_Communal_Den;2011-01-01;2011;01;talek;746952;9837148;d
t71924;Kinda_See_Em_Den_Two;2011-01-14;2011;01;talek;745085;9840608;cd
t72126;Kinda_See_Em_Den_Two;2011-02-06;2011;02;talek;745085;9840608;cd
t72298;Plantation_Den;2011-03-03;2011;03;talek;746293;9839498;d
t72363;Dave's_Den;2011-03-17;2011;03;talek;747491;9837478;cd
t72433;Dave_Den;2011-03-27;2011;03;talek;747491;9837478;d
t72465;Dave's_Den;2011-04-01;2011;04;talek;747491;9837478;cd
t72593;K6_Den;2011-04-16;2011;04;talek;749032;9836434;d
t72595;Riverbend_Den;2011-04-17;2011;04;talek;748477;9838427;d
t72681;Lightning_Den;2011-04-26;2011;04;talek;747326;9838572;d
t72761;Riverbend_Den;2011-05-04;2011;05;talek;748477;9838427;d
t72904;Resurrection_Communal_Den;2011-05-15;2011;05;talek;747569;9838508;d
t73023;Dave's_Den;2011-05-25;2011;05;talek;747491;9837478;cd
t73101;Dave_Den;2011-05-30;2011;05;talek;747491;9837478;d
t73131;Dave's_Den;2011-06-01;2011;06;talek;747491;9837478;cd
t73143;Resurrection_Communal_Den;2011-06-02;2011;06;talek;747569;9838508;d
t73210;Lightning_Den;2011-06-05;2011;06;talek;747326;9838572;d
t73600;Resurrection_Communal_Den;2011-07-01;2011;07;talek;747569;9838508;d
t73644;Den_One_Creek_Den_Complex;2011-07-05;2011;07;talek;747634;9837096;d
t73725;Dave's_Den;2011-07-14;2011;07;talek;747491;9837478;cd
t73910;Dave's_Den;2011-08-01;2011;08;talek;747491;9837478;cd
t73911;Aardwolf_Communal_Den;2011-08-01;2011;08;talek;745294;9838050;d
t73958;Croton_Edge_Communal_Den;2011-08-04;2011;08;talek;746952;9837148;d
t74014;Kinda_See_Em_Den_Two;2011-08-10;2011;08;talek;745085;9840608;cd
t74015;Kinda-See-Em_Den;2011-08-10;2011;08;talek;745124;9840497;d
t74188;Croton_Edge_Communal_Den;2011-09-01;2011;09;talek;746952;9837148;d
t74478;Croton_Edge_Communal_Den;2011-10-01;2011;10;talek;746952;9837148;d
t74723;Croton_Edge_Communal_Den;2011-11-01;2011;11;talek;746952;9837148;d
t74765;Dion's_Natal_Den;2011-11-05;2011;11;talek;747075;9837512;d
t74929;Big_Bush_Den;2011-11-29;2011;11;talek;748061;9838502;d
t74931;Resurrection_Communal_Den;2011-11-30;2011;11;talek;747569;9838508;d
t74951;Resurrection_Communal_Den;2011-12-01;2011;12;talek;747569;9838508;d
t74962;Big_Bush_Den;2011-12-04;2011;12;talek;748061;9838502;d
t75182;Big_Bush_Den;2012-01-01;2012;01;talek;748061;9838502;d
t75250;Riverbend_Den;2012-01-08;2012;01;talek;748477;9838427;d
t75640;Riverbend_Den;2012-02-01;2012;02;talek;748477;9838427;d
t76047;Kinda_See_Em_Den_Two;2012-03-02;2012;03;talek;745085;9840608;cd
t76050;Riverbend_Den;2012-03-05;2012;03;talek;748477;9838427;d
t76367;Riverbend_Den;2012-04-05;2012;04;talek;748477;9838427;d
t76619;Riverbend_Den;2012-05-13;2012;05;talek;748477;9838427;d
t76696;Resurrection_Communal_Den;2012-05-18;2012;05;talek;747569;9838508;d
t76987;Riverbend_Den;2012-06-01;2012;06;talek;748477;9838427;d
t77188;Resurrection_Communal_Den;2012-06-11;2012;06;talek;747569;9838508;d
t77325;Big_Bush_Den;2012-06-19;2012;06;talek;748061;9838502;d
t77502;Big_Bush_Den;2012-07-01;2012;07;talek;748061;9838502;d
t77513;Riverbend_Den;2012-07-01;2012;07;talek;748477;9838427;d
t78084;Dave's_Den;2012-08-02;2012;08;talek;747491;9837478;cd
t78119;Croton_Edge_Communal_Den;2012-08-05;2012;08;talek;746952;9837148;d
t78403;Dave's_Den;2012-09-02;2012;09;talek;747491;9837478;cd
t78545;Pothole_Den;2012-09-15;2012;09;talek;747622;9837700;d
t78798;Dave's_Den;2012-10-02;2012;10;talek;747491;9837478;cd
t78866;Pothole_Den;2012-10-08;2012;10;talek;747622;9837700;d
t79164;Croton_Edge_Communal_Den;2012-10-30;2012;10;talek;746952;9837148;d
t79175;Croton_Edge_Communal_Den;2012-11-03;2012;11;talek;746952;9837148;d
t79384;Dave's_Den;2012-11-18;2012;11;talek;747491;9837478;cd
t79449;Central_Park_Communal_Den;2012-11-21;2012;11;talek;746472;9838970;d
t79594;Central_Park_Communal_Den;2012-12-01;2012;12;talek;746472;9838970;d
t79635;Croton_Edge_Communal_Den;2012-12-03;2012;12;talek;746952;9837148;d
t80028;Central_Park_Communal_Den;2013-01-01;2013;01;talek;746472;9838970;d
t80208;Riverbend_Den;2013-01-20;2013;01;talek;748477;9838427;d
t80459;Central_Park_Communal_Den;2013-02-04;2013;02;talek;746472;9838970;d
t80509;Riverbend_Den;2013-02-07;2013;02;talek;748477;9838427;d
t80911;Riverbend_Den;2013-06-01;2013;06;talek;748477;9838427;d
t81138;Plantation_Den;2013-06-10;2013;06;talek;746293;9839498;d
t81306;Dave's_Den;2013-06-22;2013;06;talek;747491;9837478;cd
t81388;Central_Park_Communal_Den;2013-03-01;2013;03;talek;746472;9838970;d
t81409;Riverbend_Den;2013-03-01;2013;03;talek;748477;9838427;d
t81854;Riverbend_Den;2013-04-04;2013;04;talek;748477;9838427;d
t81857;Central_Park_Communal_Den;2013-04-04;2013;04;talek;746472;9838970;d
t82096;Riverbend_Den;2013-05-01;2013;05;talek;748477;9838427;d
t82142;Central_Park_Communal_Den;2013-05-04;2013;05;talek;746472;9838970;d
t82642;Plantation_Den;2013-07-01;2013;07;talek;746293;9839498;d
t82651;Dave's_Den;2013-07-02;2013;07;talek;747491;9837478;cd
t82696;Kinda-See-Em_Den;2013-07-05;2013;07;talek;745124;9840497;d
t83089;Pothole_Den;2013-07-25;2013;07;talek;747622;9837700;d
t83206;Resurrection_Communal_Den;2013-07-30;2013;07;talek;747569;9838508;d
t83217;Resurrection_Communal_Den;2013-08-01;2013;08;talek;747569;9838508;d
t83307;Dave's_Den;2013-08-08;2013;08;talek;747491;9837478;cd
t83382;Resurrection_Main_Den;2013-08-17;2013;08;talek;747453;9838546;cd
t83503;Resurrection_Communal_Den;2013-09-01;2013;09;talek;747569;9838508;d
t84367;Kinda-See-Em_Den;2013-10-30;2013;10;talek;745124;9840497;d
t84401;Kinda-See-Em_Den;2013-11-01;2013;11;talek;745124;9840497;d
t84771;Kinda-See-Em_Den;2013-12-01;2013;12;talek;745124;9840497;d
t84998;Aardwolf_Communal_Den;2013-12-26;2013;12;talek;745294;9838050;d
t85084;Magic_Bush_Den;2014-01-04;2014;01;talek;746745;9838653;d
t85278;Riverbend_Den;2014-01-16;2014;01;talek;748477;9838427;d
t85489;Riverbend_Den;2014-02-01;2014;02;talek;748477;9838427;d
t85889;Riverbend_Den;2014-03-01;2014;03;talek;748477;9838427;d
t86028;Dicks_Den;2014-03-18;2014;03;talek;747390;9837245;cd
t86042;Dave's_Den;2014-03-20;2014;03;talek;747491;9837478;cd
t86083;Dicks_Den;2014-04-01;2014;04;talek;747390;9837245;cd
t86084;Dave's_Den;2014-04-01;2014;04;talek;747491;9837478;cd
t86120;Dave_Den;2014-04-10;2014;04;talek;747491;9837478;d
t86171;Riverbend_Den;2014-04-15;2014;04;talek;748477;9838427;d
t86426;Riverbend_Den;2014-05-03;2014;05;talek;748477;9838427;d
t86435;Dicks_Den;2014-05-03;2014;05;talek;747390;9837245;cd
t86441;Dave's_Den;2014-05-04;2014;05;talek;747491;9837478;cd
t86449;Gardenia_Den;2014-05-04;2014;05;talek;746979;9836020;cd
t86804;Dave's_Den;2014-06-01;2014;06;talek;747491;9837478;cd
t86806;Dicks_Den;2014-06-03;2014;06;talek;747390;9837245;cd
t86881;Secluded_Den;2014-06-10;2014;06;talek;747062;9837168;cd
t86928;Yoplait_Den;2014-06-15;2014;06;talek;741720;9836168;cd
t86988;Den_One_Creek_Den_Complex;2014-06-24;2014;06;talek;747634;9837096;d
t87055;DOC_Communal_Den;2014-06-28;2014;06;talek;747634;9837096;d
t87122;Yoplait_Den;2014-07-01;2014;07;talek;741720;9836168;cd
t87126;DOC_Communal_Den;2014-07-01;2014;07;talek;747634;9837096;d
t87133;Dicks_Den;2014-07-01;2014;07;talek;747390;9837245;cd
t87314;DOC_Den_2;2014-07-15;2014;07;talek;747700;9837031;cd
t87427;Milkyway_Den;2014-07-28;2014;07;talek;742848;9835677;cd
t87466;Maggie_Den;2014-07-30;2014;07;talek;742990;9835692;cd
t87485;DOC_Den_2;2014-08-02;2014;08;talek;747700;9837031;cd
t87494;Milkyway_Den;2014-08-02;2014;08;talek;742848;9835677;cd
t87536;DOC_Communal_Den;2014-08-04;2014;08;talek;747634;9837096;d
t87579;Maggie_Den;2014-08-06;2014;08;talek;742990;9835692;cd
t87627;Dicks_Den;2014-08-11;2014;08;talek;747390;9837245;cd
t87698;Cash_Den;2014-08-22;2014;08;talek;747481;9837043;cd
t87758;Pole_not_Pole_Den;2014-08-29;2014;08;talek;743572;9837544;cd
t87815;Singizi_Den;2014-08-31;2014;08;talek;747084;9835640;cd
t87831;Singizi_Den;2014-09-01;2014;09;talek;747084;9835640;cd
t87834;DOC_Den_2;2014-09-01;2014;09;talek;747700;9837031;cd
t87836;Pole_not_Pole_Den;2014-09-01;2014;09;talek;743572;9837544;cd
t87837;Maggie_Den;2014-09-01;2014;09;talek;742990;9835692;cd
t87875;DOC_Communal_Den;2014-09-08;2014;09;talek;747634;9837096;d
t87905;Cash_Den;2014-09-10;2014;09;talek;747481;9837043;cd
t87966;Lucky_Leopard_Den;2014-09-13;2014;09;talek;742437;9836924;cd
t88027;Den_One_Creek_Den_Complex;2014-09-18;2014;09;talek;747634;9837096;d
t88085;Dicks_Den;2014-09-22;2014;09;talek;747390;9837245;cd
t88145;Dave's_Den;2014-09-26;2014;09;talek;747491;9837478;cd
t88191;DOC_Communal_Den;2014-10-02;2014;10;talek;747634;9837096;d
t88192;Cash_Den;2014-10-02;2014;10;talek;747481;9837043;cd
t88206;Lucky_Leopard_Den;2014-10-06;2014;10;talek;742437;9836924;cd
t88215;Dave's_Den;2014-10-06;2014;10;talek;747491;9837478;cd
t88293;Dicks_Den;2014-10-11;2014;10;talek;747390;9837245;cd
t88692;Den_One_Creek_Den_Complex;2014-10-31;2014;10;talek;747634;9837096;d
t88695;DOC_Den_2;2014-10-31;2014;10;talek;747700;9837031;cd
t88709;DOC_Communal_Den;2014-11-01;2014;11;talek;747634;9837096;d
t88712;Dicks_Den;2014-11-01;2014;11;talek;747390;9837245;cd
t88730;DOC_Den_2;2014-11-01;2014;11;talek;747700;9837031;cd
t88769;Kinda_See_Em_Den_Three;2014-11-02;2014;11;talek;745114;9840561;cd
t88971;Kinda_See_Em_Den_Two;2014-11-09;2014;11;talek;745085;9840608;cd
t89034;Love_Stinks_Den;2014-11-11;2014;11;talek;741286;9836630;cd
t89302;Cash_Den;2014-11-23;2014;11;talek;747481;9837043;cd
t89372;Kinda-See-Em_Den;2014-12-04;2014;12;talek;745124;9840497;d
t89378;Cash_Den;2014-12-04;2014;12;talek;747481;9837043;cd
t89476;DOC_Den_2;2014-12-07;2014;12;talek;747700;9837031;cd
t89519;DOC_Communal_Den;2014-12-09;2014;12;talek;747634;9837096;d
t89772;DOC_Communal_Den;2015-01-01;2015;01;talek;747634;9837096;d
t89915;Den_One_Creek_Den_Complex;2015-01-17;2015;01;talek;747634;9837096;d
t89963;Kinda-See-Em_Den;2015-01-19;2015;01;talek;745124;9840497;d
t90134;Riverbend_Den;2015-01-27;2015;01;talek;748477;9838427;d
t90210;Democracy_Den;2015-01-31;2015;01;talek;742067;9835491;cd
t90214;Riverbend_Den;2015-02-01;2015;02;talek;748477;9838427;d
t90236;Democracy_Den;2015-02-01;2015;02;talek;742067;9835491;cd
t90321;DOC_Communal_Den;2015-02-08;2015;02;talek;747634;9837096;d
t90593;Riverbend_Den;2015-03-01;2015;03;talek;748477;9838427;d
t90595;Democracy_Den;2015-03-01;2015;03;talek;742067;9835491;cd
t90788;Lazy_French_Den;2015-03-15;2015;03;talek;741547;9835066;cd
t90831;Resurrection_Main_Den;2015-03-19;2015;03;talek;747453;9838546;cd
t90875;Dave's_Den;2015-03-22;2015;03;talek;747491;9837478;cd
t90961;Dave's_Den;2015-04-26;2015;04;talek;747491;9837478;cd
t91019;Dave's_Den;2015-05-01;2015;05;talek;747491;9837478;cd
t91062;Tangawizi_Den;2015-05-03;2015;05;talek;741030;9836512;d
t91406;Riverbend_Den;2015-06-01;2015;06;talek;748477;9838427;d
t91408;Dave's_Den;2015-06-01;2015;06;talek;747491;9837478;cd
t91421;Tangawizi_Den;2015-06-01;2015;06;talek;741030;9836512;d
t91614;Riverbend_Den;2015-07-01;2015;07;talek;748477;9838427;d
t91631;Dave's_Den;2015-07-02;2015;07;talek;747491;9837478;cd
t91647;Tangawizi_Den;2015-07-02;2015;07;talek;741030;9836512;d
t92050;Lazy_French_Den;2015-07-28;2015;07;talek;741547;9835066;cd
t92109;Kinda-See-Em_Den;2015-07-31;2015;07;talek;745124;9840497;d
t92119;Dave's_Den;2015-08-01;2015;08;talek;747491;9837478;cd
t92120;Kinda-See-Em_Den;2015-08-01;2015;08;talek;745124;9840497;d
t92125;Lazy_French_Den;2015-08-01;2015;08;talek;741547;9835066;cd
t92182;Nomadic_Den;2015-08-05;2015;08;talek;741877;9835276;d
t92215;Sugar_Daddy_Den;2015-08-08;2015;08;talek;742514;9835091;d
t92219;Dicks_Den;2015-08-08;2015;08;talek;747390;9837245;cd
t92258;Milkyway_Den;2015-08-13;2015;08;talek;742848;9835677;cd
t92375;Barbie_Party_Den;2015-08-22;2015;08;talek;741712;9835491;d
t92609;Dave's_Den;2015-09-05;2015;09;talek;747491;9837478;cd
t92686;Dicks_Den;2015-09-12;2015;09;talek;747390;9837245;cd
t92758;Resurrection_Communal_Den;2015-09-26;2015;09;talek;747569;9838508;d
t92773;Flintstone_Den;2015-09-27;2015;09;talek;747000;9837149;d
t92811;Flintstone_Den;2015-10-01;2015;10;talek;747000;9837149;d
t92844;Resurrection_Communal_Den;2015-10-04;2015;10;talek;747569;9838508;d
t93090;Flintstone_Den;2015-11-01;2015;11;talek;747000;9837149;d
t93099;DOC_Communal_Den;2015-11-05;2015;11;talek;747634;9837096;d
t93224;Flintstone_Den;2015-12-01;2015;12;talek;747000;9837149;d
t93236;Riverbend_Den;2015-12-01;2015;12;talek;748477;9838427;d
t93313;Resurrection_Main_Den;2015-12-23;2015;12;talek;747453;9838546;cd
t93355;Riverbend_Den;2016-01-01;2016;01;talek;748477;9838427;d
t93360;Resurrection_Main_Den;2016-01-01;2016;01;talek;747453;9838546;cd
t93518;Resurrection_Communal_Den;2016-01-14;2016;01;talek;747569;9838508;d
t93733;Resurrection_Main_Den;2016-02-01;2016;02;talek;747453;9838546;cd
t94199;Resurrection_Main_Den;2016-03-01;2016;03;talek;747453;9838546;cd
t94413;Lucky_Leopard_Den;2016-03-16;2016;03;talek;742437;9836924;cd
t94582;Resurrection_Communal_Den;2016-03-28;2016;03;talek;747569;9838508;d
t94647;Resurrection_Communal_Den;2015-12-30;2015;12;talek;747569;9838508;d
t94662;Resurrection_Main_Den;2016-04-06;2016;04;talek;747453;9838546;cd
t94673;Lucky_Leopard_Den;2016-04-06;2016;04;talek;742437;9836924;cd
t94741;Dave's_Den;2016-04-12;2016;04;talek;747491;9837478;cd
t94910;Dave's_Den;2016-05-04;2016;05;talek;747491;9837478;cd
t95341;Dave's_Den;2016-06-01;2016;06;talek;747491;9837478;cd
t95645;Cliff_Den;2016-06-26;2016;06;talek;746018;9837982;d
t95752;Cliff_Den;2016-07-01;2016;07;talek;746018;9837982;d
t95846;Central_Park_Communal_Den;2016-07-08;2016;07;talek;746472;9838970;d
t96099;Lucky_Leopard_Den;2016-07-31;2016;07;talek;742437;9836924;cd
t96118;Central_Park_Communal_Den;2016-08-01;2016;08;talek;746472;9838970;d
t96120;Cliff_Den;2016-08-01;2016;08;talek;746018;9837982;d
t96768;Resurrection_Main_Den;2016-09-23;2016;09;talek;747453;9838546;cd
t96808;Dave's_Den;2016-10-07;2016;10;talek;747491;9837478;cd
t96921;Den_One_Creek_Den_Complex;2016-10-20;2016;10;talek;747634;9837096;d
t96932;DOC_Communal_Den;2016-10-21;2016;10;talek;747634;9837096;d
t97026;DOC_Den_2;2016-10-29;2016;10;talek;747700;9837031;cd
t97082;Riverbend_Den;2016-11-03;2016;11;talek;748477;9838427;d
t97152;Den_One_Creek_Den_Complex;2016-11-08;2016;11;talek;747634;9837096;d
t97165;DOC_Communal_Den;2016-11-09;2016;11;talek;747634;9837096;d
t97480;Riverbend_Den;2016-12-01;2016;12;talek;748477;9838427;d
t97491;DOC_Communal_Den;2016-12-02;2016;12;talek;747634;9837096;d
t97536;Den_One_Creek_Den_Complex;2016-12-04;2016;12;talek;747634;9837096;d
t97681;DOC_Den_2;2016-12-10;2016;12;talek;747700;9837031;cd
t98142;Riverbend_Den;2017-01-01;2017;01;talek;748477;9838427;d
t98155;Den_One_Creek_Den_Complex;2017-01-05;2017;01;talek;747634;9837096;d
t98190;Dave_Den;2017-01-11;2017;01;talek;747491;9837478;d
t98286;Dicks_Den;2017-01-27;2017;01;talek;747390;9837245;cd
t98340;Resurrection_Main_Den;2017-02-06;2017;02;talek;747453;9838546;cd
t98350;Dicks_Den;2017-02-06;2017;02;talek;747390;9837245;cd
t98383;Dave_Den;2017-02-10;2017;02;talek;747491;9837478;d
t98503;Dicks_Den;2017-03-01;2017;03;talek;747390;9837245;cd
t98504;Dave_Den;2017-03-01;2017;03;talek;747491;9837478;d
t98522;Resurrection_Main_Den;2017-03-02;2017;03;talek;747453;9838546;cd
t99119;Resurrection_Main_Den;2017-04-01;2017;04;talek;747453;9838546;cd
t99196;Big_Bush_Communal_Den;2017-04-21;2017;04;talek;748061;9838502;d
t99292;Big_Bush_Communal_Den;2017-05-04;2017;05;talek;748061;9838502;d
t99323;Resurrection_Main_Den;2017-05-06;2017;05;talek;747453;9838546;cd
t99466;Big_Bush_Den;2017-05-20;2017;05;talek;748061;9838502;d
