landmark_id,utme,utmn,clan,X,Y
FM_Den,752888,9838905,talek,35.27277051,-1.456320101
Over_the_River_Den,753542,9837353,talek,35.27865922,-1.470344291
Talek_Lugga_Crossing,745099,9840066,talek,35.20279387,-1.445893985
Boulevard_Den,744985,9839134,talek,35.20177796,-1.45432076
Kinda-See-Em_Den,745124,9840497,talek,35.20301468,-1.4419973
Den_of_Perfection,746689,9836798,talek,35.21710558,-1.475424134
Roadside_Den,746619,9836966,talek,35.21647527,-1.473905971
Banana_Tree_Communal_Den,740512,9859417,talek,35.16143318,-1.270985688
Fig_Tree_Den_2,736615,9840574,talek,35.12657671,-1.441374324
Sun_Den,741258,9840562,talek,35.16828588,-1.44144322
Wicked_Den,740636,9839896,talek,35.16270408,-1.447469721
Crocodile_Camp_Den,746008,9840226,talek,35.2109579,-1.444439518
Talek_Gate,745602,9840397,talek,35.20730937,-1.442897162
Waverly_Den,744929,9839296,talek,35.2012735,-1.452856687
Wayland_Den,745254,9839856,talek,35.20418805,-1.447791133
Alamo_Natal_Den,747851,9836348,talek,35.22754777,-1.479481805
Kitchen_Natal_Den,746684,9836802,talek,35.21706063,-1.475388018
T_Stop,745229,9837857,talek,35.20398105,-1.465863347
Kinda_See_Em_Den_Two,745085,9840608,talek,35.20266339,-1.440994142
Crocodile_Den,746043,9840060,talek,35.21127375,-1.445939928
Culvert_of_13_Lugga_South,747880,9835456,talek,35.22781634,-1.48754555
Main_Den_One_Creek_Crossing,747797,9836633,talek,35.22706012,-1.476905788
Riverbend_Den,748477,9838427,talek,35.23315236,-1.460681254
Teapot_Tree_Crossing,747432,9837579,talek,35.22377289,-1.46835688
Centre_Tree,747366,9838133,talek,35.22317508,-1.463349093
Lightning_Den,747326,9838572,talek,35.22281186,-1.459380716
Dion's_Natal_Den,747075,9837512,talek,35.2205666,-1.468965797
Landmark_Tree,748924,9838183,talek,35.23716984,-1.46288307
Rhino_Skull_Lugga_Crossing,746673,9837962,talek,35.21695147,-1.46490121
Stupid_Tree,746997,9836480,talek,35.21987518,-1.47829621
Teapot_Tree,747579,9837618,talek,35.22509302,-1.468002983
Pothole_Den,747622,9837700,talek,35.22547855,-1.467261284
Vulture_Crossing,747750,9837284,talek,35.22663208,-1.471020929
Century_Crossing,747636,9837248,talek,35.22560836,-1.471347411
"Saga_Lugga,_Bottom",746397,9838510,talek,35.21446733,-1.45994951
Box_Crossing,748090,9837837,talek,35.22968129,-1.466018541
Mystery_Spot,746175,9839389,talek,35.21246538,-1.452004918
Kilong_Crossing,745194,9840304,talek,35.20364517,-1.443741507
Aqua's_Natal_Den_2014,743212,9836350,talek,35.18587555,-1.479505449
Gardenia_Den,746979,9836020,talek,35.21971762,-1.482454965
Secluded_Den,747062,9837168,talek,35.2204529,-1.472075817
Yoplait_Den,741720,9836168,talek,35.17247425,-1.48116411
Roosevelt's_Natal_Den_2014,741941,9835865,talek,35.17446222,-1.483901481
DOC_Communal_Den,747634,9837096,talek,35.22559175,-1.472721568
Milkyway_Den,742848,9835677,talek,35.18261165,-1.485593044
Argon's_Natal_Den_2014,743021,9835986,talek,35.184163,-1.482797942
Maggie_Den,742990,9835692,talek,35.18388713,-1.485456166
Cash_Den,747481,9837043,talek,35.22421785,-1.47320209
Pole_not_Pole_Den,743572,9837544,talek,35.18909893,-1.468707755
Singizi_Den,747084,9835640,talek,35.22066426,-1.48588937
Handsome_H_Tree,743566,9837466,talek,35.18904572,-1.469412976
Lucky_Leopard_Den,742437,9836924,talek,35.17890855,-1.474323
Nook,747100,9835502,talek,35.22080923,-1.487136801
Pond_Lugga_Crossing,743070,9836024,talek,35.18460284,-1.48245396
Kinda_See_Em_Den_Three,745114,9840561,talek,35.2029243,-1.441418793
Lazy_French_Den,741547,9835066,talek,35.17092989,-1.491128512
Tangawizi_Den,741030,9836512,talek,35.1662728,-1.478060202
Latrine,744470,9835638,talek,35.19718265,-1.485931088
Three_Sisters,741492,9836298,talek,35.17042493,-1.479990837
Photogenic_Tree,742761,9836578,talek,35.18182214,-1.477448195
Nomadic_Den,741877,9835276,talek,35.1738925,-1.48922702
Sugar_Daddy_Den,742514,9835091,talek,35.17961647,-1.490893854
Candybar_Crossing,742442,9834986,talek,35.17897061,-1.491843768
Love_Stinks_Den,741286,9836630,talek,35.16857147,-1.476991137
Saga_Lugga,746095,9838250,talek,35.2117568,-1.462302721
No_Name_Hill_Tree,748044,9837449,talek,35.22927156,-1.469526615
"Stupid_Bushes,_Northwest_Edge",746431,9837129,talek,35.21478503,-1.472434069
Cheetah_Tree_Crossing,748565,9837620,talek,35.23395007,-1.467976011
